 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.99976367	0.00022201802	8.551458e-06	4.8026827e-06	4.4207798e-07	1.1165731e-07	2.656711e-08	2.8575505e-08	3.3541033e-07
a	0.99824536	0.0010621265	0.00017186753	0.00030074705	1.7166956e-05	9.698138e-06	1.406669e-05	3.6464793e-05	0.00014259356
r	0.98332477	0.009803023	0.0045263055	0.00174912	0.00025154726	0.000121684294	7.607317e-05	1.4763386e-05	0.00013268726
ì	0.96314645	0.032737125	0.0028828236	0.0010340282	6.784871e-05	3.1026866e-05	2.2225158e-05	4.034384e-06	7.441554e-05
s	0.24985561	0.742399	0.0043529966	0.0020667189	0.00046221705	0.00021271026	7.415752e-05	2.557861e-05	0.0005510202
a	0.2016888	0.49454257	0.16162632	0.064401634	0.011016976	0.004156986	0.00405022	0.0013755652	0.057140958
e	0.10582933	0.82037085	0.0631834	0.010054643	0.0003774238	8.486364e-05	2.1405549e-05	1.0190511e-05	6.791326e-05
N	0.04642609	0.26427877	0.5597557	0.106856406	0.01869975	0.0014609027	0.0006226845	0.00013849407	0.0017612282
ì	0.019359732	0.22773443	0.5483997	0.14352952	0.048984304	0.005020974	0.0016626121	0.00021174713	0.0050969804
c	0.013272279	0.16628039	0.19620068	0.60783875	0.011339688	0.002264985	0.0010052104	8.385678e-05	0.0017142213
h	0.026052594	0.17935824	0.15519129	0.5678922	0.004661927	0.00072084216	0.0010760463	0.0006689296	0.06437793
o	0.15662035	0.11966496	0.10587956	0.576869	0.019558996	0.005297788	0.007814488	0.0024613426	0.0058335452
e	0.012093925	0.01346037	0.09871023	0.85820055	0.0149009265	0.0010232402	0.00037279876	0.00014014194	0.0010977989
e	0.0031898231	0.0039246106	0.023258924	0.7819705	0.14943893	0.022049014	0.014590696	0.00071824767	0.0008591751
e	0.009012125	0.010162566	0.0557825	0.7381307	0.15358771	0.016539972	0.014420355	0.00054411055	0.0018199707
n	0.007825881	0.011889628	0.053923033	0.53912264	0.27724198	0.052966222	0.05105559	0.0016276755	0.0043474026
è	0.008831623	0.019446496	0.033304315	0.29245564	0.25946486	0.20482945	0.078120634	0.01341791	0.090129085
c	0.0025676019	0.0048381826	0.0049010525	0.03355019	0.12045762	0.2602386	0.56847405	0.0022008743	0.0027718467
h	0.012391272	0.12426105	0.13081639	0.15510805	0.09971201	0.053828284	0.13813204	0.018600358	0.2671505
u	0.061237067	0.043547165	0.0041627767	0.14588268	0.041044623	0.10852774	0.15512182	0.18863685	0.25183928
n	0.002846226	0.004595817	0.004488319	0.043397676	0.06859098	0.2979371	0.44484034	0.027962346	0.105341114
f	0.020580042	0.05376975	0.068200566	0.0185347	0.008051486	0.09265636	0.15482135	0.19609179	0.38729393
a	0.07316559	0.09246722	0.008212489	0.03908555	0.0066024205	0.052956387	0.24957156	0.15832108	0.31961766
m	0.0020963617	0.005099985	0.0052809417	0.021329671	0.027097404	0.061022274	0.36415258	0.3387426	0.17517814
è	0.0051730885	0.034964487	0.04837447	0.0076178038	0.0054275035	0.057141867	0.18842715	0.23665093	0.41622275
n	0.0010515662	0.0032480306	0.0016604408	0.0011453524	0.0043290616	0.021041157	0.21805154	0.70640075	0.043072153
a	0.0055482327	0.03625157	0.050654728	0.003987209	0.0055718343	0.023418812	0.16062133	0.45765528	0.25629106
m	0.0009249455	0.0029728995	0.0024384412	0.0022961758	0.0041804565	0.0066409297	0.044062365	0.8039635	0.13252039
a	0.0036636614	0.044135105	0.049176812	0.0037544633	0.006574437	0.009769959	0.07135266	0.5459845	0.26558834
i	0.0010474607	0.0042725005	0.006451748	0.0025278567	0.003751745	0.0026731808	0.046928357	0.70516473	0.22718245
</S>	0.0064821583	0.018666044	0.045217063	0.010451428	0.006566294	0.0024972078	0.045871213	0.5193453	0.34490338
