 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.99792767	0.0019383688	8.656084e-05	2.9314377e-05	1.9533943e-06	2.8423617e-06	9.209441e-07	1.25017295e-05
a	0.67087954	0.27924964	0.01349808	0.00798389	0.0061155297	0.0056356015	0.0039190804	0.012718609
k	0.40403575	0.594111	0.0007203361	0.0006303853	0.0002297106	3.421229e-05	8.036478e-06	0.00023050237
à	0.11488212	0.82086736	0.015025136	0.020628903	0.0045319307	0.0003520086	0.0020200124	0.021692485
j	0.08444747	0.9092007	0.004734375	0.0010505187	0.00036291147	1.5354779e-05	3.3603758e-06	0.00018518759
o	0.037176054	0.8955132	0.009302752	0.017851066	0.0020799176	7.296805e-05	0.0015652508	0.036438752
t	0.21657945	0.6599461	0.12103362	0.0020981752	0.00029986218	7.2945804e-06	6.8657494e-07	3.488876e-05
r	0.016109588	0.91843957	0.038143955	0.017826926	0.0038867318	0.00018659113	0.00015307886	0.0052535725
a	0.15262951	0.17580344	0.64536554	0.014189099	0.0031645885	0.0027227749	0.00010187203	0.0060231863
v	0.033037048	0.06323534	0.8990551	0.003820787	0.00033736308	5.6869707e-05	9.182634e-07	0.00045649926
ù	0.007443182	0.7032488	0.22826977	0.03159807	0.017222049	0.0028218147	0.0005272007	0.008869024
d	0.027560264	0.023102216	0.91226554	0.020420179	0.015327941	0.00016262874	1.6854803e-05	0.001144433
i	0.009730215	0.19548115	0.56777126	0.078505315	0.040630434	0.0055579212	0.002380795	0.09994294
a	0.034207884	0.029920893	0.57971644	0.29687113	0.049597617	0.006597334	2.5382029e-05	0.003063357
i	0.011236347	0.07166113	0.124296	0.3472748	0.41229013	0.031291537	0.0002652308	0.0016848543
g	0.0335436	0.07410013	0.0621057	0.1749205	0.57993674	0.071881875	0.00046282643	0.0030485983
r	0.020816566	0.058746293	0.03509009	0.19799902	0.5696887	0.10339101	0.0018384506	0.012429885
à	0.029668907	0.116727196	0.08911005	0.052153744	0.14771758	0.36457688	0.006934177	0.19311137
f	0.0076369857	0.0025130077	0.009413498	0.036098022	0.72164863	0.21961403	0.0014695791	0.0016062647
u	0.018353058	0.023052307	0.0045825625	0.04863452	0.40059537	0.33481786	0.015675852	0.15428841
t	0.01224267	0.0042575183	0.019036015	0.022560965	0.16241263	0.7358549	0.01318221	0.030453106
t	0.0064642713	0.017206915	0.0035878024	0.01722012	0.11814331	0.5386826	0.065055676	0.23363928
e	0.010214212	0.0016827385	0.008043599	0.001124607	0.003076285	0.4977989	0.14968015	0.3283795
a	0.0059904885	0.004191472	0.016074084	0.020064054	0.07991109	0.41789356	0.20817952	0.24769577
t	0.009404724	0.028304769	0.009834828	0.00818609	0.03136523	0.5526265	0.18915637	0.17112158
s	0.015912952	0.029228007	0.008669905	0.010832908	0.030276172	0.26927117	0.40024945	0.23555945
è	0.024783965	0.0062387236	0.007419794	0.0015664044	0.0041323076	0.08774256	0.2824499	0.5856663
n	0.002451297	0.0006345063	0.0023024532	0.0029353322	0.0072942725	0.03312317	0.71370053	0.23755841
ì	0.05376912	0.06367506	0.004865898	0.0043598306	0.010350999	0.1264891	0.28275275	0.45373714
t	0.0056745103	0.0008996764	0.0023360422	0.0037579923	0.004729408	0.034448463	0.5889409	0.35921293
t	0.009057797	0.0068828845	0.0006461655	0.0015005656	0.0029909695	0.027533442	0.7446983	0.20668976
a	0.0029090755	0.00013472816	0.0026026673	0.00034439168	0.0009364108	0.005587593	0.9432815	0.044203587
</S>	0.00063201913	0.0004459361	0.0012457198	0.002439498	0.0060221273	0.019468276	0.06959441	0.90015197
