 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.9970982	0.002783197	9.8649136e-05	1.3125826e-05	2.6725468e-06	1.008333e-06	1.9033641e-06	5.874491e-07	7.169783e-07
à	0.7357435	0.24641412	0.0066851974	0.005588747	0.0019222598	0.00081329327	0.0012818812	6.0313872e-05	0.0014906118
o	0.66219157	0.25487092	0.023994885	0.042549435	0.0120293265	0.0008811316	0.00021276451	3.2252454e-05	0.0032377082
c	0.045054473	0.9523158	0.001308672	0.00077548233	0.0002471759	0.00012067319	1.9608002e-05	3.055022e-06	0.00015501986
e	0.0068760696	0.9874232	0.0018321029	0.0005818031	0.00021300347	0.00011164485	0.00011122337	0.00011668489	0.0027343917
r	0.34330446	0.6215516	0.029454177	0.0053200815	0.00029569893	2.0421085e-05	2.195619e-05	1.140873e-06	3.0500947e-05
k	0.010494317	0.96936315	0.012921236	0.003157017	0.00092450134	0.00018500362	0.00049631053	0.00049970445	0.0019587537
è	0.0835018	0.78931713	0.09943046	0.016756047	0.008523466	0.0011740433	0.00048703043	0.00022352542	0.0005865519
o	0.2161404	0.35605142	0.4001923	0.022949658	0.0039332863	0.00028559472	9.7688935e-05	6.1532396e-06	0.0003434675
n	0.006403836	0.3486435	0.62605435	0.016501382	0.001590998	0.00026548945	0.0002789125	4.283865e-06	0.00025723432
t	0.003993544	0.8551457	0.098193586	0.025858428	0.0056866193	0.00093668693	0.0017068238	0.00064427295	0.00783444
a	0.015470892	0.097350486	0.78533447	0.043260507	0.036766257	0.008653062	0.002569135	0.008840655	0.0017545738
è	0.0077005476	0.003502132	0.8947384	0.089600764	0.004081623	0.0001579285	0.00012302616	1.790423e-06	9.379361e-05
n	0.010755675	0.015936704	0.66338277	0.29768643	0.007931305	0.00089787226	0.0027077915	1.8153005e-05	0.00068324077
a	0.005192401	0.018704645	0.4656079	0.41290247	0.051560584	0.011903282	0.002864791	0.009913123	0.021350795
m	0.0022484527	0.0005588558	0.108748205	0.8442856	0.042893577	0.000781457	0.00037758658	2.515367e-06	0.00010374712
à	0.00697108	0.038138706	0.15759525	0.6752116	0.07373366	0.01606313	0.007092205	0.0040799123	0.021114534
k	0.009228733	0.00096497295	0.03914202	0.84026974	0.09718308	0.00886506	0.003136614	7.722081e-05	0.0011325881
i	0.0060802116	0.013751765	0.06255973	0.51581275	0.194772	0.092578694	0.006087348	0.02859218	0.07976525
n	0.0023861513	0.00031653978	0.023499968	0.29537034	0.66172403	0.012394718	0.003846243	2.8435541e-05	0.0004336415
a	0.004387685	0.017251696	0.0366181	0.29808885	0.4041443	0.14943475	0.014027448	0.019907508	0.056139585
k	0.002865132	0.00015721838	0.018486505	0.11552248	0.78861165	0.060445204	0.013002874	0.00015263262	0.0007563537
a	0.0076761744	0.011905509	0.028463779	0.14128801	0.3895039	0.30273497	0.028126948	0.03147384	0.058826905
k	0.008926832	0.0004135012	0.027221939	0.09413452	0.53317976	0.2575595	0.07484945	0.00063291576	0.0030815783
u	0.006310129	0.006984929	0.019822923	0.07194366	0.21896228	0.50199896	0.03549449	0.069433436	0.069049224
n	0.008592695	0.00040238255	0.022710593	0.055607885	0.2171099	0.5110598	0.17754467	0.0015529363	0.005419107
s	0.005377224	0.004106807	0.014503975	0.03757443	0.09019359	0.58966535	0.049926694	0.1378751	0.07077675
u	0.023867944	0.002051855	0.015136689	0.012618149	0.065897636	0.2153638	0.0276413	0.23068449	0.40673813
m	0.0026897278	0.00018740018	0.007901977	0.030274477	0.08248243	0.6793285	0.17101452	0.005100214	0.021020817
è	0.004037156	0.005334522	0.0077231443	0.013021116	0.029112842	0.57024777	0.07171733	0.11956156	0.17924453
i	0.0030184248	4.841894e-05	0.003329028	0.00828946	0.019490534	0.8000907	0.14174333	0.01404863	0.009941566
o	0.0025779814	0.00047343178	0.0076115793	0.006499251	0.0057339007	0.053333383	0.8004492	0.06677376	0.056547496
l	0.00680559	0.0010030308	0.023282232	0.01592267	0.009596615	0.019157106	0.86551064	0.022517242	0.036204815
ì	0.007705406	0.002117815	0.02369159	0.019946495	0.0110274935	0.043626856	0.29414994	0.53334534	0.06438912
b	0.0066187787	0.0013191494	0.009024747	0.0073495675	0.008441007	0.02689968	0.2682627	0.56381625	0.1082681
e	0.007330017	0.0013477618	0.00581606	0.004303066	0.0051776394	0.08212115	0.14053394	0.6845757	0.06879471
n	0.0019576172	0.0001165547	0.0038168353	0.0056675766	0.0057041836	0.010224664	0.061649796	0.19046406	0.7203987
z	0.008955335	0.0055631963	0.015650386	0.012689314	0.0056515234	0.013596935	0.17478077	0.5841843	0.1789283
ì	0.0011296254	2.4631307e-05	0.0006505565	7.8718695e-05	0.00022336804	0.006104918	0.0027735024	0.88154966	0.10746511
n	0.00038844827	1.2072964e-05	0.00068081234	0.00079970673	0.0010381415	0.0031044744	0.006242254	0.46258214	0.52515197
a	0.025884693	0.0138478195	0.018244691	0.006106522	0.0055649374	0.025782317	0.09002484	0.38606244	0.42848173
</S>	0.0023134218	6.6789056e-05	0.00309448	0.005117463	0.0059104944	0.014675185	0.017343635	0.14526606	0.8062125
