 	voglio	che	Maria	venga	domani	</S>
i	0.9796132	0.018548546	0.0017230071	3.7681606e-05	1.0166095e-05	6.737529e-05
t	0.97786885	0.020412358	0.0011919233	7.535687e-05	1.0323443e-05	0.00044113322
è	0.7217289	0.10797318	0.13367513	0.001849244	0.00017718287	0.034596432
l	0.4664419	0.5073871	0.024787974	0.00045738733	1.6463557e-05	0.0009091906
o	0.69369936	0.11532787	0.15841545	0.0023208754	0.00032382878	0.029912673
i	0.016621003	0.8674512	0.112377614	0.003527336	2.50844e-06	2.0249914e-05
M	0.0141181685	0.091973655	0.79834783	0.09431229	0.00014260414	0.0011053602
a	0.029987257	0.33754832	0.62402654	0.0069721793	1.2393921e-05	0.0014532917
r	0.07135847	0.6761334	0.17156921	0.08068696	0.0001248118	0.00012705775
ì	0.10987328	0.15540944	0.6033529	0.13014947	0.00037760008	0.0008372995
a	0.6299618	0.34931055	0.008277035	0.011730498	0.00051554	0.00020458389
n	0.003827093	0.060743578	0.09302089	0.77904606	0.04624042	0.017121965
a	0.0071578813	0.27530926	0.15269586	0.45665538	0.081848	0.026333619
r	0.124564886	0.8280605	0.02508635	0.0045165205	0.004893568	0.012878167
t	0.0023795173	0.13411972	0.050645534	0.119355455	0.6451218	0.04837791
i	0.7450112	0.17824775	0.00874166	0.0051994612	0.01601403	0.046785966
à	0.0061002914	0.19193608	0.05882333	0.040097307	0.054633792	0.6484091
v	0.0016879572	0.04719026	0.016951982	0.08645506	0.3244869	0.5232278
v	0.00083724596	0.025812255	0.0068262084	0.01470853	0.8843869	0.06742889
r	0.032782387	0.6197327	0.087983586	0.016092235	0.047908485	0.19550063
i	0.095947504	0.7691603	0.09076818	0.0047511635	0.011515924	0.027856965
</S>	0.004688951	0.08991778	0.012895078	0.00621101	0.0007580816	0.88552904
