 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.63803816	0.33412427	0.02718147	0.00039994076	0.000103406484	0.0001114923	1.318654e-05	2.900693e-06	1.7706435e-06	2.3331886e-05
n	0.29302117	0.15150015	0.26235217	0.06817986	0.05766073	0.056675468	0.0757024	0.008392879	0.0038856533	0.022629535
ì	0.0054341746	0.031219259	0.91628975	0.01666593	0.005703693	0.007671524	0.0024996605	0.00023417227	9.011449e-05	0.014191759
c	0.010532015	0.17601469	0.71253806	0.011173609	0.02430503	0.048645653	0.009063005	0.0005279353	0.000109274835	0.007090643
h	0.0070484052	0.2057202	0.32732335	0.03830517	0.035786152	0.053465463	0.051481552	0.005572834	0.0031515984	0.2721452
a	0.025495095	0.734979	0.22331321	0.0065355757	0.0031075766	0.0046359333	0.0012134492	0.00016320501	5.7676993e-05	0.0004993311
d	0.0007072555	0.007880118	0.94980013	0.038441714	0.0017286029	0.0010866087	0.0002140495	7.709924e-06	3.3533065e-06	0.00013062416
ò	0.004465643	0.007954836	0.65300167	0.16788906	0.06428156	0.07033276	0.024627073	0.0024448887	0.0005473878	0.0044550723
n	0.007972328	0.03474517	0.24694708	0.56329197	0.11245917	0.029596183	0.0041897884	0.00010093688	1.2628673e-05	0.000684748
t	0.006283294	0.013475198	0.34339026	0.4285562	0.06706873	0.05191629	0.01709118	0.004672617	0.006880366	0.060665905
a	0.058298822	0.11040201	0.058541674	0.5378058	0.0645872	0.043162294	0.07166333	0.03765714	0.005539211	0.012342531
t	0.00029375983	0.0026497263	0.009066861	0.93614393	0.04879536	0.0014840056	0.001353122	7.517007e-05	1.7606009e-06	0.0001361245
a	0.007900959	0.015976137	0.16055806	0.50461453	0.13345526	0.073857695	0.035635773	0.013704763	0.0071060397	0.047190774
s	0.001277774	0.0041877823	0.0065560313	0.38143158	0.57519144	0.021077784	0.0096579995	0.00029274155	8.953142e-06	0.00031790603
ì	0.0025638826	0.0046879104	0.057644248	0.4855936	0.36989924	0.048808634	0.014186665	0.0025773991	0.0008428205	0.013195654
n	0.0052228672	0.008516975	0.007964551	0.17468856	0.75865626	0.03847039	0.0048512523	0.0009700672	6.0266717e-05	0.00059881835
n	0.007210016	0.017153623	0.033572704	0.25278658	0.5326198	0.044108085	0.02419922	0.012989526	0.010356543	0.065003954
e	0.06739019	0.2081888	0.0074246107	0.10305489	0.24880642	0.0403455	0.057662185	0.064509764	0.06601777	0.13659997
f	0.00077080395	0.0024123383	0.0029341206	0.05501765	0.5986249	0.27185178	0.060525075	0.0050930153	0.00012525638	0.0026451384
a	0.009856793	0.02904927	0.03930647	0.04572029	0.6633594	0.057093713	0.026952384	0.031650197	0.026856076	0.070155375
ì	0.004327075	0.0060105375	0.0036749141	0.013525419	0.16790819	0.60580575	0.1760089	0.020461949	0.00046471684	0.0018126155
c	0.0024985343	0.012039049	0.01403683	0.030013854	0.32516888	0.5087353	0.04255037	0.048838515	0.0040629427	0.012055685
h	0.0126612345	0.073291935	0.04693252	0.13427785	0.31779218	0.21529938	0.014222911	0.0050269696	0.015931154	0.16456382
a	0.25320655	0.17012668	0.0031097669	0.0055516423	0.072373256	0.076970905	0.062607154	0.14387748	0.14278007	0.06939661
a	0.0014528804	0.004060754	0.0040527806	0.013154353	0.056125373	0.56119406	0.28129995	0.050069794	0.0014516569	0.02713849
n	0.0018779185	0.007919463	0.039758474	0.046024635	0.047250256	0.46797347	0.2279042	0.1369987	0.009505989	0.014786929
o	0.009640735	0.028494818	0.13506736	0.07051049	0.054638308	0.2056593	0.07096985	0.21069002	0.1420435	0.072285585
ì	0.005323699	0.016441023	0.018843649	0.03906268	0.02610487	0.12633227	0.37774092	0.35828447	0.009769637	0.022096759
s	0.002411243	0.01579624	0.017836317	0.021706454	0.022903202	0.08768558	0.16131707	0.46733248	0.080791526	0.12221991
o	0.01321171	0.035350416	0.05473786	0.015028061	0.0077556344	0.029295936	0.03801048	0.2339489	0.46523806	0.10742294
n	0.0010270673	0.005239757	0.008202063	0.020470096	0.011226735	0.041739482	0.2013682	0.33507845	0.07019822	0.3054499
t	0.01336016	0.046353187	0.06601481	0.024062352	0.008979088	0.017051922	0.015685784	0.09857251	0.5150934	0.19482674
a	0.021260427	0.08275321	0.003811141	0.003397181	0.00097101636	0.0011256234	0.0040092226	0.1124832	0.52665067	0.24353833
k	0.001425757	0.0030406073	0.003253404	0.012050058	0.0063284542	0.020200865	0.115445755	0.10902139	0.20922096	0.52001274
a	0.016869657	0.048174787	0.066187985	0.014463755	0.004820684	0.005518328	0.004447562	0.03752654	0.52202475	0.279966
v	0.01292067	0.016325695	0.013407046	0.028330954	0.011626856	0.021696994	0.11596034	0.087232366	0.20472716	0.48777193
r	0.0011843063	0.007773091	0.011969806	0.014122614	0.0044122227	0.006656827	0.006201633	0.008562523	0.622837	0.31627998
è	0.013410775	0.15367247	0.03778187	0.028568113	0.010527287	0.005259396	0.0037788264	0.026137028	0.14871071	0.5721535
c	0.0024243293	0.0025967506	0.0018915938	0.004061165	0.0017436927	0.0024755327	0.012586632	0.021562297	0.6363339	0.3143242
h	0.021739373	0.16083379	0.1029836	0.093087405	0.017753636	0.019848403	0.020997927	0.01889925	0.28829214	0.25556448
i	0.046739794	0.10094683	0.0028728005	0.0039611463	0.0016742944	0.0010980034	0.0039226403	0.076749	0.5332639	0.22877157
</S>	0.000376184	0.0011269001	0.0014377687	0.004634551	0.0015603319	0.0033872062	0.011989927	0.011349583	0.060421966	0.9037156
