 	i	bambini	non	possono	mangiare	il	gelato	prima	che	che	mangiano	</S>
t	0.9969975	0.0026688871	0.0001233899	0.00019192955	3.879336e-06	5.3133062e-06	7.01094e-07	7.087277e-06	3.0687968e-07	1.1711875e-07	5.9212514e-08	8.143776e-07
a	0.86292565	0.00548596	0.0026330408	0.08523674	0.0072537595	0.018523341	0.004344151	0.0041605313	0.0005104804	0.00041360545	0.0020408593	0.0064719142
p	0.9695189	0.0065879915	0.0009406281	0.019373694	0.0012637139	0.0016706074	0.00027625498	0.00011925444	3.0227158e-05	1.4380284e-05	7.665335e-05	0.00012772337
e	0.66079986	0.06264674	0.021134067	0.23519014	0.010647747	0.003917113	0.0014317072	0.0003340326	0.00013313485	7.587647e-05	0.00015159043	0.0035379648
d	0.62172204	0.28078666	0.01230038	0.080703996	0.002154396	0.0012567529	0.00014961418	0.00046592698	4.5159257e-05	2.0445319e-05	3.064862e-05	0.00036399093
ì	0.16922225	0.2682052	0.08863521	0.3801607	0.07291303	0.010890097	0.002898976	0.0023004515	0.0007170889	0.00030946304	0.00017744888	0.0035701396
a	0.2037402	0.45597032	0.22707327	0.10623681	0.0056133918	0.00090198376	0.00013758674	0.000119011915	8.7411594e-05	2.2958102e-05	1.607999e-05	8.099275e-05
e	0.008237036	0.08100505	0.19598	0.55995876	0.14364947	0.0049760863	0.0026007094	0.00041258632	0.00039048976	9.3459465e-05	0.00048816972	0.0022081512
s	0.0028938008	0.0093580885	0.028522085	0.86186016	0.092348255	0.003296871	0.0013909179	4.583293e-05	3.676708e-05	8.8134175e-06	3.7415808e-05	0.00020094382
ò	0.00773631	0.0325459	0.12684421	0.5968411	0.20239215	0.015829237	0.0019416104	0.002404163	0.00073282	0.00022471827	0.00091711065	0.011590646
z	0.028822739	0.037661407	0.16699809	0.6137014	0.1335246	0.01328153	0.0030950885	0.0003916667	0.00021987194	9.771481e-05	0.00030090963	0.0019049603
u	0.0056239665	0.06892251	0.061076876	0.3265209	0.4470986	0.019616248	0.004715837	0.003555553	0.005077977	0.001432525	0.018552773	0.037806187
n	0.0024890644	0.0038085657	0.002807749	0.13739839	0.73226917	0.1118704	0.008700997	0.00028518692	0.000106926025	1.240214e-05	2.6192756e-05	0.00022497558
e	0.0018502598	0.019916683	0.01858097	0.19037856	0.6399946	0.071439326	0.008006558	0.008634301	0.005001818	0.0017909688	0.0064399443	0.027965933
f	0.0014107807	0.003101685	0.0012646085	0.012798649	0.6701918	0.28098795	0.029119384	0.0006185833	0.0002710787	3.631901e-05	4.1300424e-05	0.0001579262
à	0.0013342025	0.014677773	0.010903575	0.098272376	0.57587165	0.22383879	0.018787602	0.011910383	0.0064863604	0.002384073	0.009428846	0.026104447
i	0.0093037225	0.009203963	0.008496532	0.016902596	0.3688947	0.53265005	0.043303706	0.0069354745	0.0013913391	0.00058253447	0.0008684428	0.0014669669
