 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.9997464	0.0001555751	8.837753e-05	6.6103867e-06	8.948353e-07	1.7935251e-07	8.5324893e-07	9.753111e-07
r	0.9644536	0.007753468	0.0034250105	0.007818413	0.0067113405	0.0049786344	0.00016037376	0.004699152
t	0.69947946	0.12058991	0.0071497736	0.003551272	0.0029644696	0.0032364533	0.0031799672	0.15984872
e	0.4720349	0.24578564	0.23698594	0.038415458	0.0049661477	0.0009085327	0.00012926043	0.0007740976
n	0.032321677	0.96412146	0.0031502594	0.000244153	0.00010162186	2.2598933e-05	2.2699307e-07	3.788484e-05
a	0.048010707	0.86411035	0.02467633	0.012389476	0.011944094	0.004060887	0.002696518	0.03211164
i	0.01738381	0.94433284	0.036044765	0.0017463486	0.00030859062	5.8298287e-05	2.8532156e-06	0.0001225104
v	0.0076412214	0.9534895	0.03370372	0.0028152952	0.0014776929	0.00040723066	4.171702e-06	0.0004611345
ò	0.02593942	0.84430337	0.108458206	0.011623029	0.005985123	0.0013422235	1.0744209e-05	0.0023378474
s	0.013144968	0.18530297	0.64161474	0.14409749	0.012252357	0.002179085	1.891389e-05	0.0013895462
t	0.0058329543	0.12515108	0.7631434	0.033562172	0.00934651	0.00616299	0.0064783935	0.050322544
è	0.0006281665	0.002871471	0.96807307	0.020253083	0.0013352395	0.00071912096	0.0037979637	0.002321993
o	0.00068177056	0.0073048156	0.53756446	0.44396442	0.009264191	0.00055198616	7.027625e-06	0.0006613375
s	0.0012840506	0.015318682	0.047077302	0.7032874	0.20753619	0.024250403	0.00011139806	0.0011345267
t	0.005729044	0.016867751	0.07090518	0.79149526	0.0738447	0.012916104	0.0023772747	0.025864637
u	0.0011800359	0.0014685203	0.16431418	0.76695913	0.023600224	0.0028504916	0.022632493	0.016994957
d	0.0004587961	0.009345634	0.008477342	0.34434712	0.6057155	0.030233052	6.202132e-05	0.0013605295
i	0.008513893	0.011581753	0.009923187	0.66279906	0.21289952	0.020340273	0.006723431	0.06721886
è	0.0007553649	0.006702829	0.0022542076	0.13300687	0.7207035	0.13484979	0.00013726436	0.001590286
o	0.0019588238	0.0035987077	0.0020900127	0.14298654	0.68590283	0.15654548	0.0018776214	0.005040004
n	0.0032996407	0.005387132	0.0010119022	0.04694832	0.49883398	0.40864107	0.019838754	0.016039213
a	0.013338183	0.02767477	0.005428395	0.09791974	0.38291273	0.34651792	0.054968506	0.07123976
g	0.00090840226	0.009870379	0.0019744278	0.021159353	0.13013212	0.82754135	0.0034993752	0.004914569
h	0.01761223	0.04597802	0.0051789787	0.027909933	0.13711736	0.3344698	0.2682982	0.16343547
e	0.011479027	0.022664284	0.0059866817	0.08403178	0.1345475	0.1156684	0.22774191	0.39788043
t	0.0019733123	0.013049941	0.005739242	0.04568504	0.102716774	0.6657993	0.08865944	0.076376975
t	0.0060268943	0.0142091885	0.0027255972	0.01718789	0.041404665	0.12602247	0.62273926	0.16968401
ò	0.0017923216	0.0032744145	0.0017041569	0.00792445	0.008063259	0.016365547	0.6601051	0.30077073
m	0.00048735266	0.0030369165	0.0015880809	0.008282376	0.016599964	0.12497104	0.6092336	0.23580068
e	0.009456738	0.011176541	0.008026913	0.016702494	0.029104883	0.15279631	0.47925428	0.29348183
s	0.001448152	0.0063727987	0.0050618965	0.031001814	0.037104417	0.11115493	0.4277114	0.38014457
s	0.0032917727	0.0058538346	0.0016025661	0.0037336135	0.006042879	0.016109543	0.772086	0.19127972
è	0.0010554071	0.0016566105	0.0022044885	0.005846423	0.0024324174	0.003430116	0.90332234	0.08005225
r	0.00010892982	0.00072371855	0.00037705773	0.0012446069	0.002100245	0.008954592	0.7429234	0.24356742
e	0.008929026	0.008832573	0.0062885853	0.0053710337	0.0077245655	0.03529389	0.749222	0.17833826
</S>	0.0008136049	0.0038553525	0.0023406271	0.009271811	0.012700031	0.037940536	0.1709319	0.7621461
