 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a	0.87721604	0.10191731	0.019174531	0.00090947316	0.0003407501	0.00011300548	1.9238478e-05	0.00013357715	0.00015632845	6.9246366e-06	4.8926936e-06	6.905001e-07	7.26217e-06
n	0.026923224	0.11082972	0.8317114	0.010976528	0.004210539	0.006032696	0.0047005992	0.0016693773	0.001186114	0.00018522564	5.479454e-05	0.00042636218	0.0010933718
ì	0.005356338	0.06178271	0.89013225	0.02221065	0.0055532334	0.005254949	0.0011168598	0.0003621106	0.00023745482	4.3116408e-05	2.644826e-05	4.3418248e-05	0.00788045
c	0.0029989998	0.035342228	0.9353611	0.012843381	0.002906712	0.0042334683	0.001324857	0.00096465	0.00032016568	0.00035518061	2.684202e-05	0.000103236474	0.003219205
h	0.14924808	0.35574764	0.030513866	0.047871508	0.091233715	0.05048483	0.020038256	0.14860946	0.07826841	0.0030726495	0.0065034595	0.0007518453	0.017656356
e	0.12279974	0.117145956	0.41323233	0.15508363	0.09643043	0.025860712	0.001332904	0.014449656	0.048887987	0.0014461465	0.00055127987	0.00016746174	0.0026117808
n	0.0023243562	0.0063925376	0.005878931	0.93777484	0.03802928	0.008436983	0.0007252438	0.00017877249	7.9730955e-05	2.8828763e-05	6.857488e-06	1.1878841e-05	0.00013184195
d	0.0047511207	0.005073667	0.011998306	0.5584346	0.2685665	0.123377636	0.017733788	0.0036559035	0.0025315082	0.0009943639	0.00029194	8.336376e-05	0.0025072966
i	0.1801792	0.013463924	0.0022634906	0.27908164	0.21886154	0.06883917	0.013144778	0.06612097	0.14646521	0.0020585863	0.0076637412	0.00041569778	0.0014420425
s	0.00065510534	0.0018638584	0.0006544618	0.75957614	0.19635122	0.03843598	0.0014563922	0.00057935616	7.8532306e-05	7.402673e-05	1.633955e-05	7.997098e-06	0.00025065138
ò	0.0026555047	0.0025980142	0.0072725588	0.5536728	0.28557467	0.104930796	0.01967898	0.0056668352	0.0029246204	0.005760232	0.0013548344	0.0010498493	0.0068603703
n	0.0014155327	0.0019647495	8.683598e-05	0.054389328	0.6939032	0.22875671	0.018422032	0.000928217	5.6748748e-05	2.4385718e-05	8.201389e-06	8.169734e-06	3.5910103e-05
t	0.0030524274	0.0027827	0.012496638	0.2957744	0.47779953	0.14976801	0.035826918	0.0021747143	0.0010816423	0.0017114223	0.0004221863	0.00039682337	0.016712585
a	0.02782929	0.0012682215	0.0006934418	0.02370928	0.36877817	0.06970773	0.024023538	0.087577745	0.38297012	0.0034689652	0.007120461	0.000977456	0.0018756045
o	0.00045514648	0.0005488774	3.5243353e-05	0.0044293264	0.4839971	0.4282317	0.064564526	0.017262593	0.0002546498	0.0001227449	3.7179976e-05	1.17657955e-05	4.914778e-05
a	0.0003461701	0.00048585812	0.0029249396	0.0067250426	0.32030267	0.57631063	0.08876181	0.0036282067	4.2181236e-05	0.0002383282	6.037272e-06	1.5221927e-05	0.00021297185
t	0.0005518733	0.0011406495	0.0048847385	0.006281257	0.19124535	0.5950078	0.18611488	0.0133292135	9.415193e-05	0.0007200071	1.8490686e-05	3.540479e-05	0.0005762106
r	0.0012729666	0.0017383054	0.013005364	0.016023431	0.14855482	0.3647664	0.41296685	0.020400347	0.0010190465	0.003802468	0.00030985926	0.0006792348	0.015460957
e	0.024506675	0.020308718	0.0049871756	0.00802702	0.08591986	0.101965144	0.16827627	0.35849464	0.10968632	0.016245231	0.009058482	0.015454338	0.07707019
f	0.0011160672	0.0014933133	0.0001267914	0.0014032549	0.019806795	0.121052444	0.57792157	0.26900646	0.004045689	0.0029117574	0.00034249714	0.00010431427	0.0006690811
f	0.0037350506	0.0022738534	0.005801556	0.0076842085	0.039007895	0.06946651	0.5613784	0.15550606	0.013955933	0.016032886	0.009264669	0.020167198	0.09572578
ò	0.024688058	0.011578626	0.00087847665	0.01168766	0.050503086	0.029326223	0.03579358	0.7065174	0.11729768	0.0037103954	0.0042392677	0.0003172286	0.0034622704
m	0.0033918673	0.0020090975	5.578615e-05	0.0007393461	0.005555955	0.031153264	0.7773801	0.15491568	0.012399726	0.010335037	0.0014268104	0.00017125333	0.00046602343
m	0.011556716	0.0056454875	0.04908895	0.0048785266	0.009866725	0.032290485	0.53897756	0.083197005	0.007936818	0.036301013	0.009014588	0.11314609	0.098099984
u	0.05956129	0.022514122	0.0011457452	0.0025021117	0.0048936275	0.0052255024	0.05750564	0.38519454	0.25547203	0.028251128	0.051830005	0.035376642	0.090527624
o	0.00072066387	0.0012874468	0.00011775486	0.0015301544	0.00831457	0.026827006	0.11273585	0.20410204	0.19713037	0.40441468	0.029143332	0.0016371345	0.012039052
n	0.00029256791	0.00024800346	0.001394671	0.0014750696	0.005969749	0.018471308	0.039555494	0.024466798	0.11842483	0.6649265	0.082252726	0.015719151	0.026803207
ì	0.0047375225	0.0029203848	0.010908998	0.0046297335	0.005251096	0.011260703	0.052346636	0.016367882	0.016992593	0.5944333	0.11628881	0.08088491	0.08297743
c	0.0045086537	0.005043095	0.0025332738	0.004035546	0.0049509937	0.006408315	0.012718764	0.008522369	0.06350697	0.5933362	0.25151366	0.032660298	0.0102619175
h	0.018308375	0.02676449	0.05949318	0.02084357	0.033396844	0.045329116	0.035998456	0.0030075943	0.00945796	0.3010533	0.06733622	0.13729043	0.24172047
a	0.013563532	0.00042989763	6.553512e-05	8.7846514e-05	0.00020096113	0.00017873547	0.0012197933	0.013317424	0.72790384	0.044780493	0.1815678	0.007440184	0.009244022
p	0.00088958733	0.0015582518	0.0005671752	0.0012714643	0.003490648	0.0077124345	0.011361232	0.0058702384	0.036131307	0.46610534	0.23630668	0.024553254	0.2041823
à	0.0010158259	0.0013165394	0.012006992	0.0029448024	0.0036215866	0.003888867	0.0014777475	0.0012473282	0.0017847387	0.20557122	0.025969679	0.06362539	0.6755293
r	0.0015194874	0.0036407113	0.0040444997	0.004138569	0.004103031	0.0052293465	0.0041330983	0.0032589592	0.01798695	0.34155655	0.30884793	0.23996876	0.06157203
o	0.0046254694	0.0034057775	0.018082265	0.007113565	0.0016076281	0.0016284657	0.0015061643	0.0016208845	0.013965498	0.5806366	0.20468281	0.09626935	0.064855576
n	0.0012293258	0.001531471	0.000180259	0.00093148864	0.001589613	0.0034175925	0.009683672	0.0041217273	0.011542475	0.043924313	0.122347556	0.6302104	0.16929013
t	0.0069696987	0.0070739654	0.056026313	0.009153701	0.00594209	0.006396963	0.0022831664	0.0014860581	0.0022908722	0.2980342	0.14611275	0.27767047	0.18055978
a	0.016887173	0.0007335533	0.00012250544	0.0001387925	0.0007728297	0.00042302726	0.0014173875	0.004929151	0.121539064	0.019874008	0.74261236	0.0690997	0.021450486
m	0.0008638177	0.0009982252	0.0004071807	0.000897682	0.0023831662	0.0052121785	0.009239076	0.0036430552	0.0048251	0.033019166	0.05418953	0.37222207	0.51209974
e	0.005329828	0.0075233467	0.053398024	0.0064210366	0.003731375	0.0041773124	0.0011928506	0.00041891186	0.0012570526	0.049004797	0.031873193	0.38531956	0.45035276
m	0.0011436092	0.0022186763	0.0017133789	0.0021011566	0.002927307	0.004309121	0.0028115548	0.0014532283	0.00320216	0.013298088	0.02164733	0.6025509	0.34062347
e	0.0028139937	0.0042602266	0.03116107	0.004791734	0.0045359437	0.006712621	0.001974803	0.0008573942	0.00089052494	0.026431054	0.021663813	0.7466015	0.14730535
a	0.0008563611	0.0016861876	0.0015628706	0.001723697	0.0029782357	0.004260913	0.0022996909	0.0012767809	0.0028432133	0.0098447595	0.014967578	0.55423695	0.40146282
</S>	0.0005097197	0.0015603709	0.009853104	0.005538456	0.012071195	0.012604285	0.0018131933	0.0025207894	0.0025361304	0.019217534	0.011729252	0.5319708	0.38807514
