 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.90453726	0.08582792	0.0055359094	0.0039181537	8.652739e-05	8.166549e-06	4.02139e-06	8.2101666e-05
n	0.04387417	0.91902226	0.018326862	0.0039513046	0.00040696684	0.004254866	0.0019479027	0.008215788
è	0.014551366	0.9250761	0.02146822	0.0042169993	0.00032884645	0.0025384387	0.00018024506	0.031639673
r	0.018738879	0.871026	0.0942069	0.0075085014	0.0003152445	0.0005484757	0.00036925936	0.0072867954
k	0.015701503	0.8389495	0.034303527	0.0021801738	0.0018236535	0.0040060487	0.008262961	0.09477264
e	0.002768501	0.13136736	0.76988816	0.093844496	0.0012079239	0.00040953016	0.0001379881	0.00037596872
s	0.0022656322	0.05677647	0.92182493	0.018011134	0.00077491155	9.241045e-05	5.7688217e-06	0.00024875745
e	0.0041254284	0.057986215	0.89121115	0.016103743	0.0095774345	0.007352625	0.0062126205	0.0074308016
s	0.003692815	0.022913812	0.7509246	0.18409309	0.03734197	0.00059321924	6.997257e-05	0.0003704969
e	0.005747814	0.02556034	0.85723037	0.026229797	0.024045862	0.013299385	0.005148127	0.04273837
s	0.0076577053	0.02696295	0.29280013	0.5690257	0.09366396	0.0064755995	0.00045231785	0.0029616593
e	0.009294083	0.02035921	0.32299715	0.11751962	0.37544334	0.06447068	0.0072958656	0.08262007
t	0.016107393	0.031329546	0.09736693	0.48159486	0.3154821	0.0458158	0.0020168326	0.010286543
t	0.0023190798	0.004832686	0.04218862	0.055469222	0.78414947	0.060239874	0.0064455266	0.044355575
à	0.0027401026	0.0017519497	0.03467683	0.38384062	0.5408098	0.0024482294	0.016920207	0.016812261
s	0.0064819693	0.004929156	0.02475181	0.19355057	0.3972252	0.34682104	0.0073514385	0.018888863
t	0.0036429418	0.0045799417	0.041160237	0.030587777	0.7134694	0.102891035	0.05093762	0.05273097
e	0.014722142	0.0012143926	0.028216094	0.25123355	0.63526607	0.01886966	0.033181258	0.017296836
a	0.0022497387	0.005579319	0.026653932	0.24087642	0.08272384	0.38231534	0.10929779	0.15030353
n	0.0036115455	0.004833791	0.006697238	0.016832585	0.005078903	0.77906567	0.15089272	0.032987572
k	0.01072656	0.006448473	0.0121731665	0.008172732	0.0065569207	0.3722141	0.5150603	0.06864773
ò	0.018583752	0.01795267	0.03341901	0.015402556	0.025757726	0.0651135	0.45835948	0.36541128
r	0.014364125	0.005778941	0.013298658	0.02569897	0.008524272	0.20100856	0.49313956	0.23818694
a	0.003832155	0.003526097	0.014068116	0.025885716	0.056133967	0.71165705	0.13634214	0.048554797
m	0.03764363	0.008588478	0.0152947465	0.050963216	0.0044719204	0.12086155	0.4190507	0.34312573
a	0.01681409	0.006894181	0.020676086	0.009654581	0.005218682	0.16488083	0.49434188	0.28151956
r	0.00917362	0.014917815	0.015344539	0.015062666	0.001426448	0.02134873	0.520603	0.40212318
è	0.00575617	0.0017773997	0.0056319167	0.0038325144	0.0008370227	0.017099615	0.93619835	0.028866958
o	0.008052336	0.0089988755	0.009940662	0.0065491567	0.0031140978	0.00659076	0.8452654	0.11148883
</S>	0.00095810473	0.0013752353	0.0020052376	0.008245397	0.0011654797	0.012233789	0.6511932	0.32282364
