 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.9987772	0.0011938252	4.535689e-06	1.5577232e-05	9.205352e-07	8.989126e-07	6.9047846e-06
ò	0.5284246	0.4640207	0.0022119638	0.0016163508	0.00022699259	0.00014447543	0.0033549203
p	0.85976577	0.12876399	0.004973501	0.0010355182	0.00020303148	0.00021440574	0.005043819
u	0.42291123	0.53683996	0.0018231976	0.006183157	0.0006690307	0.0010184401	0.030555027
o	0.20137964	0.79406846	0.0042136433	0.0002373428	5.553949e-06	2.3453135e-06	9.30198e-05
G	0.008667238	0.9795554	0.010921208	0.0002556511	4.8435166e-05	6.9663038e-06	0.00054497796
i	0.1292429	0.86733633	0.0009273294	0.002052838	0.00012987135	6.7400215e-05	0.000243376
o	0.88350326	0.11017092	0.004271609	0.0017579232	0.00022870893	3.6183763e-05	3.1288822e-05
v	0.06575247	0.86325663	0.06962577	0.00075373566	0.00020171655	1.6918762e-05	0.00039294543
à	0.038682953	0.75037	0.20096001	0.0067763617	0.00077955436	0.000101938735	0.00232915
n	0.053189054	0.018409293	0.9097392	0.009813796	0.0020302935	0.00020609614	0.0066122254
n	0.011180101	0.08440362	0.5162655	0.03911777	0.051210694	0.06572671	0.23209558
i	0.2991411	0.022160344	0.09178012	0.052919872	0.16205192	0.1777661	0.1941805
j	0.09268061	0.07270763	0.5682159	0.20875126	0.027551645	0.0016228951	0.02847003
ù	0.00664372	0.25136572	0.2668238	0.17255639	0.08597359	0.05224978	0.164387
r	0.056449834	0.002270695	0.070238784	0.7648078	0.10109751	0.0015552237	0.0035801441
i	0.004251033	0.06361853	0.06687051	0.41347042	0.08831931	0.09827056	0.2651996
s	0.032317657	0.007980615	0.052582126	0.30781195	0.54564166	0.025453124	0.028212838
e	0.0033498285	0.029638663	0.016115176	0.6378504	0.06544703	0.078300826	0.1692981
è	0.025340814	0.010832108	0.04961436	0.13697045	0.63165355	0.096905276	0.04868351
s	0.01623335	0.011113817	0.017944345	0.18584056	0.36082038	0.28529716	0.12275043
s	0.002805715	0.009165179	0.007960863	0.07026433	0.18835728	0.622807	0.09863961
u	0.010735434	0.002431793	0.00843211	0.078569084	0.22200826	0.43109888	0.24672441
</S>	0.0027131222	0.0016997345	0.0069889072	0.024319286	0.0995897	0.35741666	0.5072726
