 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.98517495	0.011551506	0.0027673158	0.00023750312	5.411624e-06	0.00025559633	6.789578e-07	3.2872921e-07	6.6356156e-06
f	0.9575196	0.017560197	0.014218277	0.0043169693	0.0035134389	0.00041524897	0.00061046897	0.00040986497	0.0014360793
è	0.8844683	0.04895835	0.022333832	0.017525012	0.0039632786	0.001528168	0.00037527375	0.00014573545	0.020702146
n	0.69199294	0.24551757	0.05356614	0.0060918056	0.001190907	0.0003295302	5.4827866e-05	2.7239756e-05	0.0012290156
e	0.54483104	0.1416088	0.023153776	0.02228585	0.029758567	0.011397832	0.001281175	0.00349642	0.22218655
t	0.031052383	0.6676309	0.2923818	0.007988987	0.00032752778	0.00056800625	6.4372466e-06	1.2826783e-06	4.254535e-05
e	0.09425997	0.37507063	0.22525142	0.115052275	0.07478965	0.01790609	0.0020423767	0.0007454665	0.09488206
k	0.017217604	0.17444392	0.7550217	0.04569267	0.0040097176	0.0034399214	6.0242433e-05	4.8531856e-06	0.000109466164
a	0.02749722	0.12590958	0.42247918	0.24101219	0.08331315	0.029817438	0.0025560698	0.00070727855	0.066708036
o	0.014254398	0.06822176	0.5735039	0.29567096	0.030060017	0.017343028	0.0004219175	2.1532787e-05	0.00050253776
l	0.00064585335	0.004155322	0.14041926	0.836034	0.014461856	0.003855945	0.00018609136	6.8563954e-06	0.00023469656
à	0.0024206266	0.013228272	0.1108731	0.75716007	0.06506088	0.04043229	0.0010564278	0.0001349727	0.009633354
d	0.020397568	0.027882671	0.08408635	0.6419035	0.14942627	0.0633112	0.008517402	0.00017509621	0.004299954
r	0.00091987906	0.009760023	0.02325596	0.42450473	0.14692739	0.340517	0.0036703502	0.003102362	0.047342338
o	0.007516407	0.055342603	0.051046606	0.05383956	0.034854677	0.74079615	0.0019317928	0.004875595	0.04979661
m	0.0022570756	0.008135781	0.04515525	0.054847986	0.7587448	0.0912135	0.033777397	0.00020159788	0.0056665814
b	0.00016970796	0.0032596174	0.012747078	0.06463106	0.018042205	0.8790659	0.0032487756	0.0010938679	0.017741974
ì	0.010847018	0.017407628	0.038680222	0.03814812	0.19524205	0.63207173	0.03862943	0.0044397153	0.024534084
k	0.0007096867	0.0016720911	0.007388768	0.012286266	0.7525336	0.023010358	0.18881084	0.0017191692	0.01186921
e	0.00025091902	0.0063835457	0.0049590305	0.012387697	0.016807804	0.9177341	0.010512635	0.007882311	0.023082087
a	0.007663545	0.011218988	0.018176911	0.009868492	0.31060457	0.020563567	0.577256	0.038144503	0.0065035066
p	0.0007192776	0.004579698	0.009716658	0.025779271	0.04563752	0.018972004	0.857457	0.022685153	0.014453512
ò	0.0012644295	0.007894305	0.011814713	0.024833214	0.03346171	0.00986275	0.8085534	0.053985022	0.04833038
t	0.0025552723	0.004713785	0.004411659	0.0046660975	0.012481326	0.010862637	0.8279012	0.093014434	0.039393466
t	0.0003374585	0.006633198	0.0025704731	0.005670197	0.009134514	0.020560892	0.11845932	0.791215	0.045418955
u	0.0059917313	0.073109314	0.019489322	0.007366765	0.032792564	0.068033524	0.06446773	0.4171378	0.31161124
</S>	0.0006935788	0.0016134698	0.0022024836	0.004709652	0.039983395	0.001647343	0.069816194	0.50970954	0.36962432
