 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.94428515	0.033965964	0.02132522	0.00033797737	3.1517182e-05	3.0410565e-05	1.1053141e-05	8.3851555e-06	7.000412e-07	6.571439e-07	2.9633882e-06
n	0.26476896	0.066485286	0.02140212	0.028690236	0.14457425	0.11724725	0.14867704	0.058948383	0.047408927	0.0051442524	0.09665329
a	0.39078593	0.154583	0.031457204	0.024914563	0.009882972	0.0059048203	0.011214735	0.0017765595	0.0020263132	0.00096619356	0.36648765
s	0.032920294	0.44117197	0.52251756	0.0028145679	0.00013138042	9.176067e-05	0.00020337463	2.287118e-05	9.662818e-06	1.8900548e-06	0.000114623195
t	0.064112544	0.2539988	0.41081226	0.0887652	0.004412406	0.0035422284	0.009304223	0.0008153242	0.00095178036	0.0004547845	0.16283043
a	0.033047564	0.1905912	0.7320021	0.029737689	0.00046673807	0.0071504186	0.006216333	0.00039766144	5.0066854e-05	1.06757e-05	0.00032944992
s	0.059831277	0.15619671	0.7656998	0.017177796	5.9065966e-05	0.00020946257	0.00061900215	5.9835325e-05	6.0933507e-06	1.8274998e-06	0.00013918514
ù	0.024580194	0.08884719	0.50285274	0.26071227	0.010072744	0.013050005	0.030342864	0.0031480715	0.0013276691	0.00047999172	0.06458626
n	0.17192961	0.13023275	0.37101996	0.31193414	0.0036855876	0.0035551144	0.0066127772	0.00029395585	0.00011543627	3.8375907e-05	0.0005822191
a	0.024275826	0.03896141	0.11127918	0.6732908	0.006860283	0.006011735	0.021187872	0.001446637	0.0009317864	0.0006469798	0.1151074
n	0.17035119	0.07200048	0.04365951	0.7052065	0.0030763664	0.0020437757	0.0030196507	0.00032221188	4.8717495e-05	2.67895e-05	0.00024475713
k	0.02882163	0.041106556	0.038077187	0.6637176	0.02896772	0.012075186	0.04138075	0.0039393012	0.003205653	0.0009175853	0.13779081
ò	0.16820459	0.08816575	0.09929609	0.1152894	0.021850627	0.25689068	0.19582205	0.03791027	0.003140769	0.00081345055	0.01261632
r	0.04734984	0.012030656	0.0067792595	0.90671766	0.01422739	0.0075368728	0.0046384903	0.00030784722	3.5193298e-05	1.1478003e-05	0.0003653828
a	0.018874193	0.039696094	0.044664625	0.78482515	0.01525927	0.019024493	0.027993342	0.009341296	0.0039185868	0.007784502	0.028618569
a	0.14122505	0.029739957	0.009958332	0.3447011	0.30717984	0.14935754	0.015984278	0.0014990314	0.00013820903	0.00010758219	0.00010909602
t	0.0104959365	0.013460961	0.011352587	0.10236005	0.5554122	0.107077695	0.09434535	0.018580263	0.029314032	0.009398681	0.048202198
s	0.0097173415	0.018392825	0.016964283	0.05312022	0.621504	0.11016747	0.08782735	0.019390011	0.011713736	0.002393494	0.04880928
ù	0.031371247	0.024770094	0.012029108	0.0043696575	0.036882263	0.12052045	0.07882937	0.0721031	0.01700783	0.009290606	0.59282625
n	0.008239447	0.006020375	0.0028535225	0.0027579642	0.3876696	0.43760043	0.092370726	0.042187072	0.012700085	0.00090929447	0.00669144
n	0.019551031	0.025551764	0.017401481	0.033778932	0.6199751	0.09098233	0.029058615	0.016294282	0.010226033	0.025883414	0.11129706
i	0.038146313	0.017071933	0.015668431	0.031972006	0.057580918	0.6678806	0.06994847	0.040944003	0.0077314773	0.005554184	0.047501672
t	0.0045510177	0.0024233712	0.0011716087	0.002418992	0.036658876	0.30730537	0.29300418	0.21811548	0.06090588	0.005224629	0.06822059
i	0.016985508	0.039211866	0.024545474	0.0108127715	0.326995	0.17055623	0.04043913	0.06841326	0.020421717	0.06502306	0.21659599
k	0.0023300373	0.0012294124	0.00037994995	0.0007023617	0.007239073	0.08055436	0.4642879	0.24893454	0.18638788	0.0068067084	0.0011477167
a	0.013426561	0.02969307	0.01261607	0.0061765714	0.089755446	0.08758003	0.11528245	0.2686838	0.10382033	0.02285978	0.25010595
è	0.0023277702	0.0013445141	0.0004304965	0.00075052073	0.0043999674	0.034002796	0.36684096	0.23903623	0.33457136	0.014028508	0.0022668538
c	0.001440753	0.001598107	0.0011678016	0.00029685776	0.0006751949	0.009440011	0.05724136	0.4142432	0.47740206	0.02687568	0.009618921
h	0.09050309	0.088490345	0.020640556	0.006461385	0.0010131515	0.0053209728	0.12116948	0.23390643	0.18585104	0.029067224	0.21757632
i	0.06499234	0.030606922	0.018501222	0.010400638	0.013296759	0.14350533	0.18715338	0.3262813	0.042919945	0.05975276	0.1025893
o	0.0028470522	0.0015028385	0.0006292756	0.00030660167	0.0010218077	0.0090369955	0.13442264	0.34579843	0.34598085	0.05501075	0.10344276
l	0.00095300144	0.0017986981	0.0017067508	0.0005982064	0.0006279881	0.0023404427	0.03665918	0.29347754	0.4954609	0.13611475	0.030262563
ù	0.0021831093	0.0077489708	0.0049776263	0.001186821	0.001887043	0.0030623144	0.01935244	0.21913874	0.5831841	0.1282484	0.029030433
s	0.0018952735	0.0019227527	0.0014082408	0.0005574097	0.0004669153	0.002111161	0.01123336	0.09167566	0.5876776	0.28416064	0.016890986
t	0.007907024	0.016619172	0.008475542	0.0029188688	0.002559187	0.0021728852	0.013034439	0.08143092	0.3050369	0.51880264	0.041042447
r	0.034577057	0.036684543	0.028144563	0.0064904336	0.008086937	0.0077905445	0.021475067	0.093835786	0.08356146	0.46443024	0.21492338
o	0.045961786	0.059667736	0.055189054	0.008803766	0.015437568	0.016105479	0.02821651	0.10808007	0.076931916	0.44173333	0.14387283
a	0.0020074553	0.0011787863	0.00047834133	0.00048033145	0.0022704145	0.0072463043	0.053066667	0.053365994	0.19322953	0.36386392	0.32281226
n	0.0007787291	0.0015020777	0.0011414288	0.00043019204	0.0004994069	0.0010697645	0.012288801	0.07580097	0.26698512	0.49349123	0.14601228
a	0.016408846	0.045184724	0.013198062	0.0023626247	0.0016725166	0.0016840283	0.0068946355	0.050040312	0.21940747	0.53855693	0.10458988
m	0.0035196228	0.003099177	0.0016583748	0.002323023	0.0017547361	0.004090902	0.027201572	0.045665063	0.3353452	0.43654457	0.13879782
m	0.011637045	0.03237393	0.010132351	0.0015565836	0.0008297939	0.0009989967	0.0042434	0.030126046	0.16075371	0.6849984	0.06234974
è	0.040966965	0.038862683	0.0258267	0.0075701224	0.0032207589	0.0016791158	0.004599446	0.020790787	0.051381487	0.5616139	0.24348804
n	0.0028894513	0.0016442023	0.0006291212	0.0007651382	0.001824835	0.004094865	0.02987327	0.0318232	0.10844437	0.30816302	0.50984854
o	0.011595406	0.025191795	0.026026193	0.004252143	0.0036298016	0.0014688331	0.002200034	0.029420806	0.08683319	0.71434563	0.09503613
</S>	0.005499757	0.003007256	0.0011499699	0.002448509	0.006687968	0.010818923	0.0674494	0.042415924	0.105706766	0.17772211	0.5770934
