 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.99895704	0.0010227524	1.8067592e-05	1.2752178e-06	4.2483245e-07	3.0319885e-07	1.3969017e-08	4.1945654e-08	5.9328897e-08
ù	0.9768772	0.016200213	0.0032135653	0.0006742278	0.00057282473	0.0005934356	0.00021877285	6.161563e-05	0.00158806
o	0.93737715	0.055042323	0.0033979851	0.00085859763	0.0011330073	8.2775005e-05	4.4436216e-05	9.633226e-05	0.0019674331
o	0.40487215	0.55594695	0.033765435	0.0014132444	0.0010594255	5.835905e-05	5.7678484e-05	4.339814e-05	0.0027832799
f	0.025730109	0.9213494	0.05034493	0.0013366553	0.00032473958	1.0669431e-05	1.5161688e-05	9.415282e-06	0.00087892794
r	0.03993253	0.58558834	0.2533775	0.011142976	0.006719296	0.00042746542	0.00058107055	0.0031075322	0.09912323
a	0.10415722	0.7451612	0.054378606	0.07380622	0.019013554	0.0019484607	0.0002876202	0.0006037472	0.00064337294
b	0.07832564	0.28484684	0.62717277	0.008370644	0.00050416106	8.2778664e-05	3.3557266e-05	7.593699e-05	0.00058770005
b	0.009417487	0.08287484	0.80009913	0.049976826	0.018098224	0.0013116493	0.0013592392	0.012441076	0.024421584
i	0.58323824	0.17538735	0.11322576	0.10685704	0.0152452085	0.0038797262	0.0009174675	0.00019374253	0.0010554309
k	0.08712281	0.13403642	0.5102013	0.2619647	0.0035713604	0.0020963452	0.0003252897	0.00013765754	0.00054409605
è	0.0046681967	0.029821008	0.6865229	0.18076207	0.05767921	0.0055118594	0.0037914512	0.016289553	0.0149537455
s	0.02909594	0.025563743	0.18541959	0.6948764	0.059052967	0.005143713	0.00040439327	0.00021878509	0.00022460078
s	0.0013576818	0.014103245	0.38981238	0.335702	0.117458984	0.007009439	0.0039912253	0.05205872	0.07850627
a	0.029617772	0.010574691	0.042821683	0.6866579	0.19549017	0.021698669	0.0019400277	0.0017876021	0.009411516
n	0.0068804906	0.011030965	0.015401643	0.3312864	0.48770493	0.14096841	0.0045228438	0.00012369938	0.002080515
o	0.0017926885	0.014860019	0.1603782	0.23447332	0.35532662	0.07097277	0.013504567	0.08799867	0.060693145
m	0.0075776433	0.005250332	0.0037138083	0.032968983	0.53801274	0.38882315	0.022671022	0.00053410186	0.00044821628
a	0.0019141197	0.016605454	0.052233048	0.023897937	0.272173	0.3576248	0.018076573	0.14721218	0.11026292
s	0.00305694	0.0037711724	0.0019267318	0.008228456	0.29383844	0.57560354	0.109503575	0.0015617857	0.0025093528
t	0.00090763764	0.008420451	0.021606026	0.0068002003	0.19276662	0.5535145	0.031502668	0.08949719	0.09498469
ò	0.0032302926	0.002989372	0.0064171683	0.02319104	0.3488149	0.5586137	0.013641796	0.009574748	0.03352697
r	0.00078942947	0.0011270165	0.0011905379	0.004172424	0.10676119	0.52051324	0.34969175	0.0005201956	0.015234279
i	0.00058978796	0.006828053	0.02893981	0.017095424	0.23948386	0.5204794	0.04311579	0.08104962	0.062418308
k	0.002206287	0.0024009347	0.0011850719	0.0058380812	0.047927607	0.20273757	0.72884494	0.004485746	0.0043737325
a	0.0005449417	0.0047271797	0.016067337	0.0034122355	0.033019464	0.4802389	0.23988292	0.13651259	0.0855945
ì	0.0016944628	0.0020764081	0.0008469031	0.0029959662	0.016535036	0.076048546	0.8800111	0.010478942	0.009312586
a	0.0009965836	0.0012578586	0.0015951856	0.0010221102	0.0018012048	0.053515457	0.87427014	0.056163576	0.009377805
n	0.0004585492	0.0013026363	0.0013541025	0.00047248986	0.0009105279	0.02933576	0.44753006	0.48434553	0.03429034
e	0.0007321694	0.005878965	0.015754849	0.0019202845	0.0048143556	0.046941675	0.2654481	0.61376685	0.044742793
e	0.0014979094	0.003238204	0.0018048226	0.0052854996	0.008036407	0.03287331	0.7526861	0.10432222	0.09025546
f	0.0011010465	0.0033304866	0.0026565313	0.0012500621	0.0013405525	0.012529905	0.16693974	0.7423964	0.06845524
r	0.0004047242	0.0042802426	0.017196031	0.0027757564	0.006430451	0.015125076	0.09860532	0.8112511	0.04393129
a	0.0035803518	0.018606782	0.03492252	0.059623953	0.042168535	0.07432538	0.33250687	0.06814018	0.3661254
b	0.0014545715	0.0025677506	0.0032287613	0.0035753734	0.007923796	0.03165226	0.22712992	0.08991781	0.63254976
b	0.0009323238	0.0098408805	0.029652836	0.008645496	0.019441547	0.085176	0.2772005	0.379969	0.18914142
i	0.028516902	0.026935428	0.034321763	0.1289917	0.19835292	0.18259913	0.2563846	0.057922374	0.085975155
k	0.0005299237	0.001039876	0.0011080075	0.0017173744	0.0043620006	0.022706095	0.09429347	0.055782385	0.8184608
a	0.0016897935	0.019062517	0.051103733	0.01147951	0.016990041	0.06907019	0.15743504	0.44280764	0.23036158
t	0.003778125	0.005361759	0.003699582	0.0073182564	0.012887362	0.037392564	0.12963659	0.04719246	0.75273335
ò	0.00066795887	0.0047059637	0.01559537	0.0027792645	0.0052596815	0.030371036	0.047800586	0.6910926	0.20172757
r	0.004252766	0.0058332663	0.0072863074	0.0058125453	0.007047841	0.012066055	0.0696798	0.25575858	0.6322628
i	0.0007587983	0.009121646	0.022589644	0.0063161924	0.009999189	0.022138804	0.0561305	0.77525014	0.097695135
</S>	0.00048620926	0.0008097736	0.0011131887	0.001044564	0.002147317	0.0070886235	0.021643	0.03681581	0.92885154
