 	puoi	non	parlare	di	questa	cosa	con	Anna	</S>
s	0.9975579	0.0016886649	0.0007263207	1.1481715e-05	7.087191e-06	6.6052894e-06	5.7490536e-07	5.6506186e-09	1.2929069e-06
ò	0.85189486	0.005854412	0.08933713	0.014399896	0.014302321	0.004283978	0.0022029853	0.00041897694	0.017305478
z	0.84562963	0.015255179	0.09877869	0.02468104	0.011938067	0.0010545098	0.0003479124	6.219466e-05	0.002252784
i	0.47828898	0.08497317	0.103002295	0.010556576	0.0050589214	0.0013993863	0.0024196587	0.0019614538	0.31233957
m	0.12451601	0.24071392	0.6323173	0.002153745	0.00028702195	4.232288e-06	2.3346047e-06	1.4494638e-07	5.3107215e-06
i	0.15734692	0.32259503	0.3683694	0.019747274	0.017053459	0.0019678345	0.0054883943	0.00022794139	0.10720375
n	0.05087759	0.06420453	0.8788135	0.0056104907	0.00044352756	1.6358996e-05	9.262519e-06	1.1252963e-07	2.4583444e-05
o	0.060105566	0.20434771	0.5883949	0.050813563	0.0353654	0.0019358981	0.0035831833	0.0002053203	0.055248443
m	0.030880932	0.017272104	0.90103257	0.0484724	0.0020172868	8.78565e-05	7.749842e-05	7.5618743e-07	0.00015852448
i	0.02491667	0.040995833	0.76223886	0.09225497	0.0493858	0.0014493936	0.002152754	0.0001263356	0.026479363
l	0.016233556	0.005225778	0.65554136	0.3131784	0.009469744	0.00011914471	7.995733e-05	3.9177785e-06	0.0001482818
ì	0.018229512	0.026286472	0.4748116	0.37982753	0.081486896	0.002156171	0.002540933	0.00014665604	0.014514208
s	0.025828702	0.02105146	0.2693693	0.4599994	0.22104906	0.001002063	0.00053495454	6.73131e-06	0.0011583682
i	0.01161388	0.010340481	0.22001955	0.5782393	0.07792329	0.004788321	0.008794984	0.0025278984	0.08575221
a	0.0025581769	0.0011194499	0.027103908	0.6401365	0.32414684	0.004366384	0.00041972625	2.412481e-06	0.00014648327
t	0.0010646838	0.0011918589	0.013787022	0.20195547	0.7695818	0.0109456945	0.0011279248	0.0001955217	0.00015009279
ù	0.0022495575	0.0032258814	0.023039006	0.19478178	0.7589492	0.010207967	0.0025536874	0.0009456531	0.0040472425
t	0.0046527637	0.0036802215	0.005823514	0.043733254	0.91746056	0.016139092	0.0070559275	0.00010804286	0.0013467231
t	0.0043367026	0.0029535578	0.01623537	0.12315303	0.7464037	0.029504541	0.009438247	0.025150267	0.042824585
o	0.0112977475	0.0013238539	0.0015711612	0.026438018	0.2630465	0.5477534	0.060935386	0.00021409994	0.08741982
p	0.0018690687	0.0015536644	0.010597047	0.07259289	0.29806286	0.5104838	0.09869055	0.000104163	0.006045944
r	0.0020385068	0.0015953592	0.008488167	0.018966032	0.69511956	0.19814022	0.030762546	0.0036320996	0.041257586
à	0.0078154355	0.004869208	0.0071077906	0.020647012	0.28674984	0.5105759	0.09686427	0.0001088217	0.06526175
m	0.0039309645	0.0036542856	0.003613069	0.010686875	0.11006903	0.33546996	0.5214197	0.0014569593	0.00969914
m	0.007893668	0.0059124874	0.017246872	0.01351741	0.15613389	0.14251676	0.14933436	0.30241376	0.20503086
a	0.0036891843	0.00046347946	0.0003620652	0.0016098726	0.012904202	0.65982115	0.28503376	0.00044923747	0.035667125
m	0.001563545	0.002080151	0.0033957758	0.025231931	0.050847605	0.2240489	0.6348291	0.002343786	0.055659235
e	0.010346758	0.0058219642	0.024734715	0.009840708	0.065722235	0.07334121	0.26213637	0.24255839	0.30549762
t	0.013009514	0.016304338	0.013396635	0.037467863	0.054056108	0.099850856	0.65030634	0.05196364	0.06364472
i	0.0053804475	0.008769747	0.014820013	0.018398285	0.036699302	0.023533044	0.18295798	0.50607353	0.20336759
n	0.015847992	0.022189924	0.01732493	0.04030972	0.034966327	0.04406962	0.32306924	0.33943686	0.16278534
A	0.004759884	0.0056943716	0.010780029	0.008905156	0.008616673	0.004621853	0.03887669	0.83697057	0.08077477
n	0.012523267	0.012235897	0.011437908	0.013195859	0.01197919	0.016152786	0.11823893	0.55082494	0.25341126
n	0.0019525866	0.0014677747	0.0027711547	0.001318575	0.0016484915	0.0015457594	0.018691787	0.92138237	0.049221464
a	0.03256059	0.00824576	0.004596108	0.011389299	0.020448059	0.08580676	0.36487442	0.058012076	0.4140669
</S>	0.0012964681	0.0025695995	0.0015451482	0.006690505	0.00994644	0.01642492	0.04934749	0.06401173	0.8481677
