 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.9996513	0.00023968086	4.328178e-05	5.974498e-05	4.1928643e-06	1.355021e-06	6.253393e-08	1.8665471e-08	1.9084798e-08	3.3610587e-07
t	0.97923285	0.0052938107	0.0028148605	0.0014164425	0.0014370122	0.001401484	0.0034220475	0.0010839878	0.000473582	0.0034238936
s	0.93159896	0.0068698707	0.007223923	0.0018524458	0.0012545738	0.0013287709	0.0012750203	0.00030687152	0.0004778933	0.04781158
e	0.850517	0.064380094	0.03354406	0.034241967	0.011772012	0.0047756084	0.00013920336	9.541957e-05	2.138243e-05	0.00051332905
r	0.5249822	0.42156845	0.052044015	0.000988305	0.00013018625	0.00013620066	7.6784396e-05	5.482802e-06	2.9384908e-06	6.538881e-05
e	0.43562856	0.31223744	0.079910114	0.013498396	0.013318879	0.0371283	0.02103472	0.0033016768	0.0018667483	0.082075074
k	0.060668897	0.5496299	0.38309038	0.005891053	0.00032302138	0.00027344946	3.5882826e-05	1.6999787e-05	1.1181614e-05	5.9319533e-05
a	0.13297647	0.4003426	0.1443826	0.012299181	0.025025906	0.05718827	0.038131565	0.0050285496	0.004504112	0.18012077
k	0.04102111	0.12997063	0.78138334	0.045453563	0.0013822599	0.0005581036	4.088262e-05	3.0312129e-05	1.9996323e-05	0.00013980274
à	0.074132524	0.2702963	0.34260017	0.026368473	0.047896955	0.08256427	0.02870485	0.0050810156	0.002756634	0.11959876
n	0.06586056	0.15367073	0.63706595	0.12770271	0.008453188	0.0061507137	0.0001164257	0.00010888393	5.5301756e-05	0.00081558665
n	0.046391685	0.13706546	0.3157173	0.12492341	0.08251017	0.047134764	0.017659312	0.006718781	0.016456624	0.20542246
i	0.037277788	0.005223425	0.009662904	0.8589204	0.07854294	0.0037816162	0.00084586494	0.00097568467	0.0008300259	0.003939488
t	0.024953255	0.028695505	0.138745	0.61289597	0.1907311	0.0025571547	9.6316464e-05	0.00027922634	6.756234e-05	0.0009789105
s	0.02721774	0.053875502	0.11333865	0.19530688	0.21156634	0.062412012	0.022325132	0.023105785	0.022245593	0.2686064
ì	0.031674773	0.008194147	0.0081653735	0.36941206	0.526031	0.019316511	0.0009709228	0.003750175	0.0027626473	0.029722353
c	0.010554312	0.013475009	0.03901518	0.08662768	0.7837052	0.05589408	0.0010797677	0.0033356692	0.00077192293	0.0055412184
h	0.09229044	0.108879976	0.035914976	0.014819288	0.07971879	0.048707932	0.21983707	0.028372109	0.050153308	0.32130608
r	0.06539207	0.0042326804	0.005305683	0.3176291	0.55587924	0.021724269	0.003454318	0.0060725943	0.004711312	0.01559872
a	0.038009427	0.015384352	0.0076898295	0.098825425	0.76874465	0.021019967	0.0023130167	0.006694433	0.008901433	0.032417394
c	0.0070610475	0.017901639	0.03161806	0.016447015	0.59043056	0.2698639	0.007211251	0.043817546	0.0026249124	0.013023992
e	0.042006377	0.031877942	0.014585269	0.00615791	0.060162	0.047049105	0.30261526	0.031490497	0.14307687	0.32097876
e	0.050622173	0.04241074	0.111970276	0.033245627	0.13053632	0.30709478	0.02860248	0.26623085	0.017031306	0.012255386
n	0.004179555	0.005214255	0.0029254744	0.0007547769	0.0082546435	0.057452444	0.43025196	0.36269015	0.0855121	0.042764552
ì	0.009193197	0.015604186	0.008238057	0.0013102434	0.0076352246	0.038558558	0.37892133	0.41913977	0.036654267	0.0847451
c	0.005331411	0.0056584175	0.0052749645	0.0033602733	0.005955207	0.02746597	0.05355262	0.86115915	0.021654926	0.010587065
h	0.03627861	0.12508214	0.04376403	0.0059667006	0.0091967955	0.012571453	0.116123214	0.22601873	0.110235214	0.3147631
e	0.07982101	0.01192888	0.0040560486	0.044447523	0.04055774	0.06448517	0.031621914	0.22539246	0.21048285	0.28720635
n	0.003600612	0.005200845	0.005814522	0.0018452642	0.0025427784	0.007601332	0.018924711	0.4839725	0.16264567	0.30785176
a	0.022710864	0.0461948	0.015736591	0.005933173	0.0061461334	0.0030537585	0.036463723	0.1852572	0.27073708	0.40776664
n	0.009372338	0.013369203	0.015243798	0.004187805	0.002652863	0.0040772366	0.0026985873	0.16117752	0.7124614	0.07475926
a	0.014753298	0.03619394	0.015986871	0.0028983664	0.0035727879	0.002549151	0.04116317	0.18961693	0.47765893	0.21560659
t	0.005571122	0.010963878	0.009007895	0.0027493378	0.001944443	0.0017258679	0.0042191143	0.09566754	0.75887734	0.10927348
è	0.009402648	0.032718774	0.01281114	0.0028576467	0.003586889	0.0018475964	0.03949744	0.12754904	0.562865	0.20686378
t	0.0070357816	0.007499357	0.0073512276	0.0055205366	0.004490164	0.004636206	0.004838639	0.07406768	0.7233608	0.16119963
s	0.008134347	0.014844953	0.0034789494	0.0012943511	0.0010180238	0.00032546156	0.012050426	0.02959739	0.8493611	0.079894975
i	0.06727441	0.055028133	0.017139142	0.07054632	0.047369108	0.009223518	0.00477924	0.08188724	0.36755565	0.27919725
</S>	0.0011486089	0.0025337036	0.002284591	0.0007573033	0.00088279095	0.0011112948	0.0030289346	0.02350994	0.32237586	0.64236695
