 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.7580413	0.22546805	0.014486493	0.0017919972	9.012253e-05	2.7292737e-05	2.872068e-05	3.9411887e-05	2.155515e-05	7.514144e-07	3.1009208e-07	3.922895e-06
n	0.08609095	0.87091273	0.0074203075	0.010884924	0.0107909	0.0059827105	0.00095512986	0.0027451776	0.00026958564	0.0011664729	0.00057809753	0.0022030897
è	0.013985161	0.9213013	0.013435475	0.02762174	0.0040367143	0.0009237532	0.0005664862	0.001165595	0.00012234159	0.00012075574	4.2172e-05	0.016678346
r	0.015337974	0.92981267	0.026429746	0.012297363	0.0054730503	0.003882458	0.0016184524	0.0018847667	0.00015236867	0.00016205243	4.8570357e-05	0.0029005937
t	0.025779868	0.7343034	0.019072227	0.042366784	0.019765524	0.0041019907	0.003464699	0.0019341243	0.0005114488	0.0010202777	0.0012820176	0.1463976
i	0.02606091	0.3859852	0.4153796	0.1232786	0.02529287	0.008886157	0.0036392359	0.009203356	0.0016689633	0.00027558257	2.237864e-05	0.00030713962
n	0.0017449422	0.07739584	0.59903026	0.31298152	0.0072821085	0.0006946973	0.00022576546	0.000577983	4.6326208e-05	3.946137e-06	1.2213095e-06	1.5370084e-05
è	0.013664227	0.06755764	0.13648593	0.47070855	0.13883327	0.04706477	0.062279616	0.031012755	0.0066759516	0.0021338165	0.00053187326	0.023051625
s	0.018483032	0.030707864	0.26372766	0.6160203	0.067114435	0.0029390545	0.00067999936	0.00024171946	2.4267547e-05	8.024774e-06	6.1204323e-06	4.7520574e-05
s	0.006108165	0.011982004	0.12497191	0.70105165	0.08300543	0.018136252	0.019128844	0.0069078826	0.0021378594	0.00061109295	0.00088002917	0.025078895
u	0.03674489	0.011528182	0.13487162	0.6026479	0.13207386	0.034957487	0.012213423	0.02363325	0.0059949686	0.0013856248	0.00011466442	0.0038341936
m	0.00056028616	0.005429918	0.018187148	0.30374914	0.6264689	0.04026961	0.0024688484	0.002587923	0.00023390875	1.1826868e-05	2.805623e-06	2.9694376e-05
u	0.0053187925	0.009768445	0.02029787	0.60600615	0.15610692	0.06633151	0.061973732	0.034756422	0.021458736	0.002268265	0.0020982805	0.013614855
k	0.0012110737	0.0023721375	0.0037015267	0.01893423	0.7424261	0.21065196	0.0152514875	0.005003067	0.0003580318	4.073423e-05	2.4341503e-05	2.530561e-05
u	0.004566978	0.0046372726	0.008845103	0.1205959	0.4659031	0.19933243	0.13470429	0.029202374	0.010536597	0.0015073789	0.00041292375	0.019755641
à	0.0019530794	0.0023796645	0.0033694394	0.0042168316	0.37468848	0.5324376	0.058116596	0.021287534	0.0012134847	0.00014912584	8.7153145e-05	0.00010095318
i	0.00036352593	0.0016126643	0.0017657819	0.004346568	0.112875514	0.38730514	0.4514999	0.03558872	0.0024211914	0.0010300849	9.676918e-05	0.0010941338
s	6.078974e-05	0.00012207679	0.00015380821	0.001019861	0.0185623	0.37146595	0.4914207	0.108007334	0.00696152	0.0014262189	0.000442804	0.00035661
à	0.00068461976	0.00047579987	0.0017095977	0.0047386037	0.030882642	0.4576059	0.44575858	0.036099266	0.015078509	0.00088546885	0.0006912677	0.0053897505
m	0.00033057123	0.000607392	0.00075217715	0.0007144913	0.0065446366	0.10283789	0.652612	0.2065906	0.022411866	0.005521669	0.00031950336	0.00075733307
b	0.0029070498	0.0013297912	0.008451055	0.005325326	0.015307839	0.2965865	0.5090969	0.07985686	0.05191362	0.0017191985	0.00895762	0.018548222
a	0.010186559	0.0014084168	0.011493513	0.002245572	0.015335905	0.1954886	0.35303408	0.18819901	0.2112293	0.0017972474	0.002449062	0.007132681
v	5.5137694e-05	0.00013053862	0.00030299978	0.0005860716	0.0067261243	0.044474885	0.169865	0.5635468	0.20229356	0.0101593025	0.00020933119	0.0016502816
ò	0.00041148538	0.00059750874	0.0017282293	0.002549836	0.0025200718	0.041631844	0.39912653	0.20723875	0.31561464	0.0023026604	0.0020414607	0.024237016
r	0.00023921936	0.0004906862	0.0007320527	0.00049863063	0.0014599541	0.010797594	0.19425468	0.4708993	0.13831666	0.17558856	0.0037202812	0.0030022806
a	0.0031658618	0.0015457751	0.008758682	0.0043585147	0.0020485057	0.019400552	0.3058104	0.19227955	0.38386527	0.010089256	0.02430348	0.044374228
s	0.00040070002	0.0005853877	0.0012549001	0.00065644144	0.0032283491	0.015749924	0.04636317	0.31740877	0.19482559	0.4051455	0.0088467775	0.0055344505
o	0.0013115567	0.0013579532	0.00622875	0.0038332227	0.0021457672	0.009440799	0.14465252	0.14525248	0.5854808	0.03587921	0.012104436	0.052312534
t	0.00038301342	0.0007677001	0.0015799697	0.0008478942	0.0028389753	0.006957179	0.025879346	0.16337745	0.118650675	0.64700407	0.022065317	0.009648398
s	0.0010065443	0.0020425236	0.008378064	0.004867268	0.005172121	0.011971382	0.09293614	0.10287349	0.4407816	0.2213987	0.033166967	0.07540517
o	0.004219952	0.003458724	0.02309118	0.0028791353	0.002306853	0.0034720972	0.036654998	0.07678159	0.6361034	0.06708452	0.023965206	0.11998235
m	0.0005001522	0.00068331906	0.0015901194	0.0007387221	0.0026508702	0.0054230364	0.012788056	0.060038447	0.060086735	0.70387024	0.090271264	0.06135897
ì	0.002445816	0.0034041305	0.02137169	0.005236569	0.0034752046	0.006320256	0.046025876	0.055867016	0.42147943	0.16112141	0.067941055	0.20531161
n	0.0013325777	0.0010541647	0.0018700215	0.0009570693	0.0014001579	0.002599082	0.008087909	0.022941992	0.042732555	0.5297159	0.32766768	0.059640855
a	0.0044236956	0.0061314288	0.03453631	0.00935275	0.004604046	0.005318405	0.027767034	0.034322325	0.2430977	0.20276986	0.23856883	0.18910758
f	0.002870763	0.0017115866	0.0041646645	0.0015226251	0.0043748845	0.007897238	0.010097889	0.053915616	0.02267685	0.26444012	0.35769534	0.26863238
è	0.0060149883	0.0056001917	0.025576428	0.011174255	0.00333538	0.0040187766	0.019694448	0.02355301	0.11706689	0.16060649	0.3642391	0.25912008
r	0.001328185	0.0012855286	0.0017100454	0.0011838644	0.0013201245	0.001280495	0.0016840796	0.0029832823	0.004638138	0.10743013	0.81939447	0.055761665
i	0.0037907327	0.0027211239	0.010713713	0.006986205	0.001418507	0.0015868875	0.0063897558	0.011012294	0.035463165	0.07528847	0.7593974	0.08523177
</S>	0.00029310957	0.00037914075	0.00075049006	0.0003933012	0.0010607139	0.0017391419	0.0031879542	0.009396675	0.0036841517	0.035055544	0.1275558	0.81650394
