 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.9985688	0.0010804142	0.0003180016	2.6235857e-05	9.692509e-07	5.907635e-07	2.3021296e-06	2.650665e-06
à	0.76110333	0.11326056	0.006425798	0.012675822	0.01807928	0.08184443	0.00035751666	0.0062533077
b	0.61548024	0.274498	0.049618043	0.022756163	0.017877996	0.015519027	0.0003045606	0.0039459723
b	0.3442434	0.25453556	0.05551109	0.010989425	0.0152277015	0.030870553	0.001078055	0.28754428
e	0.14855777	0.20251569	0.6371126	0.009690443	0.0012167528	0.00063161977	3.1281805e-05	0.00024380935
t	0.07255876	0.74448407	0.18058212	0.0021927883	8.44713e-05	3.820328e-05	1.4617088e-06	5.8206508e-05
o	0.01212971	0.41580448	0.5407681	0.020698706	0.0027860843	0.0005622594	0.0004199514	0.006830657
u	0.0823835	0.10529766	0.785975	0.024298275	0.0016001472	0.0003025671	1.0071594e-05	0.0001329294
k	0.0066616363	0.05250245	0.75579304	0.14309184	0.034332056	0.0071029305	9.759792e-06	0.00050637097
o	0.0047703227	0.027789682	0.828341	0.099181995	0.027055204	0.0076227975	2.6820526e-05	0.0052120565
r	0.053448983	0.026012462	0.23375632	0.57889354	0.09019125	0.01505918	5.568003e-05	0.0025826294
a	0.0052185967	0.039488174	0.45532563	0.35471687	0.068408094	0.02397755	0.0006118577	0.05225317
s	0.016580472	0.008763544	0.025899196	0.62882674	0.2981541	0.020358128	0.00010002804	0.0013178523
ì	0.0050175684	0.036300868	0.075258255	0.6818178	0.114577055	0.028880654	0.0010363971	0.057111323
u	0.0076708323	0.0049565644	0.0044704243	0.36098725	0.5911967	0.028164476	7.673576e-05	0.002476952
è	0.00088695646	0.0020514175	0.0017190672	0.1540054	0.7495342	0.08303755	0.0007546225	0.00801081
n	0.0036784268	0.0036854635	0.0020967808	0.06369899	0.8233108	0.08494628	0.0034161503	0.015167123
a	0.0018291067	0.009153177	0.0018781681	0.067475885	0.74672085	0.11924459	0.016483538	0.037214678
n	0.0020443513	0.003951768	0.0014748762	0.04079651	0.6855872	0.24061303	0.016489241	0.0090429615
e	0.012160538	0.08506207	0.0042127413	0.055770487	0.38889343	0.11763556	0.11097169	0.22529352
à	0.0070212227	0.0068964176	0.001835255	0.014696013	0.34648094	0.5563262	0.0440124	0.022731543
s	0.01420022	0.01593858	0.008031529	0.01872278	0.11122801	0.22014622	0.3629407	0.24879193
p	0.004194427	0.02586153	0.00047334508	0.008574663	0.048728835	0.07413909	0.7545747	0.08345338
r	0.010294725	0.018140778	0.006029955	0.0038387622	0.0047731292	0.00081602595	0.855979	0.10012759
o	0.02449963	0.03505042	0.019288618	0.013979526	0.006419075	0.0017449477	0.8577491	0.04126858
</S>	0.0026137407	0.001963064	0.0030513944	0.015637463	0.062250458	0.10044219	0.1877848	0.6262569
