 	lo	posso	finire	di	scrivere	</S>
o	0.9934602	0.0065195374	8.786561e-06	1.3460756e-06	1.1690981e-06	9.006207e-06
s	0.77626365	0.15643977	0.011758654	0.012424476	0.009706262	0.033407085
ò	0.1415293	0.8374364	0.0033006333	0.0026059533	0.0015143888	0.01361332
z	0.4305893	0.5386772	0.021729164	0.0025461086	0.00040691666	0.006051216
o	0.114532314	0.3425176	0.11332737	0.022041079	0.05015724	0.35742435
s	0.16289745	0.42534867	0.405898	0.0051868944	3.4513618e-05	0.0006344975
p	0.018144451	0.18163133	0.70497376	0.028618975	0.014879087	0.051752437
i	0.44871032	0.09414404	0.34528783	0.060554467	0.0069854967	0.044317763
c	0.054434963	0.101468116	0.8003067	0.040443335	0.00012572292	0.003221115
c	0.007094237	0.018154657	0.77976805	0.067358494	0.04035788	0.08726668
è	0.06630937	0.084702864	0.662029	0.080525555	0.047892593	0.058540545
t	0.08419711	0.04101812	0.427439	0.43210152	0.006570971	0.008673211
s	0.0023928978	0.028027084	0.9073305	0.044030834	0.0073545403	0.010864301
i	0.119221516	0.013107753	0.33943313	0.28441557	0.11002747	0.1337946
à	0.017995795	0.023376862	0.043917246	0.7872878	0.020736335	0.106685996
t	0.008284016	0.010071066	0.014562999	0.9184611	0.015804743	0.032816127
s	0.011154366	0.09541481	0.10279138	0.25719088	0.36459184	0.16885675
e	0.040993102	0.009435892	0.14513615	0.05946749	0.06934023	0.6756271
g	0.009473536	0.008773141	0.01284886	0.2360885	0.025425633	0.7073903
r	0.0051297583	0.09096829	0.03008692	0.0849153	0.5460412	0.2428585
à	0.05439507	0.020590842	0.10260034	0.28871584	0.07957807	0.4541198
t	0.0058549857	0.002924157	0.0012439002	0.040448863	0.7757173	0.17381078
s	0.009101417	0.04910233	0.032416936	0.042758923	0.5297138	0.33690667
i	0.022337956	0.009238754	0.033834286	0.054505248	0.67789775	0.20218602
</S>	0.0015706271	0.0022082976	0.0015697884	0.04785348	0.19982867	0.7469691
