 	qui	nella	casa	ha	la	luce	accesa	significa	che	ancora	stanno	svegli	non	sono	addormentati	</S>
e	0.99233	0.0060215066	0.0015625266	4.0355295e-05	4.038517e-05	1.5796542e-06	8.5393793e-07	6.267015e-07	2.6772534e-07	4.1071993e-07	1.5640948e-07	6.7419954e-08	3.4473118e-08	8.928388e-08	2.7027983e-08	1.0159426e-06
t	0.6563125	0.21977732	0.015372645	0.014411568	0.040276352	0.024814451	0.005771024	0.0076698693	0.003544836	0.0035327694	0.0019123366	0.0019794912	0.0009729561	0.00184615	6.5750646e-05	0.0017399474
t	0.20286767	0.62661415	0.12607078	0.020131787	0.01595906	0.00086042273	0.0007964647	0.000700314	0.00031739695	0.0005519423	0.00026879853	0.00018423537	9.5248106e-05	0.00010518499	2.6756372e-05	0.004449758
ù	0.35459507	0.5594602	0.07370276	0.0045997407	0.0069571915	0.00022203538	0.00026597278	8.489715e-05	1.4744417e-05	6.803703e-06	5.5657556e-06	8.771779e-07	1.1911986e-06	1.8879189e-06	2.222916e-07	8.073724e-05
s	0.14612621	0.8305366	0.017533714	0.0039458326	0.00154674	0.0001497874	5.2722276e-05	4.806648e-05	9.434364e-06	3.182621e-06	3.4748286e-06	1.011636e-06	1.145938e-06	2.1930648e-06	2.4665084e-07	3.9655548e-05
t	0.14529729	0.39314088	0.14294688	0.20436299	0.021108441	0.002064949	0.0020841982	0.0023814223	0.00057654554	0.0034779299	0.00055284775	0.0010317923	0.0016236008	0.0005519906	0.0004383725	0.07835989
o	0.12457567	0.7874111	0.07814116	0.0044780225	0.0036134846	0.0004869045	0.00062868174	0.0004348777	4.986779e-05	1.7281543e-05	3.138225e-05	2.7161987e-06	1.9230092e-05	1.6707792e-05	9.347571e-07	9.199168e-05
s	0.02772474	0.8182907	0.14615494	0.005441019	0.0021325469	0.0001644036	4.657324e-05	1.6662247e-05	2.0414632e-06	1.5932658e-06	7.518594e-07	2.5810436e-07	5.03939e-07	9.435017e-07	5.570784e-08	2.2338201e-05
p	0.032579232	0.25981256	0.47655407	0.13174969	0.056759562	0.0075911153	0.009591364	0.005950186	0.0010671901	0.003693084	0.00095271866	0.00092260336	0.0026371682	0.00042382683	0.00011486151	0.009600803
ì	0.08839033	0.6136731	0.27753833	0.0073564043	0.009074894	0.0016572601	0.00097070006	0.00030972398	0.00011824075	5.5815806e-05	5.3387153e-05	6.037491e-06	5.6509518e-05	0.00010359195	2.5224306e-06	0.0006331042
t	0.015980365	0.25303474	0.6598443	0.0467006	0.021329813	0.0019798016	0.00055327197	0.0002176945	2.6177346e-05	8.280654e-06	9.423233e-06	1.9596232e-06	2.5024578e-06	1.219086e-05	2.5769705e-07	0.00029867396
i	0.009241376	0.11341711	0.74103004	0.049760297	0.051822573	0.0057885433	0.0055236644	0.0018866857	0.0012761176	0.0038286215	0.0007561771	0.0004829625	0.0021304074	0.00036166183	0.00018839061	0.012505286
è	0.04519783	0.08338855	0.16556977	0.5205238	0.177583	0.0065549496	0.00091882894	0.00012721961	2.1589341e-05	8.106348e-06	4.9976784e-06	9.538363e-07	3.0197152e-06	6.957692e-06	3.1012044e-07	9.017238e-05
c	0.004174885	0.017855564	0.17673875	0.22752301	0.52227163	0.027846372	0.011404144	0.009346092	0.00027363846	0.00016016114	0.0001148205	6.0364135e-05	0.00013472432	0.00020615268	1.3577858e-05	0.0018760985
h	0.024198303	0.03447886	0.16322091	0.44448	0.21679668	0.020362755	0.005705081	0.00491153	0.00097178994	0.0019183963	0.0005600687	0.0006464161	0.0007167901	0.0010286107	0.00017765859	0.07982608
i	0.17742336	0.06468634	0.35807356	0.08894314	0.22062334	0.03561315	0.025624398	0.0099841505	0.0027597663	0.0011213021	0.001312438	0.00020555874	0.001731429	0.0043012323	0.00013499006	0.0074617765
o	0.004647715	0.0146279335	0.028997814	0.2670286	0.6323705	0.04754603	0.004245127	0.00026182082	3.2085074e-05	1.7887078e-05	8.596066e-06	2.4516714e-06	3.8418184e-06	3.185297e-05	4.8455837e-07	0.00017734303
l	0.00037031088	0.0019150783	0.005495209	0.01970372	0.721608	0.22470006	0.020890737	0.004521443	0.00012081328	0.00025314122	4.7984533e-05	7.671015e-05	8.2780425e-05	0.00011424036	1.1347355e-06	9.866956e-05
ù	0.0019280151	0.009536297	0.027333768	0.04836714	0.580885	0.2598644	0.044523828	0.016027326	0.0011351054	0.002279109	0.00049775146	0.00042060125	0.0016345967	0.0006061197	1.8935956e-05	0.004942044
s	0.00636212	0.005366207	0.0053912234	0.025870027	0.1532201	0.4512142	0.3087581	0.038950566	0.0014773593	0.00030555014	0.00059695094	0.00014266674	0.00045359012	0.0006943954	2.1119222e-05	0.0011757514
