 	sta	seduta	nel	giardino	</S>
s	0.99945384	0.0004103528	7.850805e-05	3.8034676e-05	1.9319885e-05
t	0.92990667	0.027655903	0.010844052	0.0030462546	0.028547108
è	0.9964863	0.0029384028	0.00045657915	8.078168e-05	3.7892463e-05
i	0.3510631	0.6434595	0.0030025137	7.2314084e-05	0.0024025447
k	0.04044032	0.9308887	0.026285196	3.391061e-05	0.002351746
a	0.020203007	0.9580883	0.01425302	0.00016893812	0.007286836
s	0.05326775	0.6721398	0.26521793	0.00027701014	0.0090973945
i	0.037551936	0.8757025	0.052570768	0.0028340009	0.031340707
m	0.083480395	0.2881674	0.6007276	0.00294275	0.024681853
m	0.028768113	0.56303	0.3087846	0.01139353	0.08802379
è	0.2336972	0.04723083	0.65055305	0.060595747	0.007923177
n	0.05650167	0.063192755	0.81933516	0.010692103	0.05027834
i	0.024255155	0.28196403	0.6171213	0.047042362	0.029617202
s	0.16738915	0.062747836	0.20061094	0.3619658	0.20728628
t	0.018757612	0.16113316	0.21275033	0.18405984	0.4232991
o	0.2371931	0.04918808	0.33600128	0.3468612	0.030756336
n	0.011636137	0.059472542	0.05755984	0.25454643	0.6167851
g	0.020005077	0.12708083	0.11403512	0.29960003	0.4392789
h	0.56951094	0.04030369	0.17683475	0.18788597	0.025464725
i	0.117419735	0.05351746	0.08294592	0.69700915	0.049107756
a	0.021076815	0.037823964	0.07888252	0.3439347	0.518282
r	0.00070835295	0.002064739	0.00095219776	0.5819589	0.41431582
d	0.006296915	0.007980836	0.011955971	0.6843599	0.28940642
ì	0.088116124	0.012671936	0.054845184	0.83083	0.013536791
n	0.0013222044	0.0025172592	0.0023345263	0.10255383	0.8912721
o	0.0070632026	0.027460724	0.015703559	0.91472876	0.03504371
</S>	0.008988614	0.008856139	0.013446599	0.087216355	0.88149226
