 	un	forno	che	fa	buon	pane	</S>
è	0.9795573	0.01704227	0.002997399	9.630902e-05	0.0002634802	2.871361e-05	1.45954755e-05
n	0.71878374	0.06388206	0.01690593	0.09064333	0.05600112	0.0034058448	0.050378013
a	0.5765884	0.1288571	0.0077662324	0.013206926	0.0008141717	0.0005694146	0.27219772
f	0.1583984	0.8138429	0.022814069	0.0039037045	3.204383e-05	5.4423544e-06	0.0010035749
ù	0.21493335	0.4078977	0.17076346	0.09567997	0.0016363816	0.0018875437	0.10720161
r	0.08825382	0.77201426	0.12669715	0.011838629	0.00013550019	8.80858e-06	0.001051861
n	0.043486934	0.10386895	0.47344792	0.20860456	0.0007500841	0.008955078	0.1608865
o	0.036397617	0.025447074	0.8854555	0.023794672	0.025021622	0.0024025324	0.0014810462
k	0.08146492	0.050037865	0.78144103	0.0808271	0.0049365684	9.8510754e-05	0.0011940725
a	0.009575189	0.026397923	0.6566334	0.25073877	0.007075984	0.015847048	0.033731706
i	0.09388985	0.052681625	0.10913898	0.64377666	0.09716265	0.0015992821	0.0017509694
k	0.011193111	0.008772926	0.027634054	0.7626796	0.17490463	0.0013473942	0.013468316
à	0.02404415	0.02006825	0.048383743	0.66219544	0.10906127	0.0065591335	0.129688
n	0.060317066	0.040186573	0.041176192	0.4185936	0.3941544	0.005182838	0.04038932
n	0.0037302629	0.0020622257	0.022742484	0.30273873	0.12109635	0.12012545	0.4275045
i	0.004562077	0.004409852	0.057437584	0.02284195	0.80047715	0.106851056	0.0034203068
t	0.007898352	0.0063322517	0.0114304265	0.123224065	0.57569	0.1798009	0.095624045
s	0.0027233958	0.0018184963	0.02065618	0.13321272	0.27450085	0.32912314	0.23796521
o	0.0049255686	0.0038460148	0.043091115	0.036871444	0.5993985	0.30226377	0.009603641
m	0.00955367	0.0038537951	0.0044141356	0.07892741	0.2619755	0.25011635	0.39115918
ì	0.0016623554	0.00060670683	0.008004373	0.03174421	0.072918884	0.7382379	0.1468256
k	0.02180111	0.010509894	0.0056842756	0.035532583	0.10506402	0.21300162	0.6084065
a	0.00088378595	0.00027264445	0.003424729	0.010406738	0.01482116	0.9010569	0.069133975
l	0.03418026	0.013414843	0.00798406	0.05962226	0.11362229	0.18327874	0.58789754
ò	0.0018657392	0.00049692276	0.0033269392	0.012727612	0.010534498	0.8605374	0.11051094
</S>	0.0155129945	0.0102631785	0.0067039854	0.013905839	0.010642604	0.12604576	0.8169257
