 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.99651283	0.0032654316	0.00013534942	6.449574e-05	8.592053e-06	4.598859e-06	2.8159673e-06	5.0624635e-07	5.495464e-06
k	0.38580275	0.55391645	0.01782885	0.021492045	0.011963262	0.0015753994	0.0006636862	0.00044043874	0.0063171852
à	0.08640823	0.89055693	0.0055767163	0.007119995	0.001278259	8.336396e-05	8.596363e-05	0.00020099424	0.008689633
j	0.17424256	0.79166764	0.0082537765	0.019649576	0.0040096617	0.00010195883	5.1170577e-05	1.8928076e-05	0.002004676
o	0.046050876	0.88801926	0.0044963905	0.00788343	0.002117725	0.0001362347	0.00013427116	0.0016345341	0.04952732
t	0.09265897	0.8174736	0.08456051	0.0047247126	0.00055409694	2.855838e-06	1.2582049e-06	2.7147007e-07	2.3748667e-05
r	0.028743848	0.82255256	0.109032616	0.020327892	0.0077804695	0.00025254113	0.00033220497	0.00025907418	0.010718923
a	0.10741677	0.097948276	0.7693901	0.015564549	0.0039140503	0.0024970947	0.0019318654	3.7888458e-05	0.0012994743
ù	0.02701644	0.03777757	0.9280032	0.0062052445	0.0008087008	1.7792068e-05	2.3432063e-05	3.5985002e-07	0.00014725723
d	0.01351398	0.050601922	0.7725654	0.13714503	0.025167726	0.00011876152	8.264697e-05	1.6845137e-05	0.0007877059
i	0.013498432	0.08872891	0.67637336	0.13192451	0.051148348	0.0020476389	0.0010680135	0.0014260238	0.033784736
a	0.01848812	0.013554303	0.42186472	0.51156944	0.03346092	0.00038859938	0.00012480677	2.7925291e-06	0.0005463113
a	0.0018137433	0.0115548745	0.03554532	0.8168433	0.13327633	0.0006661062	0.00014609571	4.6741484e-06	0.00014956754
s	0.0048292517	0.010526596	0.014277331	0.74485564	0.22439311	0.00065030437	0.00018329745	5.1674874e-06	0.00027935507
ò	0.01536041	0.05178913	0.031782754	0.58721304	0.2837947	0.0077669066	0.0019481463	0.00039337086	0.019951519
z	0.019410647	0.0100841755	0.03469187	0.4137316	0.49368003	0.018887455	0.0041994164	0.00076213194	0.004552602
i	0.024014974	0.023715315	0.012733663	0.32936683	0.4509482	0.07110413	0.007346781	0.005977455	0.07479265
g	0.006224661	0.0031390765	0.009104702	0.11312354	0.78830326	0.06023401	0.017160013	6.709794e-05	0.0026435337
r	0.0033407288	0.017952947	0.00492101	0.076135136	0.5955783	0.20719689	0.060501873	0.0051617892	0.02921124
à	0.025861163	0.05832813	0.04947141	0.114764735	0.30986598	0.21900883	0.070754014	0.009657125	0.14228864
t	0.0086342385	0.0031427892	0.008113663	0.015643625	0.15638515	0.4096141	0.38878056	0.0023854487	0.007300447
s	0.024168203	0.02569916	0.002226083	0.030725645	0.23006839	0.48518	0.06372661	0.010106437	0.12809949
i	0.030384444	0.0031902306	0.020465715	0.004834328	0.01611123	0.5862561	0.16727382	0.053860947	0.11762322
i	0.002799745	0.0013096943	0.0062373304	0.02345638	0.08119588	0.06357798	0.7348941	0.012688813	0.073840216
n	0.004025858	0.012877352	0.0029695092	0.024174664	0.09892555	0.02624841	0.75360477	0.015922774	0.061251123
ì	0.029426662	0.07213477	0.008026528	0.043670952	0.09400368	0.032785922	0.41530928	0.095066324	0.2095758
t	0.008689483	0.0057471227	0.008235499	0.007250654	0.010335315	0.0140727805	0.48081473	0.42569152	0.039162926
t	0.03813565	0.029238278	0.0021690084	0.014214744	0.03716353	0.024052793	0.33288386	0.3216998	0.20044236
a	0.01509792	0.0015622375	0.0069875317	0.0015555631	0.0035056425	0.12495404	0.26184186	0.49447295	0.09002231
</S>	0.0014362973	0.0009981662	0.0024569	0.0076326844	0.031081017	0.0064015677	0.091612875	0.2965903	0.5617902
