 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.9971727	0.0023049715	0.0003756495	0.00011159414	2.2066673e-05	6.7564247e-06	1.6548632e-06	7.7904e-07	3.8050114e-06
g	0.8808114	0.02871685	0.014589212	0.0467218	0.012476755	0.0053945608	0.0023141378	0.00171668	0.00725858
e	0.73132807	0.18918444	0.013798071	0.020135976	0.003934311	0.001899954	0.0006070221	0.00029503848	0.03881708
n	0.27472	0.6618562	0.027034277	0.022759678	0.0020063198	0.0013332841	0.00015242439	6.252013e-05	0.010075262
i	0.22217703	0.57241875	0.093026	0.058013394	0.010543523	0.0036631443	0.0006473759	0.0009840206	0.038526777
t	0.3415656	0.39072183	0.24509907	0.020872736	0.0011707823	0.00029881368	0.000101995836	4.374295e-05	0.0001254313
ò	0.060481925	0.60828704	0.16596839	0.07333365	0.014379388	0.0048869867	0.000552465	0.00093555386	0.071174584
r	0.0625767	0.20761096	0.5968636	0.12779592	0.0044930526	0.00035882855	0.0001115374	1.5109853e-05	0.00017426822
u	0.069400884	0.31244162	0.30096787	0.11120657	0.039691497	0.01633726	0.0012958411	0.00770786	0.14095053
e	0.093267	0.028021626	0.35648	0.4943456	0.02561616	0.0019553062	0.00016117205	2.6557007e-05	0.00012652446
n	0.0049771243	0.014547057	0.11859858	0.75078523	0.0864608	0.022038432	0.0009107128	0.00012629815	0.0015557483
è	0.013542332	0.03259885	0.14918053	0.556657	0.18025	0.03197539	0.0027060895	0.0006069957	0.032482754
n	0.063972525	0.04563472	0.15062913	0.42654347	0.22818646	0.060350936	0.013928055	0.00068322977	0.010071448
u	0.009369641	0.008045346	0.030922068	0.2086584	0.5280133	0.090619355	0.012173211	0.025417615	0.086781
s	0.0055089537	0.0030118064	0.005563867	0.07322669	0.4148211	0.48820427	0.006682354	0.00025123506	0.0027297356
a	0.0036388	0.0056401314	0.0176759	0.07006644	0.405254	0.28180456	0.06940465	0.023508327	0.123007186
l	0.004806035	0.0032035483	0.0030435172	0.021911014	0.11339615	0.8133942	0.036160935	0.00089767063	0.003187008
l	0.00391995	0.0043874173	0.008752615	0.024543528	0.120315485	0.4761071	0.19456686	0.035481207	0.1319259
i	0.028319549	0.010108067	0.002598013	0.0049709203	0.08813592	0.2575822	0.24884096	0.0791645	0.28027987
m	0.0071430868	0.0030361721	0.005540183	0.03364854	0.07550999	0.46079317	0.36477822	0.0086577	0.040892884
o	0.0018584557	0.002099094	0.0027893751	0.008515478	0.03569314	0.21202403	0.44752476	0.044737346	0.24475837
n	0.015802663	0.0068151997	0.010203787	0.04763595	0.07218397	0.3646853	0.36600512	0.07355441	0.043113664
ì	0.004548927	0.004439004	0.0073297694	0.013264469	0.021816658	0.21498105	0.37723047	0.1016517	0.2547379
s	0.021504613	0.012235104	0.01738412	0.020637378	0.027072687	0.16661489	0.46656162	0.23445138	0.03353821
o	0.0046248515	0.00125771	0.0020207583	0.0049955403	0.014608641	0.10406562	0.44039348	0.2390449	0.18898848
m	0.0055161496	0.0024455597	0.0044918167	0.012560943	0.020997241	0.09007856	0.082095325	0.4521293	0.32968512
e	0.004886928	0.0022769116	0.0029479086	0.0055640624	0.009971872	0.08023834	0.16144691	0.38511905	0.34754804
m	0.0063984767	0.0036385264	0.005042689	0.009905818	0.010343863	0.047682017	0.025675194	0.6501427	0.24117072
a	0.009806625	0.0041558743	0.0050994405	0.009009159	0.008179556	0.03455832	0.023964858	0.562407	0.34281915
i	0.007579089	0.0046842783	0.0051909285	0.008509624	0.006811689	0.024734113	0.009471075	0.5995316	0.3334876
</S>	0.007810423	0.010289829	0.00492628	0.010879093	0.00935563	0.043929756	0.0030878554	0.40398827	0.50573283
