 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
t	0.9943058	0.005610222	4.9063387e-05	2.0765494e-05	5.4476673e-06	2.9533865e-06	3.9406e-06	6.3897477e-07	1.2009941e-07	5.66033e-08	1.0450477e-06
a	0.91526914	0.0046295854	0.010784747	0.009444998	0.024638992	0.0070308717	0.004942361	0.0069732335	0.00147518	0.0010078022	0.013803112
p	0.993454	0.0041245413	0.00086971023	0.00014778679	0.0009505408	0.00014704127	3.7412316e-05	9.847596e-05	1.1193177e-05	2.610309e-05	0.00013329605
e	0.91772616	0.05023619	0.020083742	0.002278034	0.003446909	0.001283832	0.0007014176	0.000426997	5.0484057e-05	6.743618e-05	0.003698824
d	0.7872235	0.2003716	0.0105677815	0.0003590132	0.00078910374	0.00011070019	0.00016244398	7.988833e-05	1.264211e-05	1.1403476e-05	0.00031194492
ì	0.37793732	0.307487	0.27241164	0.016285336	0.006933041	0.0017203707	0.00736071	0.0011340638	0.00011903313	0.00021951758	0.008391908
a	0.2799788	0.6252414	0.09164476	0.0017917684	0.0006394145	0.00031035722	0.0001979961	7.7334334e-05	9.914742e-06	1.0791972e-05	9.740519e-05
m	0.036941804	0.24093595	0.6824504	0.012657094	0.0046292865	0.0012857063	0.0016873259	0.0013360857	0.00012007912	0.0010254993	0.016930837
i	0.04286514	0.09026474	0.7360747	0.019604472	0.0047663394	0.0009373814	0.008440714	0.0013226069	0.00024532917	0.0012946058	0.094184
n	0.1128231	0.13797803	0.698804	0.041224584	0.007752295	0.00045980065	0.00041426485	0.00023926346	1.38511905e-05	6.0889237e-05	0.00022989202
c	0.020216906	0.07533786	0.66140103	0.11912044	0.014421232	0.0024335273	0.016051913	0.00273256	0.0003843744	0.002608347	0.08529175
i	0.19847575	0.16275185	0.18305191	0.084508784	0.044136316	0.013234492	0.039832756	0.013698584	0.0043861624	0.024764584	0.23115878
à	0.5604625	0.12963602	0.017097168	0.27961925	0.01008016	0.00035735764	0.0025770187	0.00011661406	3.1527456e-05	5.134063e-06	1.723606e-05
è	0.011792797	0.014446509	0.20696777	0.69576913	0.061437048	0.0012125989	0.0035741813	0.0013288221	5.7792506e-05	0.00018543085	0.0032279121
r	0.0016395862	0.0019372235	0.011638537	0.85057086	0.12894346	0.001038754	0.0032027322	0.00037683928	2.6795247e-05	3.3440887e-05	0.00059174624
k	0.00070714095	0.0077496436	0.014396483	0.90720713	0.055220425	0.0026807224	0.006342202	0.00055009127	9.626861e-05	0.0007099763	0.004339903
u	0.013601338	0.09205566	0.023903335	0.72176665	0.07069469	0.0064889025	0.028878788	0.011934777	0.0017268289	0.0037845375	0.025164468
t	0.0020145616	0.0034936208	0.005462866	0.35331428	0.61256427	0.014928821	0.006915836	0.00074785214	5.3934597e-05	5.2278196e-05	0.00045171333
t	0.0016095107	0.028374381	0.016574932	0.6218336	0.22648722	0.0050796643	0.018464688	0.007069489	0.0018203149	0.0063765477	0.06630969
e	0.0062141055	0.023199687	0.010542999	0.74435055	0.08746891	0.031870775	0.065817595	0.009546531	0.003942884	0.002676704	0.014369148
n	0.0009800056	0.002658698	0.004010045	0.07530206	0.77671105	0.09561442	0.037329946	0.0048458013	0.0006657892	0.0003136588	0.0015685617
