 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.978786037	0.01869162386	0.000929091985	0.00061911110997	0.00012060971832	6.7457917663e-05	0.00012726234441	0.000658834502821
ù	0.917287209	0.07878991162	0.00229424521167	0.00056357964599	0.000142350312007	6.1251320595e-05	0.000124841811033	0.000736621778257
t	0.834760045	0.151687322207	0.00629971350922	0.0026653323052	0.000312535417009	9.4360925609e-05	0.000576964793457	0.00360373936434
t	0.772545532333	0.185195643669	0.0140746999097	0.00353920867047	0.00448460067044	0.0049151988261	0.0105069048709	0.00473823071625
o	0.515848825611	0.40683365989	0.0455151770232	0.00319998425782	0.00637149292609	0.00677837026865	0.0133996074082	0.00205290088884
s	0.224361060237	0.64644871663	0.105695402494	0.00775993414727	0.00360193137527	0.0028908437981	0.00636473411127	0.00287737924231
p	0.117557662052	0.73715381621	0.117671761631	0.0122131379404	0.00332910212461	0.00195158908253	0.00696445474861	0.00315847173701
ì	0.0686536142127	0.689257796737	0.21571681661	0.0151528743608	0.00305994275326	0.00139312808758	0.00543110113258	0.00133473119226
t	0.0449130071196	0.539879259579	0.381333085337	0.0250171454896	0.00290836769749	0.000922903435367	0.0035957754913	0.0014304555807
i	0.0323562994341	0.402526164726	0.496585541779	0.0504906002099	0.00658767200783	0.00501276588846	0.00449327766643	0.0019476690489
t	0.0204790488662	0.251845379842	0.60123976526	0.0985620799366	0.0123675934659	0.00669065839069	0.00645030249343	0.00236516534818
o	0.0111532440729	0.142009945401	0.649483147087	0.169279013379	0.0132092065353	0.00415127033663	0.00620382251102	0.00451036288477
f	0.00779419279317	0.0697751943737	0.575313337696	0.316491299126	0.0160344956384	0.00348996792088	0.00452880801921	0.00657271948911
a	0.00645766096506	0.0375594665379	0.477176790299	0.438868275709	0.0259394192861	0.00335232306429	0.00386321386822	0.00678285702891
b	0.00579926742769	0.0206105260193	0.370143424833	0.546953969236	0.042900789302	0.00361965166943	0.00407684773049	0.00589553303224
b	0.0216489151594	0.0180350440218	0.244885639944	0.622172368412	0.0647168541807	0.00897073053648	0.011902581908	0.00766786897361
r	0.0443072804563	0.0259600333639	0.198433557048	0.594742767471	0.0814436260069	0.0149878528522	0.0265823645433	0.0135425039689
i	0.0574944803438	0.023911723886	0.145297979856	0.482782645157	0.194953575536	0.0337853494507	0.0442653983699	0.017508836402
k	0.0466523963349	0.0131627392813	0.0871560648587	0.465568163719	0.278560291179	0.0436897124902	0.0500248454493	0.0151857910493
è	0.0671747289499	0.0146975840178	0.0681308010462	0.450063161506	0.308766783193	0.0462009030434	0.0354221908791	0.00954384596977
t	0.0719499517186	0.0157268863239	0.0658853403087	0.375472872769	0.375492799531	0.0572434619811	0.0251578605184	0.0130708170067
s	0.0277517870756	0.0087759492773	0.0443201456696	0.339182135256	0.43792366551	0.0722751386604	0.0335253664175	0.0362458103724
a	0.015198122586	0.00602957771643	0.0201149554132	0.190090363619	0.561769270503	0.131741485887	0.0354528484412	0.0396033844428
n	0.00784747188331	0.00533680145032	0.0100751204891	0.102517647453	0.657347328834	0.147246613096	0.0398861936084	0.0297428266423
o	0.00415812035975	0.00546025861335	0.00811704246997	0.0704016014997	0.630312328945	0.203811407899	0.0482905959281	0.0294486464074
p	0.00297715570732	0.00439220398698	0.00670339532892	0.0306363761019	0.583833515248	0.281668027966	0.058364798846	0.0314245358285
e	0.00315952284317	0.00416704498013	0.00615264227364	0.017186118551	0.537565636816	0.328356867322	0.0639245371053	0.0394876430342
t	0.00315704130772	0.00453557889988	0.00604895636408	0.0118776534394	0.463423113939	0.352451263774	0.0891134006018	0.0693929959027
