 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.959311279	0.033665684556	0.0039364020698	0.0007057365026	0.00019636535749	0.000959389060015	0.000378633678085	0.000172765696396	0.000243584269708	0.000430170666222
t	0.894683633667	0.0761730277453	0.00744917683427	0.0142878389593	0.00100189588794	0.00115053901477	0.00111617531554	0.00017173423405	0.000378047571538	0.00358793921353
s	0.830728731222	0.114760674228	0.0110183415981	0.0221257328788	0.00336662157893	0.00135135819952	0.00161682536871	0.00565056370595	0.00487871335865	0.00450243987528
e	0.643634262541	0.302452346076	0.018815609846	0.0125386204443	0.00384434154077	0.00144906663883	0.00116230526264	0.00793163165841	0.00649532299592	0.00167647824989
r	0.369925495114	0.544687510025	0.0464719986153	0.0121470704481	0.00363488382226	0.00334640879236	0.00320472490728	0.00337330934073	0.00699000582587	0.00621857628976
e	0.189986686725	0.630875386675	0.128239784672	0.0185783455494	0.00699672137075	0.0042142117024	0.00395307453329	0.00189601007605	0.00735728555227	0.00790248222161
k	0.0887388825617	0.589975723558	0.221543813424	0.0515781683098	0.0102442905136	0.00585851501827	0.00741628129656	0.0015592053576	0.00783786590183	0.0152472573319
a	0.0520842673139	0.463074249186	0.339605825808	0.0829148853966	0.0170405328625	0.00739413524042	0.00911734891172	0.0016038875567	0.00815353939013	0.0190113366258
k	0.0322428196046	0.320432733462	0.448206983936	0.130444888266	0.0245530747988	0.00972155313081	0.00851970925557	0.00164400847493	0.00809411517756	0.0161401155096
à	0.0246263931949	0.191560705287	0.522238589312	0.181108666155	0.0364639439663	0.0120384098276	0.00855036968252	0.00136207594188	0.00830804590133	0.0137428036984
n	0.019401717939	0.132095287829	0.543428965104	0.193101015052	0.0574800753354	0.0128633178612	0.0135124842288	0.00221918875226	0.00701679591918	0.0188811383253
n	0.0242710618572	0.0864508908097	0.438520021435	0.305320338017	0.0551544460251	0.0276545824271	0.0158691367256	0.0171183233732	0.00822092913226	0.021420266844
i	0.0249282144246	0.0376140726966	0.312813076145	0.422542029339	0.112780437908	0.0343983071237	0.0154535265315	0.0221813122765	0.00890937984742	0.00837965841109
t	0.0139652099282	0.0260279582138	0.240402275982	0.42468704978	0.199492758236	0.0248521930626	0.0196276529614	0.0106761141646	0.0191341553948	0.0211346474048
s	0.0114821312354	0.0208851851368	0.161087293627	0.44244080726	0.240741601745	0.0355757204549	0.0236959720871	0.0107462963025	0.0259040137954	0.0274409992999
ì	0.00956766448643	0.0109183368428	0.087455097949	0.41046463282	0.363970778915	0.052232631211	0.0244908834624	0.0107576087281	0.0180449998688	0.0120973933924
