 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.960485263	0.02292511234	0.0077448370359	0.00457009264815	0.00197270295007	0.00086582152881	0.00053196815464	0.000200054922982	0.000159294798734	0.000103488000437	5.16036301205e-05	0.000389733737463
M	0.862128571667	0.116517316253	0.0111672667428	0.00478826915374	0.00232706260758	0.00094757215196	0.000594201521663	0.000340283699566	0.000223312440341	0.000172682168357	0.000194579433384	0.000598852626486
à	0.744158215222	0.232893429124	0.0163511716409	0.00321112261374	0.00132454093347	0.000441768744054	0.000296218106051	0.000269261395491	0.000154133673556	0.000149383205373	0.00021906389498	0.000531682092226
r	0.612293267741	0.305735465041	0.0626890585803	0.0152577945409	0.00208011801755	0.000917671572626	0.000247894212607	0.000184837980393	8.94679147875e-05	8.5596851659e-05	0.000107922589447	0.000310922054908
i	0.354632179227	0.461340049014	0.15157843506	0.0267234885126	0.0034388978709	0.00119587754393	0.000297006487462	0.000202486590938	0.000123415260343	0.000100647124792	7.96641459322e-05	0.000287881724705
k	0.147445101389	0.606975379671	0.18231764382	0.0496124478089	0.00814789833283	0.0031813298908	0.000784483411687	0.000359797500106	0.000246747120294	0.000168479696039	0.000164670541898	0.000596048614423
a	0.065379347143	0.610964183224	0.246873690473	0.0604053427076	0.00951067673334	0.00387945612083	0.000923389849736	0.000392178787075	0.000262566542355	0.000184891750394	0.00020338173895	0.00102090085743
j	0.0300583349277	0.532622256408	0.344396798824	0.0763898952292	0.00988318308498	0.00335153206268	0.000843537299445	0.000371828879578	0.000212697477309	0.000155166166761	0.000317588216633	0.00139716924825
u	0.0170459538046	0.437801216803	0.426449041608	0.0934731861764	0.0108851922827	0.00357480419447	0.00107353883322	0.000414803119497	0.000286743843454	0.000267247469147	0.00037673497483	0.00835152845497
r	0.0119272136222	0.317369323801	0.546854874536	0.0961403057255	0.0109996709846	0.00297464869574	0.00134478802481	0.000591565415004	0.000392268096969	0.000448807957583	0.000438633268045	0.0105179009112
è	0.00978039597473	0.181175909867	0.641103952179	0.144678292588	0.0132621606395	0.00288104408551	0.00129255998157	0.000651752274456	0.000320464583096	0.000367719012692	0.000425636998321	0.00406011018115
