 	le	melanzane	vogliono	girate	</S>
i	0.953365466	0.032531067719	0.0057326179342	0.0015384497987	0.00683239930843
m	0.815580778	0.114624415365	0.0399006061034	0.00373555906563	0.0261586220383
a	0.657163976	0.208390880788	0.0503548160791	0.0312658752255	0.0528244306288
r	0.455303799533	0.403889485196	0.048003063751	0.0386736836621	0.0541299726344
a	0.237918607578	0.617536215065	0.0818860994837	0.023952899766	0.0387061867013
n	0.136536988886	0.686763061022	0.118611366615	0.018707547118	0.0393810267562
g	0.126282675522	0.686727276141	0.133706459738	0.01588556873	0.0373980146714
i	0.178837071647	0.619298234514	0.163456027379	0.0184166727807	0.0199919941765
à	0.132208539889	0.552529262505	0.28464052806	0.0181225684776	0.0124991021302
n	0.054438461801	0.460335020235	0.440365007753	0.0259543549125	0.0189071619441
e	0.0795550870717	0.296013695658	0.538761505918	0.0516513156842	0.0340184035707
i	0.0874084263839	0.132046771773	0.626702325306	0.0961719216947	0.0576705592169
t	0.0328137750065	0.0533730222243	0.756125717102	0.0945962172049	0.0630912755856
è	0.015209065636	0.0265281238748	0.794901760367	0.121313418908	0.0420476310152
l	0.00903296303233	0.0159363609316	0.773277468789	0.164985173903	0.0367680291644
u	0.0104278554731	0.0144530814472	0.594225736596	0.281379691034	0.0995136507475
n	0.0170384308542	0.0139934696257	0.438863564532	0.388470543678	0.141634008783
e	0.0170625576439	0.0185133854426	0.366469301244	0.435974735893	0.161980027128
v	0.043952197806	0.0229077945589	0.218159321681	0.520214747964	0.194765934843
o	0.05395471786	0.041486752498	0.134150578547	0.558637239988	0.211770699881
t	0.0324045448305	0.0489911878459	0.0945266233023	0.583672503996	0.240405140094
i	0.023005770604	0.0359753858781	0.0776324616841	0.572160626665	0.291225754831
m	0.0145249198538	0.0273604843787	0.044596512438	0.638476134888	0.275041948544
m	0.0158213718448	0.0148054450066	0.0307611161493	0.653853645629	0.284758425848
è	0.043423786546	0.0304973163206	0.0372570263098	0.50040743041	0.388414445483
n	0.0568957539353	0.0381421308902	0.0410372739866	0.513703849337	0.350220995828
e	0.0378245077518	0.0240637818534	0.0506489781322	0.459552683779	0.427910047943
</S>	0.0299303289859	0.0204408974567	0.0610238407711	0.307118987889	0.581485943971
