 	io	la	casa	la	posso	pulire	ogni	sabato	e	mia	mamma	la	puliva	ogni	giorno	perché	lo	poteva	aveva	la	possibilità	di	pagarlo	ogni	giorno	</S>
e	0.887198858	0.07461406287	0.011074869559	0.00166516128293	0.00898417049117	0.000272699169885	0.000202136893047	9.9185535274e-05	0.0008681279709	0.000725382976685	0.00100246881997	0.000595234071327	0.000353375559527	0.000183035485423	6.32937030734e-05	0.000260090569307	0.000160162975187	5.71072639605e-05	0.000344855685941	0.000934938228205	0.000552194557803	0.00135079260553	0.0018252476755	0.000796741393354	0.000550616539627	0.00526522629877
v	0.684228264667	0.222750201223	0.0360852488597	0.00378405186498	0.0360925677597	0.000448028945688	0.000265799933896	0.000202988452078	0.000906895474092	0.000748047327976	0.00101746898849	0.000617572097132	0.000378253501541	0.000199797685241	7.46599828525e-05	0.000277042828729	0.000166060255407	6.43129209135e-05	0.000369279011571	0.000941077713322	0.000969012907745	0.00143632280856	0.0020426859296	0.000976536851984	0.000976745771823	0.00398112122942
ò	0.395751165556	0.465057915074	0.0606985186866	0.00932832578166	0.0415282850612	0.000470475344069	0.000249460532119	0.000234980453553	0.000495473679515	0.000391320721394	0.000460500961806	0.000283405208877	0.000177930338601	0.000118754357843	7.83216815545e-05	0.000126009026747	9.09163072726e-05	4.82152812299e-05	0.00055494148323	0.00331183439961	0.00149535980792	0.00417613960547	0.00509429270859	0.00586058290163	0.000904228675021	0.00301267739889
o	0.206318140919	0.571316303025	0.104910800429	0.0180341906032	0.0361175510887	0.000493334598956	0.000299524005503	0.00026806199948	0.000445391666487	0.000462932861953	0.000571988792987	0.000286346596746	0.000171801599494	0.000335341379052	0.000469597002585	0.000100262004606	0.000554422251144	6.55745132831e-05	0.000694967639297	0.00434402902627	0.0015178885861	0.0118929927986	0.0212638940086	0.0118584008554	0.00140003460639	0.00580625864766
s	0.0941394102063	0.527958427675	0.217833946143	0.0413294795637	0.0388373357786	0.000820172686719	0.000353950071464	0.00155070473498	0.000369166357842	0.000424040791562	0.000572256663675	0.000271046894656	0.000201829213207	0.000404572927497	0.000640685994025	0.000104682809237	0.000696385349255	0.000136826853935	0.000442894225399	0.00174110413259	0.00120184201745	0.0112217124633	0.0259738558058	0.0119240447314	0.00549419105882	0.0153554611648
p	0.0514048654888	0.403880781225	0.387378258048	0.0667762473212	0.0265311275595	0.00129268016711	0.000474423484155	0.00211430508983	0.000374961530541	0.000320790215718	0.000305587853783	0.000145807774903	0.0001720626822	0.000184220319666	0.000313306254918	6.4143639317e-05	0.000300867254976	0.000171113777215	0.000491235900246	0.000759665061115	0.00144788047743	0.00749160368628	0.0152735960808	0.00985615411555	0.0072484145288	0.015225903088
ì	0.0277825903693	0.321362336742	0.469780028016	0.0941963168404	0.0215270294198	0.0013222329263	0.000457961645018	0.0010330382365	0.000329849114169	0.000251156974966	0.000169524086187	7.95391105857e-05	0.00011245194626	9.46230657613e-05	0.000126703885484	2.89655026218e-05	0.000162570811109	0.00010564099803	0.000440927306929	0.000950901768116	0.00255546989155	0.00698804933981	0.0192346536304	0.0106631627816	0.00438061379001	0.0158636721274
t	0.0156377010428	0.294709909914	0.436007614005	0.16731914428	0.0220659953066	0.0021719206105	0.000675184781506	0.00264075543892	0.000505352160058	0.000255614949669	0.000161943619902	9.80925857426e-05	0.000120438080546	8.70026564344e-05	0.000114081272233	2.95834456701e-05	8.53780383137e-05	6.60888410016e-05	0.000227605601904	0.000894295346549	0.00268919131299	0.0034954922676	0.0194699575946	0.00994015048943	0.00346327073945	0.0170682555141
i	0.0131646758127	0.201415457431	0.396928903602	0.266707650893	0.0461457651489	0.00501203823883	0.00128718537384	0.00342128300324	0.000641158615826	0.000264572049683	0.000212969080428	0.000134982980834	0.000158581813934	0.000123163120435	0.000124290428721	5.76311796614e-05	7.60582903379e-05	5.81380496372e-05	0.000191011946702	0.00152386962383	0.00392777617333	0.00369852905943	0.0222611571111	0.0106968687638	0.00347586838118	0.0182904145177
o	0.0133941927026	0.0872429816243	0.320032082401	0.345505106631	0.108778270303	0.00866353511161	0.00159129269928	0.00176014862541	0.000532533470589	0.000222618435254	0.00025761638001	0.000132622375018	0.000138781077173	0.000177169736614	0.000101503618484	7.77943594168e-05	0.000142172169469	0.000119971785813	0.000286063043195	0.0113145193436	0.0149899331835	0.0231930649092	0.0272836289109	0.0117677595408	0.00293885108756	0.0193557824743
s	0.00742123039313	0.0357702342421	0.242118597067	0.393893584877	0.173221941301	0.0254253204172	0.00270024756376	0.00359443287727	0.00118578585738	0.000604350620978	0.000581696057137	0.000257189023909	0.000289396272508	0.000181380586132	0.000149886119308	0.000159469845017	0.000185156871382	0.000210013424954	0.000392430094058	0.0134412796348	0.0178893673301	0.0275369399551	0.0185959123912	0.00711437205025	0.0142889071674	0.0127908776038
ò	0.00513744811704	0.0168334948374	0.175644493382	0.393760954292	0.258333841767	0.0406150950057	0.00333979050125	0.00461417023238	0.00145961404193	0.000793178135157	0.000691509983892	0.000298051917972	0.000359015319923	0.000128735540485	0.000156959757511	0.000171544599553	0.000142112588044	0.000199761616479	0.000547369901931	0.0111925709361	0.0143409155689	0.0190531745943	0.0164878237948	0.00570895339571	0.0181333798482	0.0118560472391
z	0.00418307282668	0.0094781260318	0.122927365154	0.423245692097	0.282840108056	0.0536777295352	0.00471032062242	0.00427462053941	0.00149683441084	0.000800343863817	0.000689627111467	0.000248849168423	0.000328324458008	0.000111926859243	0.000191985735759	0.000172386555592	0.000111427556328	0.000191292870493	0.000532653805302	0.0104875254207	0.0118097344161	0.0164043609343	0.0255764390658	0.00512742535003	0.0119182658275	0.0084635726406
o	0.00368942772596	0.00651931555493	0.0798769128273	0.403968564299	0.272777926019	0.111938313045	0.0141865067095	0.00585057424847	0.00220931971735	0.000857974639472	0.000743861740246	0.000294073343328	0.000422451727956	0.000110161492808	0.000192300711373	0.000253194216304	9.23879889227e-05	0.000201074142876	0.000671263789594	0.0123568354587	0.0142572493838	0.0174910412597	0.0242907248902	0.00449817017701	0.00962390979136	0.0126264616752
p	0.00377978992252	0.00498060205064	0.0352723892384	0.3430869193	0.26386110574	0.210931076815	0.0207695546765	0.00956811530949	0.00317660352112	0.00119725267449	0.000930536126882	0.000477475148976	0.000658946450252	0.000138802544643	0.000182712777258	0.000367365892135	0.000154783257374	0.000195398200452	0.000886305823431	0.0130070686891	0.0171331754528	0.0179058123811	0.0216041053152	0.00400160731144	0.0120355310286	0.0136969632753
u	0.00817938133397	0.00394053747288	0.0180784815875	0.2833872597	0.25293617978	0.276385216538	0.0212729411988	0.0106550645832	0.00355435762904	0.0015921900564	0.00114961158581	0.000549533901791	0.00071426799368	0.000142457288208	0.000175807800244	0.000337979663408	0.000198185367864	0.000328944188696	0.00145179265114	0.0291970857033	0.0197428270447	0.0234430134212	0.0181773351877	0.00214087355882	0.0127599543365	0.00950873765768
l	0.00941805214719	0.00322666066629	0.00995180229383	0.207676933633	0.250829264993	0.330854833246	0.0264886022663	0.0161397315811	0.00504516994701	0.00201362808303	0.00156495304532	0.00083329076533	0.00141247353796	0.000209689241323	0.000366055983106	0.000701307756099	0.000270735511828	0.000719713370784	0.00240138484611	0.0347839613234	0.0204730294698	0.0259790158909	0.00970309309058	0.0013555302774	0.0271579819657	0.0104231304501
i	0.00614869101853	0.00296017759156	0.00689462197194	0.164039918464	0.223330249531	0.381834757882	0.0490131890221	0.0202758393404	0.00668768176234	0.00252461498634	0.00198163607244	0.000967001499283	0.00159143658706	0.000240783693952	0.000434561408635	0.000830251833234	0.000297835221156	0.00110507793481	0.00337177943861	0.0341898617264	0.0234486682001	0.020118380257	0.00662354903324	0.000720465847644	0.031497952439	0.0088710226989
z	0.00493960311951	0.00214095375305	0.00402166853198	0.129491453328	0.208294845444	0.432177208694	0.0608909310074	0.0232158663001	0.00698739804745	0.00267869023011	0.00210401397148	0.000896011184268	0.00127707703983	0.000213552306795	0.000426558441345	0.000944727083879	0.000261707680065	0.00122166469409	0.00340666195218	0.0340488124213	0.0262810938499	0.0182429528842	0.00440325272013	0.000400768651012	0.0248004731713	0.00623203177806
z	0.0101363794162	0.00603051154315	0.00776679326799	0.101594482229	0.195222025815	0.428531324831	0.0730937623358	0.04830738534	0.0129677367291	0.00498425875937	0.00282227287783	0.00151223278742	0.00156274049968	0.000554435761865	0.000701075816582	0.00109592818309	0.000609420857022	0.00120980713043	0.00234067679346	0.0167506493343	0.0200119067859	0.00980242438035	0.00792880288764	0.00150351679152	0.0337383977157	0.00922102918184
è	0.0139757914949	0.00759802627612	0.00874669859633	0.061591172273	0.187617696738	0.381098305877	0.133987458579	0.05910676618	0.0182670862697	0.00654605895646	0.00338577979661	0.00166687411514	0.00118481751096	0.000683927491588	0.000588054914061	0.000579017667517	0.000735169688407	0.00209289411748	0.00395043532846	0.0312779459745	0.0252343489357	0.00942330891745	0.0070757425738	0.00181282802809	0.0226365118563	0.00913728599589
t	0.00707236598137	0.00362077424871	0.00414162919578	0.0527391732543	0.174075584179	0.387407605959	0.17248232086	0.0575235757267	0.0166488987499	0.0126662189755	0.0039820392442	0.00146673347905	0.00111286093805	0.000549647676429	0.000443240391754	0.00143935107726	0.000576723355869	0.00255931828509	0.00447139606746	0.0340551608267	0.02659552168	0.0106699133954	0.00864402669518	0.00074507135903	0.00962603032551	0.00468483903371
s	0.00736747667746	0.0043771575221	0.00482191052006	0.0435433840514	0.152185750086	0.352374038253	0.167525296753	0.0899973571756	0.0181916032326	0.0271513036485	0.0062849014084	0.00246020806458	0.00172133422208	0.000928473289323	0.000936235232118	0.00210629852169	0.00131576532592	0.00403166008603	0.00931610742102	0.0190790585126	0.0194826496932	0.0122595587847	0.00977739802679	0.00124083008016	0.0356345830028	0.0058896633559
i	0.00789189895882	0.0046090841379	0.00496651510471	0.0197754782291	0.0973407903753	0.283880887018	0.265288420718	0.117843179192	0.0412587067402	0.0289425869862	0.00862640406647	0.00336549850843	0.00248623820543	0.00111570122769	0.00109855643804	0.0015189893377	0.00166396884361	0.00591984187521	0.0121242566175	0.0167143413597	0.0118596994037	0.00920722946747	0.00393754903826	0.00133832873979	0.0422646608109	0.00496117950414
