 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.885174927	0.01842903205	0.0874568122729	0.00230362769299	0.00161920477402	0.00109161140176	0.0039247683559
o	0.764383148333	0.07870253007	0.131963054158	0.00576175910753	0.0106704299643	0.00355345869118	0.0049656138417
n	0.56047600308	0.161849693557	0.242964391626	0.00665921643318	0.0132877444303	0.0043338471232	0.0104291072847
à	0.379936953063	0.252426770972	0.344878536275	0.00420920997973	0.0054144976967	0.00185911151241	0.0112749139687
b	0.221405672488	0.334337879517	0.417959558472	0.00762553647858	0.00518962311137	0.00183594310775	0.011645783465
b	0.119580967163	0.409650058792	0.440956966671	0.00975372944286	0.00495211626239	0.00251264737282	0.012593526932
e	0.0848401278317	0.463389732531	0.413729370224	0.0234091086076	0.00345162084253	0.00318367343771	0.00799638458741
t	0.0452871533079	0.4139801681	0.457931034741	0.0617367032692	0.00593813034411	0.00900099792987	0.00612583712913
o	0.0378259570893	0.299981575623	0.450546328247	0.174780312156	0.0113634388334	0.0143911985533	0.0111112217211
a	0.0392123948831	0.165370626734	0.338400546549	0.407772708585	0.0213619272565	0.0116480407571	0.0162337873284
t	0.0195953768037	0.0705751554847	0.284465471383	0.563312937528	0.0402588592188	0.0105748484248	0.0112173696608
s	0.00863722396323	0.0363441467256	0.314966345728	0.544833253843	0.0648496709529	0.0224102411969	0.00795913567067
è	0.00573572770308	0.0220195200792	0.239992752529	0.627042707948	0.0723866955976	0.0258224460532	0.00700014945029
k	0.00443053575869	0.0261217344131	0.20352707903	0.645944406649	0.0768894225992	0.0284459943587	0.0146408030676
o	0.0096433486299	0.030739860693	0.182838627138	0.574034350216	0.1397883936	0.0356897940129	0.0272656094284
r	0.0109631321911	0.0220662614597	0.0789731991273	0.531621446739	0.2639697792	0.0610314818776	0.0313746871655
à	0.0050030861125	0.0135996373356	0.0357131466124	0.38023764558	0.462423799733	0.0788668688792	0.0241558233925
s	0.00279509133083	0.00864030053087	0.0148921070088	0.26513741426	0.601151631911	0.0841772437664	0.0232062190275
i	0.0105368987766	0.0128377561036	0.0125785597223	0.190418976887	0.60113716197	0.124570710609	0.0479199323658
t	0.0132911961019	0.0134217265253	0.0099118332271	0.117903757462	0.606387114657	0.182766729803	0.0563176468153
è	0.00573674360503	0.00767782616183	0.00410331301737	0.0644940658873	0.640707252886	0.222450005201	0.0548307909984
l	0.00315164615656	0.00467567172134	0.00211842326546	0.0308583512824	0.603281866295	0.278961194414	0.0769528333528
i	0.0049791829964	0.00879203757718	0.00250045644349	0.0244396023408	0.418487300698	0.332353528418	0.208447884438
à	0.0064184327408	0.00894827207906	0.0028062960965	0.0195322633269	0.232808057633	0.352352467739	0.377134208699
s	0.0175879702645	0.00822955520512	0.00912919262827	0.0275562768616	0.158594426811	0.455689164846	0.323213423386
p	0.0205869039231	0.00801671682554	0.0108709704371	0.0301739023245	0.108103102857	0.586325210922	0.235923202929
r	0.00908080667977	0.00455253994678	0.0063498131507	0.02218107726	0.0638283318857	0.630370488347	0.263636948043
o	0.00652010002132	0.00465208147233	0.00545962067143	0.0229777075331	0.0476948749072	0.478658653582	0.434036970414
</S>	0.00590546525366	0.00503632948847	0.00413143990731	0.0214069491155	0.0434594891516	0.326130686591	0.593929641207
