 	stavo	al	telefono	e	mia	sorella	non	la	è	sta	e	dorme	</S>
e	0.938897565	0.04144888243	0.0107466207605	0.000997740012	0.00110513938874	0.00085396840208	0.00107315029834	0.000273855714451	0.000682454020506	0.000373118984794	0.000557149642974	0.00169326368419	0.0012971082502
s	0.822309172333	0.131192743657	0.0327797117175	0.0015179342532	0.00129011639841	0.0012427357738	0.00123277594033	0.000370374268882	0.000827669913262	0.000442394197868	0.000864026350815	0.0023306914478	0.00359966341733
t	0.709373970778	0.231519562086	0.0470739062592	0.00189496212873	0.00135904233087	0.00109945598075	0.000621180919063	0.000288864256546	0.000466156786317	0.000280102268234	0.000845882255215	0.00156119898544	0.0036157118915
è	0.617312425993	0.335975973829	0.0390144945077	0.00216275032484	0.00128438669419	0.000803161839341	0.000306153453037	0.000180485192248	0.000212022819793	0.000225311006414	0.000543306645041	0.00067191105712	0.00130760741698
o	0.417995146131	0.45207760721	0.0739144530706	0.00622218507955	0.0016820029351	0.0024656691613	0.00609353725846	0.00197857130282	0.0017296140113	0.00749541076684	0.00654649402358	0.00542792507552	0.0163713890965
s	0.21721110373	0.52753695107	0.170430530424	0.0142197068625	0.00358049132463	0.00459556380553	0.00832047065453	0.00274667773031	0.00251534399741	0.0099038615885	0.00887781561108	0.00762401276361	0.0224374823101
t	0.124572350217	0.56532446569	0.251426156075	0.0198551951675	0.00868768028621	0.00496615845698	0.0034129777522	0.00135991834958	0.00126605518776	0.00364967490874	0.00352718676324	0.00337192929231	0.00858026677096
o	0.0967294854217	0.515626864563	0.334613532358	0.0261887447558	0.0104587136021	0.00404016149633	0.00188635602271	0.000833342590507	0.000657074134263	0.00205547874356	0.00158730539142	0.00142085401518	0.00390210243262
t	0.0614841782866	0.376264888188	0.477182272786	0.0546423573853	0.013070780384	0.00485789492858	0.00281705061964	0.0010063998004	0.00163031945763	0.00130838987282	0.000979068353577	0.00129966933116	0.00345673544851
e	0.0309961927242	0.217397347929	0.633170331595	0.0845672317284	0.0173535207647	0.00505350878086	0.00304826331095	0.00104381347412	0.00190589838064	0.000639998957499	0.00063305649792	0.0012009358819	0.002989907221
l	0.0195564805361	0.136610663043	0.702412502532	0.109395049176	0.0178376685216	0.00545004961162	0.00247012118998	0.000847519778023	0.00148856741913	0.000403607869645	0.000397518379408	0.000849137298253	0.00228110848652
è	0.00843195393537	0.0883283910543	0.707522196177	0.155970360125	0.0245496557445	0.00772798240187	0.00255935273686	0.000886877808874	0.00139487514596	0.000215521901849	0.000290900641272	0.000711165250757	0.0014107375552
f	0.00495650740952	0.0433652084581	0.652733413392	0.229301443308	0.0466816930855	0.0127143129253	0.00298811615835	0.00154760386796	0.00254838441829	0.000396049045984	0.000302249762687	0.000620930520328	0.00184406125771
o	0.00484308241624	0.026258158866	0.476002832931	0.348930143769	0.103668744495	0.0266026601218	0.00421381699365	0.00237208428412	0.00350349912408	0.000546769155461	0.000387201766509	0.000637037389933	0.00203395283637
n	0.00472535409592	0.013829153202	0.377794307444	0.406862701256	0.134332435032	0.0461881243073	0.00498970194188	0.00324999586804	0.00336374868603	0.00049833752082	0.000496109468836	0.002094128834	0.00157589545978
o	0.00372162326581	0.008339819832	0.290702515348	0.387455067085	0.223648658611	0.0622565392358	0.00996925371129	0.00472963653868	0.00357320309801	0.000530734536407	0.000563957875119	0.00261309170427	0.00189590704814
e	0.00385119206527	0.00390789599027	0.146674787036	0.303263411362	0.39110238687	0.103672921412	0.0269895877171	0.0104435546156	0.00365671014934	0.00141455325854	0.00126801598088	0.00126671350038	0.00248828616418
a	0.00411240326909	0.00234740353736	0.0808118742387	0.177868415787	0.41629959889	0.222532508071	0.052189304039	0.0195011084385	0.00675506117311	0.00374506070765	0.00364122646989	0.00165775092048	0.00853829616404
d	0.00544009140123	0.00324429989279	0.0600970529196	0.147093093262	0.347888652897	0.323987154157	0.0494290646397	0.0310001585662	0.00919100530437	0.00456108492775	0.00434287562923	0.00292504045796	0.0108004275469
r	0.00980808675071	0.00673983140116	0.0560939053265	0.170584007154	0.327474132299	0.301023207052	0.0338430014132	0.0551076824554	0.0130697639881	0.00508711614458	0.00351650850374	0.00314837562599	0.0145043687226
e	0.00939795331034	0.00644831454055	0.0340805663122	0.131270805118	0.304025676633	0.340087278684	0.0608595726444	0.0706609468185	0.0179532079027	0.00519593949753	0.00351613479391	0.00200818797926	0.0144953954156
f	0.00398685309978	0.00280127953145	0.0178676575707	0.0873800273727	0.252034052078	0.402408402895	0.0737505141481	0.0962982214062	0.0252459820876	0.00719451691518	0.00424948175264	0.0132673098104	0.0135156954716
f	0.0213657032851	0.0141856742791	0.0161048220029	0.0936224304576	0.232418492426	0.332254804632	0.058848903716	0.138893931335	0.0302944052825	0.0152817689517	0.0102975509042	0.0207105369001	0.0157209835239
ì	0.0279848368765	0.0178341431263	0.012379085513	0.0708318826792	0.201437700609	0.339371629211	0.085769135172	0.143928064778	0.0519509846942	0.0170933781826	0.012150948729	0.0110577429718	0.00821046020183
m	0.0111697106778	0.00648328187943	0.00860838533567	0.0583474169664	0.165619081403	0.373514733737	0.118893639791	0.138894196259	0.0684607855647	0.0176664357129	0.00855479048727	0.0121257600857	0.0116617665248
m	0.0263809980257	0.00629731805421	0.00792679320722	0.0573044310021	0.160673025134	0.355265595912	0.111522607724	0.15133392882	0.0508153954802	0.023556040111	0.00890435354596	0.0145125663512	0.0255069455028
u	0.03128599528	0.00639742211667	0.00575808913267	0.0313496242207	0.116703126885	0.280851590971	0.143741589901	0.237007629873	0.0669247688521	0.035319888777	0.0126372390755	0.00913187307373	0.0228911656811
e	0.0135170494085	0.00430390276976	0.00726629885096	0.0143135359389	0.0547631096683	0.18646048539	0.187390308234	0.279344497291	0.134537763551	0.0572470863257	0.0352114213118	0.00707190603191	0.0185726332764
t	0.0077201247665	0.00351416136865	0.00865084610765	0.00940521522897	0.0343036999894	0.149634432263	0.150890731831	0.278330539097	0.163860873517	0.0985326026419	0.0481337897039	0.0178708086173	0.0291521689921
i	0.0052878961033	0.00407199881365	0.00867519531095	0.00945619464532	0.0257836279498	0.101216289354	0.110654060024	0.296898885032	0.185114083506	0.140696026214	0.0601357225413	0.0256482601591	0.0263617585974
n	0.00448290246443	0.00439223748534	0.00871725694062	0.00921742269544	0.0155257867233	0.0611772033847	0.088475007008	0.285095127011	0.199187679769	0.177770392538	0.0712385084204	0.0447231926197	0.0299972717191
è	0.00267898211948	0.00238756020014	0.00524220327718	0.00565447542781	0.0112530797544	0.0406346259482	0.068042494876	0.259847961004	0.21137544259	0.204210252046	0.100628823073	0.0565318157066	0.031512267593
c	0.00713047139643	0.00299996541283	0.00360981188419	0.0100909185171	0.0097026935108	0.0355517410894	0.0501244758253	0.243109771201	0.224699880397	0.167639335482	0.108606922424	0.0967775990022	0.039956414511
h	0.0223013070377	0.00431727674878	0.00973715826633	0.0120267128856	0.0113496578229	0.0380495196535	0.0273283061263	0.228948017763	0.171195216806	0.166559112961	0.104480696275	0.148573625101	0.055133389793
i	0.0219769886748	0.00322926608557	0.0109585336848	0.00607539293787	0.0078535642063	0.0312611816082	0.0276446891466	0.167513676268	0.140078120169	0.200091682854	0.157377085892	0.127329187167	0.0986106326803
e	0.0101699514256	0.00340144314092	0.00881820544053	0.00881900526396	0.00601232559077	0.0308241110025	0.0329238414555	0.103963095865	0.134946132298	0.176673243618	0.214152338497	0.104568238856	0.164728085247
s	0.0067916053146	0.00398463840911	0.00941585813232	0.0108768969756	0.00700112390506	0.0282321539906	0.0220301287185	0.066438507667	0.11409448311	0.189232979873	0.230309821499	0.161278942619	0.150312881696
t	0.00548206128888	0.00294609679794	0.00648993649125	0.00688326508914	0.00576530412969	0.0125029185255	0.0130851635346	0.0580260205223	0.096728301166	0.230773021691	0.2191341401	0.192460512473	0.149723273505
