 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.6082691477	0.38683304817	0.00155198915134	0.00160330473423	0.000854520261537	0.000198649532328	0.000689285490819
p	0.421052273967	0.56492370199	0.00657520479045	0.00414214575094	0.00108235949481	0.000561133541456	0.00166316046753
e	0.270989141169	0.699498372663	0.0158198455208	0.00934511318498	0.00158574900994	0.00108726085945	0.00167451950643
r	0.120494703916	0.831230348221	0.0317109339803	0.011497505253	0.00161486719101	0.00172751453846	0.00172411772992
i	0.0673730268787	0.760660871007	0.1515596818	0.0144269840243	0.00186473949646	0.00180651322763	0.0023081701509
k	0.0591822942462	0.652068922602	0.258378521933	0.0220323883114	0.00228096446355	0.00270964774868	0.00334724656211
o	0.0492993128187	0.582573691401	0.319677326378	0.0268981619305	0.00387870139245	0.00373468055348	0.0139380987596
l	0.0575173785762	0.4666535148	0.402524973193	0.0417489850035	0.00606849881408	0.00778677458575	0.0176998472617
ò	0.0596192150234	0.334914635787	0.515793409731	0.0667251334012	0.00630878464043	0.00829112685618	0.00834768660623
s	0.0282755650978	0.232124850542	0.616141731244	0.1007919398	0.00841674408188	0.00479465148619	0.0094545224868
o	0.0214921241713	0.142240998041	0.561609286415	0.2279727962	0.0221318966413	0.0123251597773	0.012227729654
n	0.0302606536171	0.0707601418203	0.446404007472	0.389870964733	0.0282466809738	0.0239498063771	0.0105077257468
a	0.0295488932057	0.0431709472001	0.280789212824	0.560180192911	0.0420692596179	0.026470480847	0.0177709993342
n	0.0236741741119	0.022372501106	0.152057744875	0.688666585637	0.0591896279393	0.0301507930437	0.0238885716252
a	0.021210935314	0.0152825767367	0.094902404981	0.712699177212	0.0925085869131	0.0381314533166	0.0252648878945
r	0.0112497761149	0.0118649521842	0.049539159083	0.675042537737	0.149686139838	0.0597899046075	0.0428275604869
è	0.0076401950257	0.00780446854473	0.0317742893223	0.540026401912	0.260261428146	0.106015657636	0.0464775791422
t	0.0047280843541	0.00519266659344	0.0174294132221	0.429569907304	0.334136296049	0.156222486212	0.0527211688233
s	0.0351742152309	0.011079458558	0.0233833507574	0.335902748168	0.288590959683	0.202086146604	0.103783139954
i	0.0468962638969	0.0150406786343	0.0325133131292	0.199774576723	0.349550632894	0.211275429868	0.144949113151
à	0.030014608061	0.0213665775701	0.0266802040431	0.122553116654	0.410101381565	0.221917011023	0.16736711625
t	0.0248381318909	0.021607365317	0.0153266179445	0.0878293845333	0.312559524655	0.363219531408	0.174619458657
s	0.0246516807184	0.00937906494817	0.00959939796614	0.0500866242675	0.183927471418	0.553385432469	0.168970342126
e	0.0226917092369	0.0065174928083	0.0102078090019	0.0286809235969	0.117916408806	0.52256120549	0.291424457375
n	0.0118781188042	0.007642251003	0.0105184571988	0.019114224183	0.096158822802	0.50398515183	0.350702961492
ì	0.00965495899153	0.00859537264523	0.0075847099784	0.016775025903	0.0629465712207	0.616208313943	0.278235035131
t	0.00616854599055	0.00601857771624	0.00479960219181	0.0137793442923	0.0412103038402	0.692183266648	0.235840348244
t	0.00634076080782	0.00379239652599	0.0037601106451	0.00767130327103	0.0315167154534	0.740054648216	0.206864056348
a	0.00724147247427	0.00580461716034	0.00587884930719	0.012049331143	0.0363107306271	0.533833483005	0.398881510783
</S>	0.00591545767083	0.00761975407557	0.00720643568959	0.0176661497101	0.0446254897876	0.328746986902	0.588219717392
