 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.6105857371	0.3141258495	0.016483173766	0.00431805057368	0.00163151888873	0.00116765579439	0.00387669211935	0.0478113255064
n	0.30281763866	0.604700539967	0.026377703702	0.00750162308456	0.00227574351964	0.00163982541045	0.0047544325768	0.0499325020212
è	0.109712361577	0.799194088656	0.054113920214	0.0101771001749	0.00228093921988	0.00151621091828	0.0029250838909	0.0200803076997
r	0.055839145169	0.754488665552	0.133824454471	0.030850395585	0.00660061144663	0.00134826972309	0.00286111958907	0.0141873505753
k	0.039473882803	0.575094826784	0.28611724489	0.0584861081217	0.0150454832122	0.00575392893166	0.00633915724858	0.0136893800868
e	0.0192535901463	0.349729645928	0.448361432897	0.144276953514	0.0165683502707	0.00827033154319	0.00629451284547	0.00724519843833
s	0.0219745762694	0.192173375809	0.533598461566	0.211010817171	0.0224829664936	0.0059733719684	0.0092387455612	0.00354768928206
e	0.0259460261137	0.114242620863	0.525971459255	0.274809793724	0.0378325096179	0.00736100653113	0.0103376371374	0.00349894516161
s	0.0170028577724	0.0571642558477	0.498864715485	0.314739647908	0.080361110006	0.010512316483	0.0147100126126	0.00664510216597
e	0.0165101813853	0.0354848524826	0.401515020028	0.361480021303	0.140079275802	0.015517883361	0.0164430383868	0.0129697576235
s	0.0141362606466	0.0221195020895	0.269085117609	0.402256559234	0.230653691934	0.0315873603537	0.0122096386511	0.0179518836195
e	0.0172464054631	0.0161550030605	0.173976896036	0.360406624278	0.338080134645	0.0669317330512	0.0111697303104	0.0160334648638
t	0.0171680484326	0.0104340426642	0.0885629234853	0.326674133559	0.435371151548	0.0990993293504	0.0099143427188	0.0127760180699
t	0.0080096850586	0.00508949636267	0.0477536368418	0.294881784346	0.514426478516	0.10373399581	0.0132066692749	0.0128982494833
à	0.0052137212704	0.00352064713549	0.0250199265073	0.230348908809	0.543246260439	0.169072413297	0.0112572518763	0.0123208797564
s	0.00363671142533	0.0029788814587	0.0163566942291	0.18111068967	0.578834087746	0.192261086566	0.0128582495834	0.0119636048305
t	0.00802307763564	0.00893009426627	0.013964045753	0.165778500437	0.560227595915	0.189849153655	0.0352529489011	0.0179745796905
e	0.0100750285939	0.0119010648946	0.0146580649477	0.108447743052	0.425004040945	0.336571243218	0.055555239567	0.0377875637275
a	0.0124429120733	0.0087444764542	0.0139167522506	0.05867107888	0.255114342188	0.528410069073	0.0721188936557	0.0505814661358
n	0.0167302163644	0.00702688556675	0.0134751847942	0.0257400927693	0.153924595143	0.568547385024	0.164379956819	0.0501756915653
k	0.0129963592603	0.00689913852283	0.0172532062623	0.0202572015264	0.145730959161	0.437686191541	0.27373489654	0.0854420489218
ò	0.00950016963223	0.00852802507418	0.0144906097633	0.0172156103035	0.108921476754	0.38977380638	0.350935720513	0.100634586661
r	0.00566179142008	0.00558000705639	0.00754913595537	0.0108491934458	0.0807706860313	0.45781361746	0.370339087524	0.061436510507
a	0.00522461666203	0.00804302405446	0.00777665705512	0.0126334940999	0.0721217337691	0.386943166153	0.382416451195	0.124840884369
m	0.00669537176414	0.00917863447245	0.010422359439	0.011388553728	0.039474794911	0.286071007518	0.459148175465	0.177621120856
a	0.00532667133478	0.00800248119102	0.00966828401613	0.00762469624094	0.0251992220787	0.212335338019	0.575487266888	0.156356061519
r	0.00374319760899	0.00761360303804	0.00748361256976	0.00547347648699	0.0115379132236	0.130144618666	0.678408976963	0.155594609073
è	0.00268886720451	0.00454869433155	0.00541135385421	0.00279897595666	0.00537531259173	0.0925767204153	0.758558160988	0.12804191114
o	0.00630277960688	0.0101565220363	0.00747740628157	0.00472623818882	0.00528145928591	0.0581551653184	0.701786953663	0.206113481829
</S>	0.0102798875044	0.0159654480412	0.0107337827374	0.00726111550541	0.00690523499765	0.0572285075592	0.589857255832	0.301768781715
