 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.979334654	0.01146200356	0.0030789779436	0.00295074434725	0.00117331259457	0.00068545694951	0.000366902671822	0.00030431917538	0.000643661617995
f	0.928701406667	0.0530743757867	0.00777632444133	0.00568087073375	0.00149909996933	0.00049580848615	0.000387112119062	0.000376316319295	0.00200872901036
è	0.865048392222	0.111079493196	0.0130133067678	0.00660091896992	0.00112185983328	0.000436823378773	0.000230731005374	0.000269730463777	0.00219877650404
n	0.780541232074	0.169371524432	0.0208268001346	0.00782582097531	0.00285931245671	0.00110214584318	0.000529526898038	0.00107315364394	0.0158705011004
e	0.514475459958	0.375733037311	0.0631792198182	0.0110993786184	0.00651369569992	0.00306343870186	0.00305952280947	0.00248642722049	0.0203898155122
t	0.260088631853	0.54026176377	0.128076160673	0.0278344865995	0.0122643025556	0.00465965207749	0.00475106944004	0.00868731097124	0.0133766130899
e	0.146455761884	0.494736891923	0.265282731158	0.0458709789332	0.0134165899315	0.0063966362989	0.00570347372069	0.0104204675981	0.0117164683766
k	0.0678899215413	0.400863625308	0.370094969453	0.0907727328444	0.0210956443572	0.0103188993887	0.00691334514613	0.0226194138013	0.00943147291914
a	0.0386947599138	0.285970135969	0.412011714218	0.170727867748	0.0323266517724	0.0133956180869	0.00851171504958	0.0270082146649	0.0113533529507
o	0.0266192998146	0.152280073083	0.371238096739	0.355828219916	0.0446507031241	0.0207339676996	0.00907984333573	0.0116972833557	0.00787252164503
l	0.0159315373675	0.064276962121	0.280566116913	0.510720307972	0.063995016308	0.0437102703132	0.00676042312158	0.00956873382446	0.00447063928108
à	0.00906513187517	0.036438175547	0.224553459904	0.553045027991	0.0998365367693	0.0579595384977	0.00704488332386	0.00876251470819	0.00329473842829
d	0.00773450811959	0.0211373903157	0.154035998968	0.591985482664	0.108425537643	0.0908897074259	0.00977533906462	0.0100188536948	0.00599717590669
r	0.00997046893373	0.0232509352986	0.195850025456	0.442924260221	0.0749781814677	0.201769925275	0.0142622320549	0.0164022695336	0.0205916954702
o	0.0110538660532	0.0243407867129	0.196115525352	0.249226412474	0.194823663356	0.230594848558	0.0451310609516	0.0241504281399	0.0245634099834
m	0.00582890815393	0.0133730674463	0.0983474414173	0.207476201891	0.259624809319	0.305425780853	0.0631423754772	0.0317087270786	0.0150727079478
b	0.00561495025558	0.00950595927753	0.0482607781524	0.15984178003	0.168745249082	0.495543304951	0.0579593551524	0.0406224021262	0.0139062384093
ì	0.0298083017833	0.0100034030459	0.0267838503841	0.0890031253433	0.239307741469	0.397447780184	0.143065159484	0.0425361896087	0.0220444495324
k	0.0350448228166	0.0079945988921	0.0149834490347	0.0656488228478	0.241056612796	0.351489371928	0.185624144161	0.0693902552496	0.0287679226535
e	0.022594654867	0.0109266499475	0.0258666452649	0.0509093190826	0.138708743639	0.333525867776	0.234364494654	0.12997716935	0.0531264641912
a	0.023466570509	0.0135587430658	0.0280300737043	0.0326601837095	0.105786084846	0.151509301125	0.349288696018	0.210544622183	0.0851557355704
p	0.0145744385702	0.00981697068387	0.0120630532913	0.0222236961385	0.060984212502	0.113458861942	0.348495121673	0.306921360394	0.111462275119
ò	0.0217125108146	0.00641415880169	0.00611833886063	0.0110393463502	0.0273610627913	0.0819249344773	0.279895811924	0.397263342531	0.168270455742
t	0.0231158071656	0.00354714702036	0.00274286594869	0.00501615872473	0.0121904463571	0.0497562952891	0.201392992235	0.537145564444	0.165092681487
t	0.00895261724053	0.00849082054929	0.00466877982771	0.00320032452424	0.00793392700261	0.0440346631164	0.120364191772	0.643495862148	0.158858798629
u	0.00799144788374	0.011595958548	0.00740396923257	0.00517674113568	0.0204969851862	0.0271986838283	0.0707670025853	0.536183848049	0.313185357543
</S>	0.00970195305427	0.0088105094846	0.00725585654228	0.00711104687124	0.0324783842297	0.0213253342683	0.0633122028847	0.417323479024	0.432681221772
