 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.983191133	0.01301360978	0.0023895691213	0.00018038584112	9.8036612019e-05	0.000109994813324	5.62647792282e-05	0.000205325562538	0.000755655816862
ù	0.955190277667	0.0400706894933	0.0031047551071	0.000262693804379	0.00016574288134	0.000109442153745	5.72836120117e-05	0.000203742293166	0.000835367868592
o	0.739016188556	0.227040184831	0.0154263203384	0.00196716204367	0.000762434227947	0.000463785653579	0.0104284982395	0.000668705074194	0.00422671989532
o	0.396294788785	0.51853805561	0.0374570176195	0.0045310844996	0.00121633898317	0.00106303815249	0.0178975498258	0.00192472555507	0.0210774064259
f	0.178089069328	0.632371387203	0.13850897934	0.0055239268509	0.00134945920416	0.00125938070111	0.0100685180017	0.00274724309638	0.0300820339524
r	0.106750749509	0.627386111068	0.228104278047	0.0107321457103	0.00259218081645	0.00104062677227	0.00383240575059	0.00223755439693	0.017323932886
a	0.0755739480957	0.629873411023	0.266394890016	0.0149919642501	0.00308552769322	0.00080448697599	0.00220264524532	0.00111556283062	0.00595756593941
b	0.0353513462379	0.508128231341	0.427447213739	0.0175421392034	0.00345781230107	0.0010041059872	0.00140216843801	0.00184906829779	0.00381793970302
b	0.053362411806	0.37610136018	0.52526627358	0.0305581645078	0.00539628059902	0.0014438348562	0.00114373322247	0.00335300176377	0.00337497074994
i	0.0696766178665	0.360569770793	0.486352651127	0.0623195170359	0.00802855030634	0.00481264945673	0.00306811709022	0.00277573575089	0.00239641808821
k	0.0367896204327	0.255543676731	0.556463352642	0.119417693012	0.0133993350754	0.00736341847158	0.00463454857427	0.00351408871933	0.00287428050966
è	0.0320575406709	0.145163097264	0.571184618214	0.201680624404	0.0309804548251	0.00889122065653	0.00385859178142	0.00375083723411	0.00243303349502
s	0.0293435582956	0.114136457041	0.494815477405	0.283545700801	0.0515503296084	0.00971860074151	0.00335429597047	0.00610305801977	0.00743254645364
s	0.0142425375299	0.0692277856737	0.392924893935	0.415148234934	0.0622904557895	0.00877887996784	0.0165986768651	0.0082132491933	0.0125752940886
a	0.012025145306	0.0377928560579	0.218982253978	0.541433139645	0.126856939183	0.0243149600939	0.025086976682	0.00484272420215	0.00866499543947
n	0.00734153330042	0.0175842159368	0.175648994726	0.535002587882	0.188027203794	0.035877851658	0.01532702365	0.0172754882392	0.00791508571769
o	0.00415585453589	0.0109073389551	0.143952449782	0.443700764827	0.270247261598	0.0747973475127	0.0208464646613	0.0218073978789	0.00958510348056
m	0.00311050504143	0.00756743370903	0.074721212354	0.403893528276	0.341135281199	0.110098251038	0.0241724801291	0.021291947697	0.0140093519443
a	0.00758902547994	0.00681795142034	0.0498987259987	0.338893838959	0.380301345733	0.153264956413	0.0278035663497	0.021287122679	0.0141434795705
s	0.00902995483849	0.00580314293296	0.0282254973522	0.251848693406	0.420052515911	0.209039760071	0.0371252353966	0.0248642744753	0.0140109327327
t	0.00355629790706	0.00321798281137	0.0240334870393	0.279662389355	0.404768390637	0.19813523549	0.0307364276655	0.0397534512621	0.016136334207
ò	0.00169358184208	0.00176603423612	0.0130429425104	0.229015208318	0.405346233546	0.238504006497	0.0692009260885	0.030440467182	0.0109906082946
r	0.0007731662138	0.00131934386157	0.00767710915387	0.177886293373	0.381229001182	0.279367473366	0.0900533118962	0.050851246794	0.0108430689759
i	0.00279845441504	0.00198906119692	0.00749455545089	0.145500453504	0.301530601861	0.297547214989	0.166204996165	0.062706599958	0.0142280635574
k	0.00356459945061	0.00210828610211	0.0060437863461	0.0744458935813	0.234192510087	0.32915421293	0.226969479588	0.102936011446	0.0205852234465
a	0.00237077336447	0.00298442801084	0.00413166377663	0.0508614863204	0.185794345162	0.340709889977	0.259739090529	0.131370568109	0.0220377667575
ì	0.00242456988616	0.00316488017941	0.00263855754681	0.0225320258268	0.111672894654	0.410222698859	0.32405379001	0.107360504616	0.0159300735458
a	0.00443733290272	0.0019588724336	0.00264899863774	0.0092503136636	0.0490423038847	0.422867932753	0.346304610637	0.140362602759	0.0231270243953
n	0.00507674412404	0.001796371782	0.00315838577841	0.00446965042387	0.0274298145082	0.322038797244	0.357614814872	0.243812679986	0.0346027516451
e	0.00325796606181	0.00339357002973	0.00314560302364	0.00597956904262	0.0265618549161	0.251444513341	0.346175984084	0.318155749329	0.041885210595
e	0.00706477323394	0.00589629503618	0.00369737698388	0.00761896734221	0.02062547302	0.20502961818	0.317236815028	0.364892997576	0.0679376971317
f	0.00786651487878	0.00536148936035	0.00459335167503	0.00536792227774	0.011456858836	0.125528407267	0.242840349829	0.507746428992	0.0892386709772
r	0.00351547107512	0.00418592317672	0.00579584406121	0.00853070630625	0.0284791456	0.0982456071623	0.211871064776	0.522364403664	0.117011815379
a	0.00252930165856	0.00365122064171	0.00541279141867	0.0102835585077	0.0357187769627	0.0917308795608	0.184656902872	0.458600184555	0.207416375313
b	0.00217671603339	0.00280155691337	0.00489848639796	0.00607360140483	0.0178086384063	0.0512247731763	0.150486358477	0.538321896185	0.226207979904
b	0.00314424907176	0.0037349197006	0.00661815918299	0.0119033334936	0.0222052068648	0.0385374695881	0.129071595366	0.587326374995	0.197458694501
i	0.00458839436682	0.00387338580605	0.00547173696873	0.0169615550479	0.0249732940289	0.0327445924987	0.0935888381687	0.514545997598	0.303252202034
k	0.00359026378654	0.0035121753761	0.00603892879701	0.0107191028506	0.0128658030983	0.0208941172576	0.0694754114816	0.499774442866	0.373129746878
a	0.0112901266758	0.00436401380145	0.0111555149938	0.00989261413887	0.00865860770077	0.0159099687812	0.0506764342259	0.506581244822	0.381471454306
t	0.0141211764702	0.00395011334562	0.0110797113619	0.00886377001096	0.00658939389672	0.0117123787868	0.03505871984	0.552720687474	0.355904012082
ò	0.00719804955829	0.00314597647168	0.00716612921597	0.00489936395499	0.00414678295537	0.0111447979287	0.0271821823247	0.590003345825	0.345113340861
r	0.00410126247236	0.00266393256296	0.00553189691552	0.0039749406354	0.00331516656429	0.0103161016949	0.0285780717267	0.637331973942	0.304186634404
i	0.00467291439105	0.00351907486472	0.00607060548204	0.00608826317553	0.00644616615526	0.017209624113	0.048322311298	0.564686677581	0.342984357852
</S>	0.00718559026152	0.00476413280636	0.00709311692102	0.00903511287777	0.0101395277296	0.0268419338005	0.067506548425	0.40153932219	0.465894722326
