 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.97938641	0.014025919308	0.0037811114647	0.00021369587368	0.000729125081185	0.000247139950409	7.62671206368e-05	6.35510613145e-05	6.4885560648e-05	0.000184540897642	0.000340025690157	0.000887326495961
ù	0.927312066	0.0629409035493	0.00659116503357	0.000394664430033	0.000846218793038	0.000260833490929	0.000104157535828	6.69844489783e-05	6.70215256023e-05	0.000193918279476	0.00032915025156	0.000892925701376
s	0.865429174667	0.11515184265	0.0125163894485	0.00105902579359	0.000715982306379	0.000192360969098	0.000132060596689	6.14604116982e-05	6.78841889914e-05	0.00017666359146	0.000174746453964	0.00432241125648
o	0.635956002889	0.28610174955	0.0660644907668	0.0016493606734	0.00148342553229	0.000694445280216	0.000287457113717	0.000224403294097	0.000302994015086	0.00104020124428	0.000588565710823	0.0056068880714
t	0.370894420696	0.499452230517	0.109230094122	0.00366130781933	0.0023023465641	0.00100065186792	0.000564380992948	0.000350330861732	0.000496327799622	0.00157397673085	0.00137418451323	0.0090997257675
r	0.301494424299	0.595371088172	0.0755458399273	0.00739310198338	0.00218615276281	0.00114060232534	0.00123928753761	0.000440542064789	0.00068972525384	0.00215002298376	0.00219877733542	0.0101504046376
a	0.19679968316	0.684344438724	0.0927875712624	0.0138485576987	0.00154489903998	0.00103091797194	0.00119595008839	0.000380050198836	0.000617210657477	0.00211770009181	0.00184311324175	0.0034898848197
v	0.0866117960873	0.617017260908	0.232214203554	0.0502183209436	0.00567151584173	0.00152404845803	0.00154474944577	0.000444675825964	0.000524258801679	0.00103693063898	0.00120640175317	0.00198581793748
ù	0.0435276320858	0.499157426809	0.384671512385	0.0581751773479	0.00714280017351	0.00167039537012	0.00168688258602	0.000464716809912	0.000487988707228	0.000595746106885	0.00094533043438	0.00147436008544
d	0.0222991334546	0.429084637776	0.467106860662	0.0567084761493	0.0115917050641	0.00334021714515	0.0024892917787	0.000752550835328	0.000521315872518	0.000453785997075	0.000528578986286	0.00512341992912
i	0.0156801463949	0.267415535992	0.585444766221	0.0957639952498	0.01752521775	0.00556315713505	0.00322772814197	0.000992252422376	0.000848408731746	0.000653197926274	0.000484615952393	0.00640095032936
ì	0.0102494108783	0.120164380377	0.74982901874	0.0910949918166	0.0166172030567	0.00492752577902	0.00187152187466	0.000601317457225	0.000696737231622	0.000683411534527	0.00084995118329	0.00241451457937
r	0.00603877477363	0.0639697388057	0.70816655358	0.181389010606	0.0240393923189	0.00691695561901	0.00243793110662	0.000636041942095	0.000634888782165	0.000885217633002	0.00117522327725	0.00371026477293
t	0.00715933226708	0.0605608511686	0.527280742927	0.333698352802	0.0317221027196	0.010745444015	0.00676463715567	0.00759260542869	0.00232551491831	0.00201823770641	0.00200475551146	0.00812740571966
e	0.00916208640909	0.0490772564962	0.374952455909	0.445373428534	0.0727578044532	0.0148124814583	0.00863147075202	0.0100816207545	0.00316233326711	0.0026142197283	0.002388512634	0.00698630736903
g	0.00609805037003	0.0238213547539	0.230290554636	0.581818091845	0.114104819218	0.0225393773814	0.00754840986641	0.00475692817447	0.00240255016047	0.00190781640487	0.00186523699498	0.00284679980637
r	0.00603153728044	0.0184120867828	0.126929379125	0.682777129948	0.120438077739	0.0245054130911	0.00821564803187	0.00460576650346	0.00240110116267	0.00173278044144	0.00157001084165	0.00238107435359
a	0.00556374804464	0.0151116723927	0.066489058715	0.648914314649	0.211299054646	0.029418217321	0.0102018320853	0.00514838242933	0.00229668413933	0.00230183063726	0.0013062625573	0.00194894743644
m	0.00253882381592	0.00727834440663	0.0423220255117	0.642079216883	0.252544494482	0.0308768500357	0.0101973214251	0.00387011973229	0.00176338589974	0.00196634676409	0.00103034212282	0.00353274295202
m	0.00487484273291	0.00864969718681	0.0274040691212	0.608528219294	0.261836948427	0.0524577302319	0.0126145150817	0.00762791276276	0.00294813301358	0.0024625989765	0.00154039495601	0.00905496004905
è	0.0189974443642	0.0156778052975	0.0168905748177	0.434149527165	0.384297191476	0.0823958261906	0.0181827001539	0.0107402820129	0.00401354684113	0.00351956967906	0.00264639303903	0.00848916280448
n	0.0205121395355	0.0134481055842	0.0163622652792	0.363962892122	0.428589599825	0.110345363977	0.0215145910646	0.0085033895163	0.00347304272264	0.00283456958258	0.00238619613684	0.00806786446529
o	0.0121805498379	0.00906168785373	0.0137378368064	0.263961742374	0.469134439942	0.158318852792	0.0424394165549	0.0136341655188	0.00517997491288	0.00284047938286	0.00141483145875	0.0080960350157
p	0.00909996729203	0.00717986795371	0.0078234536488	0.142436620431	0.524788623981	0.220704575397	0.0561796899183	0.0166344553529	0.00661359719096	0.00323478191829	0.00152534814878	0.00377901993697
o	0.00474696557674	0.00744165259424	0.00486776295333	0.089065091677	0.525683979994	0.285729116199	0.0517903262728	0.0149669203576	0.00647737918165	0.0035650584102	0.00232088067734	0.0033448755258
d	0.00304356470995	0.00748773175841	0.00501647592684	0.048235974239	0.505018511331	0.3266433622	0.0667569912909	0.0161692755059	0.00777791273855	0.00445187097417	0.00289946559079	0.00649888992781
