 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.745648362	0.228929289127	0.0078062657083	0.00863198798036	0.000717947879762	0.00170054121621	0.000364705356138	0.000248796904849	0.000532620806193	0.00106543006334	0.00157919707068	0.00277486004185
j	0.571513664867	0.390932463309	0.0164573561328	0.00973765468965	0.00105629937217	0.00184065472811	0.000420593488339	0.000294315647066	0.000596584236092	0.00125580591509	0.00159232445113	0.0043022832147
i	0.398202220089	0.548714058836	0.0244051199609	0.00489293891922	0.00100404299541	0.00090965346564	0.000420631555953	0.000256016485398	0.000439743095314	0.00129396154905	0.000912139363175	0.0185494652514
n	0.236470124563	0.644413522945	0.0755495982536	0.0127453913664	0.00153333096916	0.000735595124547	0.000589850903151	0.000385916299791	0.000558393182304	0.0020009536157	0.00140891819183	0.0236083928617
è	0.131267986768	0.695881100315	0.141128434151	0.0158438944975	0.00150784926885	0.000584516963356	0.00043313818414	0.000325436760463	0.000429544939953	0.00157164961531	0.00125280623929	0.0097736303112
k	0.0726900298427	0.735211140105	0.16301295705	0.0180209859125	0.00272717122895	0.000943686064185	0.000530596918023	0.000197687938643	0.000190306822836	0.000581238564943	0.000432770997577	0.00546142058498
a	0.0548388663009	0.529105417502	0.366351547017	0.0363669027375	0.00563870303832	0.0019774753464	0.000652457659114	0.000188989740137	0.000146254512012	0.000393779417155	0.000170403385108	0.00416918774584
è	0.030754605085	0.307258731227	0.564918433006	0.0774587230058	0.00846269083711	0.00224849055347	0.000743425747238	0.000391014396919	0.000440338108971	0.00228466718942	0.000852359301158	0.00418650348037
n	0.0240485758666	0.248942182736	0.544229545135	0.155237870949	0.0134016984634	0.00253444283049	0.00103957142135	0.00051341158208	0.00055609470865	0.0028464779162	0.00109326046727	0.00555684883829
e	0.0247191282018	0.149217839245	0.516271950112	0.265864680283	0.0307864230878	0.00553103843283	0.00111502669818	0.000384638345827	0.000353227752683	0.00145248322607	0.000422471370615	0.00388107909752
k	0.0175089328773	0.0879762235037	0.407404999971	0.401816867761	0.0653487049959	0.0105062286376	0.00155215785473	0.000546823639409	0.000378280632761	0.00107638574246	0.00028069781293	0.0056037023042
a	0.0138644969624	0.0650724085366	0.258480117724	0.537464284587	0.101635479399	0.0127771221925	0.00201400843051	0.00062938157941	0.00036375916392	0.000818794292713	0.000234284130287	0.00664588571557
p	0.0120398086875	0.0308348360059	0.159350540375	0.632801088196	0.138624442533	0.0172766370575	0.00306565413244	0.000919002046743	0.000459299228107	0.000772381444331	0.000242841721739	0.00361349201809
