 	il	medico	mi	ha	detto	che	non	devo	mangiare	dolci	perché	mi	fanno	male	a	me	mi	piacciono	e	li	mangio	</S>
o	0.723898628	0.14124958248	0.012216053163	0.0130363701498	0.00439535344103	0.00426463214989	0.00373639742359	0.00272170255415	0.00780987717047	0.00159749400127	0.00236508089505	0.00431700490844	0.00549269988195	0.0012417117138	0.00146575349023	0.00168121436346	0.00157694496762	0.0036839902853	0.00934749545386	0.00521754873009	0.0415030170543	0.00718147027068
m	0.498297861267	0.330278681227	0.0181829021997	0.0180846655239	0.00659828219434	0.00494605099886	0.00423459524982	0.0031034481375	0.00865737883386	0.00225797639022	0.00266032151132	0.0047053366938	0.0057453990944	0.00145467520472	0.00163684224269	0.00182617424072	0.00193902925232	0.00870941621618	0.0105923887586	0.00630963595136	0.0438682315298	0.015910725273
e	0.325497650422	0.504905065742	0.0481826760252	0.0170986103853	0.00685134527165	0.00294736520307	0.00314422983753	0.00167298466037	0.00418529026288	0.00164460597527	0.00131763808935	0.00209629121753	0.00225474327207	0.000759870914794	0.000875618032001	0.0010566032342	0.00107717917143	0.00841823911943	0.00493956467461	0.0163809953817	0.0174303108475	0.0272631256255
s	0.186751527851	0.650543587914	0.0658473042471	0.0210600200351	0.00628892246122	0.00203194316948	0.00296874308701	0.00130326256633	0.00211682020429	0.00128630545789	0.000651236203531	0.000900956073895	0.00098704765067	0.000401899571594	0.000514364996473	0.000725450502838	0.000467953261785	0.00387273555706	0.00202554453115	0.0186853776815	0.00642152639973	0.0241474659809
s	0.100202859081	0.764955255971	0.0536237175677	0.037190878385	0.0115519649404	0.00206451896116	0.00233286261834	0.00133102715784	0.00133677411316	0.00113902630323	0.000380002743057	0.00041132400578	0.000530376056396	0.000268041081785	0.000261056571824	0.000334900035772	0.000214241988487	0.00228027573274	0.000950887689652	0.00631479757562	0.00238824998282	0.00993696456268
è	0.0593779480086	0.771155543324	0.0687169035692	0.065268981835	0.0202358964655	0.00223858995505	0.00197347794131	0.00079610238308	0.000832569380167	0.000585801202985	0.000171404438665	0.000158103723826	0.000207654259015	0.000111345841027	9.70371253307e-05	0.00012037796834	7.808612531e-05	0.00117549528914	0.00035452454425	0.00215866982843	0.000831033521559	0.00335446591527
r	0.0289665452911	0.776554422441	0.0785051030457	0.0804309262783	0.0231170601642	0.00342515875102	0.00188101022964	0.000743303130093	0.000905316220149	0.000829609526996	0.000250554650341	9.30378174643e-05	0.000118272000328	9.81933833583e-05	8.54316564299e-05	0.000105131307797	5.79699029876e-05	0.000972239397789	0.000143501457913	0.00075054276707	0.000298004157909	0.00166867583153
e	0.023418188003	0.571925227814	0.209298639871	0.129630586693	0.0465176694517	0.00738093722834	0.00406325706455	0.0013456528451	0.0013407423891	0.00129322221136	0.000393528338754	0.00013702675638	0.000153114880913	0.000115130355677	0.000106052372589	0.000125914300872	6.41447133725e-05	0.000920280826336	8.12620670007e-05	0.000383429353621	0.00012530248417	0.00118068616403
m	0.0220002272137	0.364037202538	0.285005018037	0.211011155831	0.0728881001639	0.0254801060761	0.00642462240152	0.0030119307005	0.00238390698963	0.00218068382212	0.000801814282005	0.00036615646966	0.000414307267894	0.000372991846019	0.000240022980012	0.000243776782301	0.00019353310562	0.000696276236961	9.42057774362e-05	0.000281317995822	9.31495975641e-05	0.00177946988556
u	0.0159167029678	0.259415183566	0.211459807426	0.349041559544	0.0963299546546	0.0389321814254	0.0137457237738	0.00396493186417	0.00265752128788	0.00220780796651	0.000860625411082	0.000419966353087	0.000445588483585	0.000443085819818	0.000275129794292	0.000275652975818	0.000231935541059	0.000622653350078	9.81548706538e-05	0.000391930281236	8.87286230732e-05	0.00217515476581
