 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.7617771	0.1913248328	0.0128428936041	0.00698174725176	0.00361551743285	0.000364170133347	0.0206626589394	0.00243109195866
m	0.536521771067	0.395400904067	0.026880302914	0.00736538200859	0.00496140706552	0.000444464887642	0.0211697297383	0.00725604281208
a	0.331265596489	0.538870772489	0.0651363284573	0.00399839572086	0.00670529770171	0.00842644682123	0.00859529232714	0.0370018595071
r	0.174380718492	0.611042685496	0.146843296779	0.00431374456495	0.00615122518817	0.0110313102969	0.00388781954967	0.0423491879434
ì	0.0938335627467	0.658798982632	0.21979167146	0.00522101440165	0.00264376055942	0.00378778532171	0.00147053551702	0.0144526876329
o	0.0559953407509	0.638205978211	0.283776718087	0.0130495884139	0.00145752270277	0.00181439606105	0.000612832731527	0.00508762792438
e	0.0220464517483	0.487564082137	0.433471490696	0.0378646062246	0.00267236894492	0.00509859092958	0.00229577260915	0.00898664565034
t	0.0101537335848	0.265153824952	0.615958422899	0.0765808375415	0.012471474806	0.00610291282749	0.00296559615242	0.0106132102277
è	0.00545635550073	0.123957097111	0.7206145703	0.124423536981	0.0165971193567	0.0030494655134	0.00149070410031	0.00441116755023
l	0.00383455549671	0.0713439332237	0.730515083433	0.16183542906	0.0264056204036	0.00207488001737	0.00126755161867	0.00272296010931
i	0.00730647703957	0.0476599695212	0.546361135811	0.342786081553	0.0442897612819	0.00635191922512	0.00164969611809	0.00359496372495
f	0.00856716473092	0.0250926385731	0.402713025937	0.479812152518	0.0680705362473	0.00900702049171	0.00225633445603	0.00448112129032
a	0.00540847790057	0.0144817674504	0.307184141979	0.560244293506	0.0945017927758	0.0102533245839	0.00230214076068	0.00562404626604
m	0.00451423070099	0.00817206728347	0.156987992726	0.658319731169	0.142086196259	0.017557964028	0.00355382020223	0.00880799352528
è	0.00599606547373	0.00685448091249	0.094451865842	0.65589538439	0.19823884342	0.0251252307227	0.00511678077674	0.00832135472156
n	0.00877474440724	0.00822457990416	0.063133407614	0.595189993463	0.266707748273	0.0318703097076	0.0110014510416	0.015097757347
o	0.0245305033259	0.00926881536452	0.04475472429	0.416031974688	0.341049317424	0.123799292903	0.0183538601605	0.0222114823623
a	0.029652295076	0.00699965620144	0.0219898810224	0.233984686176	0.373728887475	0.278939415701	0.0248893148202	0.0298158394541
p	0.0151985602773	0.00491574510355	0.0133827656059	0.124034734472	0.469806953492	0.293017338367	0.0402066426067	0.0394372483247
p	0.00780523331332	0.00399733603201	0.014608187464	0.092996856624	0.504011603164	0.230627412256	0.0621942235356	0.0837591382949
è	0.00531332321199	0.00324275148723	0.0139236067213	0.0733973585613	0.359944391321	0.304452161952	0.147414797179	0.092311604845
n	0.0063425671558	0.00211444454441	0.00692954487737	0.0418383388338	0.27069748882	0.355530750184	0.235416987593	0.0811298731083
a	0.00942420314173	0.00182662347147	0.00466589493539	0.0282020195379	0.202909163187	0.381420934995	0.235602335464	0.135948808169
o	0.00952699464658	0.00260247929682	0.00513432597246	0.022895679178	0.106175436785	0.372040861665	0.288588091155	0.193036103656
m	0.00818787582086	0.00317185683667	0.00454347394642	0.0192808023607	0.0689084566823	0.317846002288	0.349838105052	0.228223405685
a	0.00717112388162	0.00358330125402	0.00499866365307	0.0166429304049	0.0506016062168	0.246185676429	0.461495074351	0.209321605082
r	0.00422616443014	0.00354399855771	0.00491715805302	0.0134330219632	0.0368800307449	0.14272796697	0.60692313345	0.187348515747
è	0.00309454043498	0.00226586560921	0.00256167593101	0.00754779027593	0.0221388390003	0.0934794113233	0.705633595817	0.163278277716
i	0.00345525051633	0.00220787697327	0.00284983470567	0.00890391978398	0.0168975291204	0.0527442903118	0.689854147939	0.223087136705
</S>	0.00436818776817	0.00293828919794	0.00365075466783	0.012693002017	0.0179336278847	0.0433026552019	0.603107672969	0.312005795852
