 	avete	cucinato	le	verdure	</S>
i	0.932791948	0.02737803807	0.0019784823977	0.0203618687609	0.0174896530303
m	0.745275806667	0.172275748557	0.0113628699366	0.0347323237364	0.0363532433695
a	0.586870430889	0.293956021186	0.0195948223055	0.034694441471	0.0648842969042
r	0.449157925383	0.416836813129	0.0340645860952	0.0292660484759	0.0706746391014
è	0.267023692614	0.612899215043	0.0592669736984	0.0206606493081	0.0401494446718
t	0.195714665158	0.677488249681	0.0859220698995	0.0147350923975	0.0261399012702
s	0.120563128026	0.69521888656	0.138150086566	0.0235546346505	0.0225132713097
a	0.060506725482	0.573354791253	0.305104201922	0.0424384939022	0.0185958014926
t	0.045076635426	0.386976390951	0.473562396041	0.0687533115214	0.0256312705575
o	0.0485014928273	0.248653699317	0.492916767014	0.149003220094	0.0609248217858
l	0.0444875261524	0.121913611539	0.500426720338	0.238661680218	0.0945104615953
a	0.0528061773008	0.0589879031397	0.454506095446	0.299391794193	0.134308024665
l	0.0528670606756	0.0271371986932	0.353928443815	0.385663999518	0.180403282888
à	0.0313559275725	0.0140598930571	0.269741027192	0.472831707623	0.212011423416
c	0.0434622606291	0.0067748259537	0.158547982184	0.580865066325	0.210349847259
h	0.0427477235591	0.0129047637394	0.091410139456	0.707079014775	0.145858356208
a	0.0237202352726	0.0198950072889	0.0623606139767	0.595278176365	0.298745975717
n	0.0277993784102	0.0169924545122	0.0477762797816	0.501539340495	0.405892551566
a	0.0879516203586	0.0213083660643	0.0552779591733	0.474241593698	0.361220460055
</S>	0.139819454368	0.026525597223	0.0594225247167	0.373044319749	0.401188105728
