 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.676939343	0.19790644995	0.0560649083524	0.00629663465677	0.0150764616291	0.0117844719493	0.0149066662197	0.00592647626967	0.00475710477294	0.00060925309085	0.00973225655149
n	0.492668863	0.27961831205	0.127206361917	0.0110073859703	0.0157780512603	0.0122369949158	0.0157048803593	0.00607324384722	0.00489674746187	0.00066900653442	0.0341401662715
a	0.297118574267	0.362013987683	0.266262813039	0.0164732707728	0.00719368495939	0.00462813821914	0.00611412562577	0.00220329530952	0.00179331931509	0.000341340249459	0.0358574425088
s	0.135924037682	0.432866284561	0.375852953013	0.0219776893443	0.00399015554913	0.00190632000655	0.00276516324391	0.000845855026771	0.000681468142532	0.000291784645258	0.0228982732737
t	0.0700394769687	0.46202125352	0.422373874338	0.0201001709014	0.00217561439104	0.00147255190002	0.00203649097294	0.000417928249037	0.000339821290441	0.000445512612067	0.0185772960562
a	0.0326122574749	0.36756541064	0.555325656113	0.0327528453005	0.00180882122875	0.00166458757084	0.0012196651648	0.000217742423547	0.000175492082979	0.000369014781248	0.00628851869787
s	0.0368768077623	0.21862829968	0.639372912704	0.0855902118335	0.00541295152065	0.00245373290131	0.00302986833685	0.000782997088617	0.000195994614132	0.00100178123849	0.00665446111606
ù	0.0462662012181	0.135108116227	0.584423756901	0.207672246878	0.00929085675688	0.0038994217951	0.00408736506622	0.00102080131662	0.000219681396592	0.00121669277402	0.00679486768957
n	0.0520372920787	0.081801595209	0.530255098967	0.300479573893	0.0145295327656	0.00474414470803	0.00402081434059	0.000804005807183	0.000287969646479	0.000781167025282	0.0102587935114
a	0.0560831870589	0.058508579483	0.382679374056	0.430903276231	0.0428199414885	0.010006181511	0.00515774038811	0.00113672327089	0.000510696254293	0.000737790463281	0.0114564752679
n	0.067545813355	0.0438856576677	0.208184179552	0.543540552077	0.0952156246762	0.0160187719837	0.0074869328027	0.00187285439963	0.000735336525098	0.00213182941979	0.0133824190308
k	0.0777557197753	0.0698127362606	0.150683974067	0.426641366026	0.181863566979	0.0409936921746	0.0217856031476	0.00547424230654	0.00528859716303	0.0046081594658	0.0150923365886
ò	0.0505868836641	0.0670238602435	0.0973121240183	0.447708735342	0.232489176926	0.0566913537182	0.0247702089059	0.00657716832298	0.00677583973454	0.0037797271433	0.00628492368909
r	0.0240877067112	0.0288305470598	0.0453240219861	0.597767937781	0.202131853642	0.0669788062014	0.0174025507356	0.00754329996563	0.00313058821705	0.00253089778252	0.0042717996083
a	0.0224987949989	0.0179046742213	0.026819372118	0.525095733527	0.244994463081	0.123506561016	0.0207289061955	0.00977771053371	0.00259232950535	0.00226910054624	0.00381236771415
a	0.0237488286283	0.0117881547593	0.0139262174656	0.317515772642	0.394194236894	0.167263540672	0.0405020720385	0.0148658829721	0.00512356410232	0.00399714255548	0.00707459202295
t	0.0170778728959	0.00893531396617	0.00896016660213	0.191533546747	0.463463638965	0.200671462957	0.0612407561728	0.0236757610769	0.00698283302564	0.00586525439482	0.0115933982292
s	0.0123503883399	0.00862922815915	0.00718504956319	0.166183592929	0.392773360388	0.256144262986	0.0648025852576	0.0317621173256	0.00700964249055	0.00541910836347	0.0477406670006
ù	0.00824592545293	0.00634983639501	0.00485699612354	0.110771943756	0.339817748129	0.335955013662	0.0811109082192	0.0417418201419	0.00945442643612	0.00484967100611	0.0568457000656
n	0.00582573249938	0.004850054239	0.00354104144185	0.0690103384187	0.38077792091	0.328191285221	0.10360655274	0.0584349094206	0.0115602068804	0.00637715224932	0.0278248084997
n	0.0227130674661	0.0136587663946	0.0118580682088	0.0670769690729	0.402249377517	0.268440590607	0.09676958248	0.0615351952935	0.0157324467113	0.00924882015464	0.0307171153583
i	0.0272816271222	0.0149000214692	0.0135610880478	0.0442754477045	0.310878176592	0.308253413069	0.12721350506	0.0884240995778	0.0274110109324	0.00860110903808	0.0292004831551
