 	lo	sentii	ee	che	arrivava	</S>
t	0.942984799	0.025968527037	0.0151377172662	0.00197733378352	0.00285471474721	0.0110769353313
o	0.694899506467	0.241635910919	0.0323546207509	0.0121583867393	0.00750866123835	0.0114429259243
n	0.400063859022	0.389523604306	0.155837729566	0.0168807313584	0.0223938536806	0.0153002193286
ì	0.245480596107	0.436802346769	0.266654093598	0.0112428770661	0.0235915390323	0.0162285657783
k	0.153438829902	0.574213770323	0.239979117899	0.010219336682	0.0100460243882	0.0121029557252
u	0.151220360821	0.524704991508	0.272453218	0.0312530289207	0.00927962630973	0.0110888107117
s	0.120656888358	0.394554217336	0.375505872667	0.0817745725936	0.0181141138216	0.00939436605223
a	0.06310311759	0.253888206812	0.475190017556	0.163660085731	0.0248536514372	0.0193049468219
e	0.0300557747833	0.117947772237	0.478860889385	0.30326645051	0.0373793429491	0.0324898073054
e	0.0177340077078	0.0582831740723	0.369302163995	0.403046296837	0.10574824899	0.0458861490497
k	0.0116274682893	0.0384146971841	0.254901028398	0.421773029346	0.163077581977	0.110206219603
a	0.0146570982644	0.0278226331214	0.179176682546	0.408961966182	0.240796419059	0.128585208188
è	0.0171861378748	0.0156095750645	0.142467264122	0.349740672207	0.383306799353	0.091689562076
s	0.0097495496294	0.0086933937927	0.0873594594336	0.321410306082	0.457608779118	0.115178513499
t	0.00915923162307	0.00781373386803	0.0398839748535	0.283558762311	0.499210713706	0.160373575026
a	0.00922873889982	0.00730826586194	0.0230640505105	0.174643150514	0.553847356569	0.231908434809
z	0.00457970358387	0.00476621562029	0.0127205239935	0.0885366816027	0.596346004856	0.29305086387
z	0.0155097227766	0.00499302794918	0.0123745183925	0.0594735403069	0.631515502952	0.276133681997
e	0.0209096421766	0.00706024471423	0.0204811873188	0.0498962256903	0.551204545251	0.350448164706
</S>	0.0139236992008	0.00812708007572	0.0239261176094	0.0423484737252	0.456652751026	0.455021898053
