 	quando	divento	vecchio	vendo	mia	casa	e	vado	a	vivere	al	mare	</S>
m	0.8031079434	0.10112394255	0.0223253174205	0.0322936473256	0.0095796856358	0.0122041154709	0.00189180223393	0.0055847041153	0.00113286458503	0.00113232757085	0.000746248090612	0.00245986418025	0.00641755628665
ò	0.745043176733	0.11759524707	0.0335935139048	0.0477583578683	0.019693405345	0.0146854582514	0.00280898912642	0.00589260627445	0.00130668308718	0.0011899748812	0.000740686822315	0.00249960650769	0.00719229073115
t	0.719121610244	0.149001646823	0.0539259675349	0.0344520568191	0.0172774468855	0.00769906110015	0.00211284719973	0.00240250397355	0.000697955383601	0.000498876716619	0.000280579875177	0.000978805562508	0.0115506234731
t	0.585836515815	0.251978463774	0.085525050045	0.0269440940706	0.0193899260589	0.00588299178055	0.00527237692556	0.00148418834583	0.00197652575607	0.00081423183009	0.000822718434313	0.00157999144634	0.0124929275203
e	0.373950369272	0.463893620091	0.092848566215	0.0260735499844	0.020048365604	0.00518831900542	0.00620274916115	0.0010866942795	0.00240488820157	0.000931368968796	0.00105652985206	0.00174938245628	0.00456560740006
j	0.200676189244	0.668061972697	0.0917416747383	0.0185655414475	0.008514745519	0.00262567858924	0.00297204438632	0.0011599872075	0.00117503945335	0.000490196947282	0.000483611692785	0.000726333168477	0.00280699497384
è	0.120570090568	0.707254910899	0.140623061513	0.0177950587852	0.00490551649491	0.00197554349957	0.00190980252472	0.00118970524212	0.000723687014194	0.000310326356151	0.00023599767936	0.00034774711024	0.00215855785993
n	0.0747809206427	0.6299625623	0.257388203571	0.0176221333351	0.00761929106022	0.00158015272818	0.00129426748644	0.00108464289581	0.000463883533757	0.000196434603023	0.000136963393382	0.000226231143033	0.0076443143164
o	0.0881973134649	0.421676733833	0.423622062524	0.0397101261317	0.00976797389141	0.00318304381539	0.00173208250115	0.001273616233	0.000588177668519	0.000256847989474	0.000150621503112	0.000215340855934	0.00962607320533
m	0.0690223898003	0.280010886544	0.570003588841	0.0593857595772	0.00858788501714	0.0047411307918	0.00198632318205	0.001233583819	0.000596401210666	0.000250641007198	0.000143522768239	0.000159418218008	0.00387847999375
e	0.0331121233648	0.204606862761	0.56599730428	0.177028368926	0.00954224311905	0.0039765410046	0.00158588540026	0.00104215370296	0.000444267386618	0.000186314421337	0.000132052128711	0.000162672582622	0.00218320962481
v	0.030529869203	0.118988567427	0.575641931427	0.250872972309	0.0137745607397	0.00500464652887	0.00125740317033	0.00174165600828	0.000348932709202	0.00019899837789	0.000127562465675	0.00030959385588	0.00120330716815
è	0.0230033561764	0.0647936237357	0.638546187142	0.24461504277	0.0186575127466	0.00590849195096	0.00121707723618	0.00194879211967	0.000243447226114	0.00016862045433	8.29520506648e-05	0.000304912397965	0.00050998283157
k	0.0109680818546	0.0305537570986	0.601245223047	0.281997764923	0.0492273908355	0.0129644938517	0.00378386691213	0.00566565847814	0.000825650129751	0.000275100954343	0.000188372421195	0.0006950599287	0.00160957596922
k	0.0366989405973	0.0548642062215	0.481093137016	0.250696921108	0.121256441112	0.0223113050039	0.0107013252557	0.0103093605525	0.00354147560901	0.00146639390642	0.00151763323437	0.00250395489603	0.00303889440662
i	0.0448435403044	0.0615188988025	0.291168044205	0.379467911836	0.153665365737	0.0354676150946	0.0135138709902	0.00757227129597	0.00426476937343	0.00184736105151	0.0019290691417	0.00260068651491	0.00214058931575
o	0.0234061660061	0.0253186436415	0.134758814468	0.523275033679	0.190634706179	0.0649552910582	0.0243169726634	0.00483923405532	0.00304431519648	0.0014790726087	0.00121177256457	0.00143428703325	0.00132568825595
p	0.0149182161113	0.0119572168598	0.068368230256	0.51108607496	0.25399004566	0.0866803166861	0.0301902418545	0.0148043566658	0.00289563520909	0.0015395315747	0.000982328527583	0.00137508235533	0.00121272295081
u	0.0097874912277	0.00780970081527	0.0393722364587	0.554224416987	0.255640320687	0.0871860704954	0.0213578031182	0.0177176595886	0.00215290338703	0.00115320553147	0.00078722417579	0.0011331054552	0.00167787760453
