 	ho	messo	uno	specchio	sul	muro	</S>
è	0.6518199089	0.2425527194	0.102975979619	0.0020006398525	0.00011254719915	0.000133066264906	0.000405123479325
v	0.4684651375	0.363327634133	0.159961301034	0.00447242078417	0.00018407382785	0.000695380017655	0.00289404252825
a	0.317177588273	0.480639073044	0.177981693345	0.0147141079494	0.00329207190978	0.00223649862389	0.00395894121196
l	0.135016406018	0.642681573015	0.189917302788	0.0212666519445	0.00443365825575	0.00370739827956	0.00297699340639
a	0.0684665433087	0.695078523005	0.163732073023	0.0599411662622	0.00502075339368	0.00422967698853	0.00353127315407
è	0.0443526470522	0.621549991668	0.170063770474	0.147523469528	0.00802872335566	0.00409318852312	0.00438824075229
n	0.0296033937907	0.473144667756	0.215985451158	0.259565521609	0.00858635156255	0.00683455197237	0.00628008042143
a	0.0535939998236	0.285601939185	0.252094563386	0.350824064136	0.0262645365075	0.0239524372668	0.00766844306114
n	0.0656279339079	0.129514021908	0.273597783029	0.448289061112	0.0359176941958	0.0400451395223	0.00700832688705
j	0.0646182864426	0.0656506688093	0.289994929376	0.455575653371	0.0683084638653	0.0407160117874	0.015135946917
a	0.0561449574235	0.0408024508644	0.275978644592	0.41894610679	0.145626016755	0.0395502090825	0.0229515886603
l	0.0289337126838	0.0284428274375	0.189270058031	0.479653260263	0.185620188185	0.0542894000875	0.0337905397401
ì	0.0183441071493	0.0203083193762	0.114647883156	0.431374130601	0.318864413728	0.0606853227825	0.0357758316667
s	0.0112020013464	0.0098754094724	0.0686622955207	0.327918506447	0.461004175909	0.0743362005942	0.0470014157394
t	0.0116871847234	0.00621061903754	0.0307168955849	0.280278345406	0.475891586236	0.109891862818	0.085323495547
o	0.0161561570124	0.00517025391192	0.0207565163603	0.210690761519	0.441468881279	0.176451675359	0.129305742992
t	0.0113799664262	0.00527173291924	0.0159517538748	0.146506243104	0.428021440026	0.254210541513	0.138658314411
ì	0.0064774280408	0.00389651586968	0.0071475269396	0.107400947512	0.369933306342	0.384058123364	0.121086154817
c	0.00563295349063	0.00232156305429	0.0056986845732	0.0989109999867	0.301203300447	0.463223245455	0.123009253406
h	0.0104503862372	0.00493048690476	0.00516700088573	0.0950024779329	0.314230883616	0.424949597152	0.145269174055
o	0.0117807014111	0.00796954373252	0.0141645289839	0.0634306078443	0.240588372019	0.361423216051	0.300643042838
</S>	0.00790704984555	0.00833705228126	0.0247043226669	0.0457543789322	0.16720010103	0.310324015025	0.435773085869
