 	il	morto	vuole	pianto	</S>
o	0.859766829	0.098072092537	0.0185389020695	0.0184237879666	0.0051983845895
p	0.701087346	0.238638891579	0.0327934491965	0.0187656838726	0.00871463059063
e	0.501318325067	0.448169630526	0.0319188880322	0.0109818510003	0.00761130017274
s	0.307621428816	0.646565771509	0.0280878786041	0.00776260094657	0.00996232892745
a	0.171188443483	0.77835051517	0.0350665378147	0.00474964574592	0.0106448650781
m	0.0865274112983	0.850606827057	0.0431647035382	0.0102867042797	0.0094143398997
m	0.0557215209034	0.809626435686	0.0885687871127	0.0163020325912	0.0297812135056
è	0.0690890520318	0.701125254562	0.163342636638	0.0213271920747	0.0451158535739
n	0.0551777818373	0.711337578187	0.163510096346	0.028485286675	0.0414892568866
o	0.0728937075924	0.551028522129	0.272455303249	0.0525092649175	0.0511132261713
t	0.0735713819228	0.264493708643	0.524950693083	0.0814745262432	0.0555097198638
è	0.0268240194423	0.132691336381	0.724230080361	0.0745675388897	0.0416870702279
l	0.0111199362664	0.0646652674003	0.775062429454	0.0945601793386	0.0545922377653
i	0.0350478843411	0.0477331475601	0.569991973485	0.18294789024	0.164279134578
g	0.0600972167275	0.0345516744534	0.408762748828	0.269680693867	0.226907675626
l	0.0455832604503	0.0243784057791	0.326163964276	0.357637690822	0.246236674075
a	0.0331458544268	0.0235337583817	0.182525673165	0.452562208407	0.308232498458
m	0.0241575241016	0.0198519350606	0.129046162882	0.549060877869	0.277883501219
m	0.015354043594	0.0242370257222	0.119038647984	0.538740117356	0.30263017854
è	0.0256740191041	0.0296020246407	0.111593776125	0.443547675305	0.389582518313
n	0.0461342782532	0.0298028665906	0.115781481995	0.433359388555	0.374921994838
o	0.0597082001842	0.0375762785399	0.0971632812317	0.341841052612	0.463711181613
</S>	0.0645021992621	0.039720684705	0.0804916803258	0.232200743946	0.583084668306
