 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
s	0.953804878	0.036312004884	0.0040499270015	0.00121928410241	0.00076322809327	0.000255407361728	0.000897541869044	0.000153216587134	0.000643319389809	0.000293217499175	0.000194276419743	0.000215929433262	0.000148102403605	4.85541741503e-05	4.51637160895e-05	0.000134589401917	0.000821330643524
ì	0.912159842667	0.072385799148	0.0071697430145	0.00209750739887	0.0016934350567	0.000397805683215	0.0010854317036	0.000229768220807	0.000667428717673	0.00042935353092	0.000295749074728	0.000271742697002	0.000147936071457	4.97507525269e-05	2.33830645121e-05	9.96309099203e-05	0.000795693938065
m	0.858742989556	0.0939864474093	0.0336601598935	0.00272481290844	0.00276122786473	0.00108925367476	0.00325830485448	0.000391884796094	0.000813281711097	0.0003806319002	0.000259829135307	0.000196837975143	9.54222657466e-05	3.98010770339e-05	3.23134026612e-05	0.000130952402402	0.00143587803508
b	0.693791236119	0.191317292536	0.0555765162112	0.0240936656464	0.0103010308472	0.00608236183742	0.00718379734158	0.00247588738857	0.00131220066545	0.000803973266922	0.0015181214552	0.000326757478199	0.000410580889074	0.000447374499592	0.00167673683149	0.000719619738831	0.00196286749336
e	0.439685912066	0.399010855245	0.0890068250037	0.0335945251668	0.0124664521197	0.00750776961287	0.00602768626693	0.00303695510781	0.000999215032843	0.000879270559249	0.00197689885625	0.000343069997721	0.000528935843963	0.000581637559987	0.00229053548628	0.000927343640178	0.00113612894294
r	0.341503427515	0.466795276148	0.145625919001	0.0236303784196	0.00694817690323	0.00426761310276	0.00271793917578	0.00131921681272	0.00110847132344	0.000687913444621	0.000836854899219	0.00068174031295	0.000276791686022	0.000296486171978	0.000951897115798	0.00052475779513	0.00182716224356
i	0.251775022778	0.531763877783	0.177019971067	0.0237437534439	0.00487144062454	0.00283752637391	0.00142569856023	0.000666560491646	0.0010737155608	0.000599521219275	0.000378824381547	0.00078209404216	0.000143052848664	0.000187260610787	0.000422568056336	0.000305881102136	0.00200322112938
d	0.124635996933	0.564192791128	0.260610001956	0.0300270517946	0.00634230212765	0.00361386929322	0.00133012973811	0.000503852182744	0.00109476836911	0.000620033437327	0.000274928461967	0.00064609701632	0.000121842203561	0.00012583246142	0.000234215730579	0.000178062513978	0.00544820722761
e	0.0779068673497	0.583891293576	0.277181473919	0.0384293149315	0.00729508345322	0.00390711001694	0.00131010680964	0.000440182341178	0.00110010255436	0.000627331903108	0.000230565759505	0.000600134335301	0.000111652132123	0.000104854680076	0.000166959195579	0.000126968525445	0.0065700015748
c	0.0469890057452	0.524275954725	0.322971777573	0.0532248859772	0.00977329711507	0.00437665315285	0.00183314958615	0.000690245623323	0.00130864993541	0.00105654261394	0.000508097501971	0.000753203106914	0.000167051199064	0.000159719633115	0.000222930647689	0.00026439568464	0.0314244371856
