 	se	si	era	vestito	la	figlia	l'	avessi	portata	alla	chiesa	</S>
a	0.544198442	0.2445860774	0.129831133743	0.0030874487875	0.0028337995983	0.0011908695288	0.00048731050603	0.00185267953618	0.0011391370874	0.00204230112294	0.0030888972836	0.0656619478073
n	0.252215239036	0.335272989933	0.320568824514	0.0104603263005	0.00446005307857	0.001304336311	0.00045796354341	0.00171694291989	0.000945164260987	0.00206449416009	0.00419342483668	0.0663402778986
ì	0.091510619546	0.359738297244	0.492364583505	0.0141018728868	0.00868795652819	0.0012847869798	0.000482341038279	0.000898270809547	0.000634785566231	0.00133153784558	0.00501465803743	0.0239503039693
c	0.05111471518	0.394537417548	0.477386531368	0.0215820159289	0.0203254083074	0.002335724989	0.00952056099484	0.0059296331876	0.000613013602185	0.000917565984063	0.00651532187732	0.00922207781213
h	0.04537681354	0.386067870716	0.421031729323	0.066162452823	0.0396340767398	0.0036462137976	0.0145858897112	0.00973296293048	0.00078485346156	0.00276807407949	0.00670812834418	0.00350091552104
a	0.0287424192467	0.258557447512	0.407622261841	0.208016528988	0.0631618230106	0.00753574089713	0.007958570151	0.00669096359748	0.000898419397705	0.00376284098633	0.00567317871534	0.00137978527779
n	0.0139449523309	0.112233798157	0.407986147347	0.345209348503	0.0777516931969	0.00867263649464	0.00394016720427	0.0044606373197	0.00221268696942	0.00177511002423	0.0212476531997	0.000565143102243
d	0.0286090748056	0.050498072839	0.314079841982	0.391607478974	0.131031630772	0.0175335774315	0.014592357059	0.0127595030511	0.00303135545396	0.00313522369509	0.0322701590693	0.000851718902454
ì	0.0321395332925	0.0321214637597	0.180675050253	0.453800912691	0.208257176057	0.0339353619372	0.0193001043742	0.0146775998793	0.00183938147675	0.00371647540072	0.0186777255367	0.000859229842501
s	0.0210867889882	0.0248258836466	0.14955739481	0.47136316283	0.258446910019	0.0378166538257	0.0114141564739	0.0064750142177	0.00216136848455	0.0025565914158	0.0133778230817	0.00091825499209
o	0.0208378182439	0.0187490870235	0.103348418247	0.346023121077	0.398446590006	0.0747159954752	0.013987194346	0.0047070805559	0.00273225722205	0.00284605927468	0.0125124335093	0.00109392002339
n	0.0135895149224	0.0126049775518	0.0443103242123	0.241215282559	0.534304386669	0.100266028758	0.0149886157353	0.00703183506097	0.00519441127408	0.00204965893704	0.0236152392218	0.00082970764215
t	0.0114799204361	0.00847587688433	0.0233364100561	0.171896179853	0.560508219556	0.117779515786	0.0253458229918	0.0254334066597	0.00658825272043	0.00563559029285	0.0420690579731	0.0014517492253
a	0.010027764617	0.00457381370251	0.0104388261914	0.079520016751	0.569822001185	0.207792484995	0.0439131353573	0.0286746529546	0.00387889583453	0.00761688290018	0.0323403905955	0.00140113575982
i	0.0110329756019	0.00407515628684	0.0058732830858	0.037098628137	0.491091889728	0.319008382332	0.0751121678324	0.0233738636749	0.00607114782656	0.00933191013799	0.0153083599615	0.00262224030663
k	0.017567713032	0.00528901714161	0.00678178704993	0.022651847679	0.356648912576	0.408094748111	0.0922982784775	0.0378149903796	0.0195046697235	0.0095194258224	0.0154353372378	0.00839329609127
i	0.0300788402171	0.00562220984294	0.00591947784931	0.014279102031	0.263961390859	0.48854954937	0.102001690426	0.0394799145172	0.0215129286608	0.00461379609253	0.0148506382088	0.0091304976889
a	0.0297211657061	0.00413134612338	0.0035906664311	0.00609461788033	0.159008379046	0.538407575123	0.157536198009	0.0509259359564	0.0233773872353	0.00943614409051	0.0119531694019	0.00581743193281
t	0.0167718241037	0.00282444136506	0.0026260098589	0.00324005220144	0.0796093499753	0.544658015041	0.176906838803	0.0911043492521	0.0483217549204	0.0118915379508	0.0141000183062	0.00794581203374
è	0.0183318620273	0.00220861865662	0.0023946058073	0.00211931713648	0.0511333769518	0.538686635014	0.171565533734	0.129432676864	0.0563232244468	0.0075469154436	0.0129264775604	0.00733077114206
r	0.0152836465186	0.00153290849521	0.00215807631863	0.00182199896283	0.0418111177706	0.553274846338	0.183126930578	0.123298214928	0.0579551559756	0.00566812292787	0.00895084958751	0.00511815026527
a	0.00613485649	0.00186942024107	0.00161204947514	0.00227591609674	0.0351843054235	0.455643566579	0.264601101526	0.128604192389	0.0767385459252	0.012611341228	0.00921415301117	0.00551057873466
i	0.00857613795667	0.00281696400436	0.00198475029958	0.00200480281638	0.0164475197585	0.247778669393	0.280347884842	0.225114228796	0.154285711175	0.0317090739427	0.0190270602964	0.00990722213155
n	0.0119701207774	0.0034677297672	0.00299238258724	0.00319807373806	0.00911247113617	0.134520882731	0.178293875014	0.301518707532	0.269012310392	0.0383707482276	0.0246349801695	0.0229077256429
ì	0.00845090697427	0.00300555253121	0.00311468781473	0.00346682968409	0.00702365305406	0.083994063457	0.113851688471	0.381722902244	0.309717035464	0.0393079021225	0.0209598102145	0.0253849743776
c	0.00562962264814	0.0034411344015	0.00446285798838	0.0028194582523	0.00875990309869	0.0664055827657	0.0860985160903	0.380186847348	0.363300396488	0.0419096601742	0.0171798834808	0.0198061462015
h	0.00474311920668	0.00347482739341	0.00461652391066	0.00284133687303	0.00928303286556	0.0818218937886	0.0934421522301	0.290459335249	0.414182647896	0.0500037861247	0.0202632334263	0.0248681266723
a	0.00310623753147	0.00178206562336	0.00223897308695	0.00172095113294	0.00492588587585	0.0698978893362	0.0745084419434	0.22950093075	0.426022179032	0.132131589708	0.0256795154681	0.0284853648332
p	0.00298776412133	0.00151995789054	0.00168147240962	0.00277390994165	0.00434716579842	0.0435597831901	0.0422597393478	0.155988194917	0.467463006344	0.175656789369	0.0396481350694	0.0621141027044
à	0.00277148363128	0.0013910518652	0.00166844973911	0.00304362769908	0.00362196022794	0.0254159286214	0.0257545284293	0.160088265146	0.434678934115	0.16804460459	0.0762244259365	0.0972967523748
r	0.00148188125909	0.001035648698	0.00185409146304	0.00182613343269	0.00199137293505	0.0181897397605	0.0255605112964	0.163485230889	0.419733586705	0.185231713997	0.100792610979	0.0788174814916
o	0.0015117560177	0.00225427521267	0.00212231553235	0.00252877584056	0.00265271174275	0.0179158692268	0.0317066975721	0.100392820696	0.338738844668	0.268608546866	0.138453658753	0.0931137206439
n	0.00229192359883	0.00305496205649	0.00343120305618	0.00354682913515	0.00335479474978	0.0144099149243	0.0237255396454	0.052927783932	0.269664256656	0.329690513355	0.185625356378	0.108276917481
t	0.00325593107601	0.00202578828781	0.0038932731507	0.0028850271585	0.00286943966383	0.0113774208384	0.0150387133271	0.0849774273907	0.258725579352	0.326180750452	0.185100891626	0.103669768878
a	0.00341237537254	0.00156759729438	0.00272220439107	0.00202209593825	0.00435300226764	0.0161166759798	0.0141143262184	0.0964761553102	0.158780377317	0.338027326151	0.203820962812	0.158586910743
s	0.00357392926645	0.00235043954635	0.00564183670592	0.00211238372488	0.00446095631339	0.015532641071	0.0117355609648	0.0451417648167	0.111925379306	0.341612865384	0.259867941541	0.196044305314
t	0.00461649779178	0.00279055843784	0.00604062368677	0.00162257106695	0.00278699239122	0.00787012255167	0.00595517070667	0.0259167711189	0.0899290475687	0.397888510461	0.277798148254	0.176784978858
