 	avete	cucinato	le	verdure	</S>
è	0.898428688	0.04004646544	0.0042732072011	0.0515714563182	0.00568018768377
c	0.794476316	0.127301397927	0.00883968523997	0.0599996022364	0.00938301596686
h	0.651792658667	0.294338907576	0.0144561094667	0.0321245113235	0.00728783079754
e	0.469539531622	0.475135441859	0.0322734266422	0.0187937645688	0.00425784470483
t	0.281969806441	0.580408147286	0.102856060881	0.0239967395499	0.0107692424983
e	0.18149646848	0.605187090429	0.167009543294	0.0338554507466	0.0124514496655
m	0.132467152287	0.573390146143	0.237921666765	0.0346072113588	0.0216138335952
a	0.0865878223557	0.444897379114	0.342632462055	0.0723733214356	0.0535090220651
r	0.0631603296359	0.272505756571	0.470534252018	0.122662942348	0.0711367193884
à	0.0460824694693	0.140442442124	0.594094100006	0.145301513321	0.0740794629961
t	0.0386194072791	0.074832670108	0.663342818002	0.159739136558	0.0634659530987
a	0.051220340229	0.057176096336	0.558569612001	0.205371302119	0.127662641233
t	0.0542945460224	0.0405398683653	0.412426425334	0.30553802484	0.187201121111
a	0.0377076120509	0.0231239791778	0.317355062111	0.389518233747	0.232295095237
l	0.0329615976479	0.0141368790973	0.18765804637	0.471198638049	0.294044828412
à	0.0249393442149	0.0079414395111	0.10833030672	0.562607154443	0.296181753291
c	0.0379153553063	0.00401180443703	0.05295496913	0.641399878374	0.263717984717
h	0.0395002276787	0.00755765643614	0.0356572001077	0.740194805258	0.177090095072
a	0.0238348027602	0.0162654377821	0.0321751658682	0.600752560286	0.326972040124
n	0.0361652270675	0.0206556216503	0.0348449853683	0.466845503095	0.441488691508
a	0.0990594848189	0.027255091387	0.0526568644836	0.423420924965	0.397607656303
</S>	0.148680592393	0.0330101528689	0.0609926787568	0.318305499682	0.439011088152
