 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.7447540085	0.13696258931	0.053290230015	0.0106925167908	0.00786150296329	0.0113759972506	0.0022055936706	0.0328575641348
g	0.582231419633	0.21659705807	0.110079411992	0.0209005643357	0.0082126369334	0.011875093182	0.00296911296088	0.047134688573
r	0.354668595944	0.366105448423	0.205664776264	0.0216551153972	0.0047504267422	0.00599822141307	0.00355171201496	0.0376056723044
a	0.149764835968	0.363065904674	0.414994545221	0.0190309849191	0.0094356922414	0.00969247677276	0.0136101234294	0.020405424199
t	0.0876587224093	0.288230717491	0.52230157274	0.0441146728197	0.0130973301938	0.0119785929972	0.0167703278827	0.0158480736548
s	0.0523045595498	0.299212861297	0.49342392018	0.102228801167	0.0216118706873	0.00827447979773	0.0085142177699	0.0144293161901
a	0.0356410655673	0.186182449839	0.590026818327	0.120274546349	0.0409145086011	0.00871953618791	0.0122755165155	0.00596559216301
è	0.0290729418864	0.0702870807397	0.682366393442	0.134051371383	0.043247060843	0.01455452004	0.0215128769028	0.00490775803784
n	0.0432240192841	0.0275135790532	0.604999213347	0.217671164994	0.063910465361	0.015488412376	0.0184301765503	0.00876295431491
a	0.0625486470567	0.0152893250177	0.407626599982	0.287065765998	0.163080625454	0.033563615552	0.0212121260541	0.0096132756603
n	0.0652138534402	0.0149775088419	0.235195201327	0.339936750533	0.256483908485	0.0488812124173	0.0262028011634	0.0131087560301
g	0.0820900699857	0.0207671094286	0.139216025576	0.329824386171	0.349208919028	0.0411720779724	0.0223432168811	0.0153782067334
r	0.0647271540382	0.0190674332701	0.0739285773253	0.276333183984	0.484343137209	0.0483066935241	0.017139094827	0.0161547393191
à	0.0257732401381	0.010094620632	0.0333539651284	0.216037814395	0.565902505736	0.121712951375	0.0115607529023	0.0155641519557
m	0.0138238303097	0.00515744841667	0.0201686025695	0.156488353265	0.555156541245	0.182565347992	0.0449580354141	0.0216818250252
m	0.0090164956269	0.00542684373289	0.0145723262385	0.111637070475	0.605619451082	0.160420734064	0.0662558557354	0.0270512069607
a	0.0115342445223	0.0057213491123	0.0113029624862	0.0523638426117	0.520076737961	0.309105105221	0.0547293759158	0.0351663821138
a	0.0157803201221	0.0040513822921	0.0096954938342	0.0235565073519	0.249265831787	0.52693177774	0.118652287972	0.0520664008913
d	0.0155894519754	0.0096901872085	0.00754926415153	0.0158998113586	0.120074722262	0.49120738458	0.245797184104	0.0941919988838
r	0.0135241952736	0.0118677125483	0.00592816144611	0.0126377882529	0.125811331754	0.345317275527	0.299929262701	0.184984297208
e	0.0111559536924	0.00661708954315	0.00507575279097	0.00831739775963	0.110359974138	0.301240809176	0.303737970234	0.253495083563
f	0.00981777266807	0.0062516821522	0.00420924623012	0.00902915234988	0.0521062111793	0.307247548525	0.372531100078	0.238807299821
ù	0.00953776277869	0.00621331228577	0.00366880671317	0.00829282983863	0.0265485002264	0.270456362242	0.514019956026	0.161262463207
m	0.00716409321556	0.00365798299976	0.00298658405352	0.00508339251628	0.0137025783381	0.212070085681	0.653669425342	0.101665847269
m	0.0145349228898	0.00448149971005	0.00865412657477	0.00785245061623	0.0225128651887	0.190278295127	0.624283954447	0.127401872956
u	0.0217328030233	0.00684240991628	0.0196077518084	0.0174648441441	0.0283721419702	0.159209102929	0.420837630016	0.325933309385
</S>	0.0192686978417	0.00682470270614	0.0236095167437	0.022838072178	0.0230339140461	0.118628231945	0.300316232808	0.485480633893
