 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.822651348	0.16108732283	0.00594555139268	0.00242374434112	0.00451272666202	0.00034217004562	0.00303717566603
m	0.668808684267	0.30326379941	0.0120806065909	0.00288774282551	0.00513592525021	0.000507052457438	0.00731622505673
à	0.444177543889	0.519399427603	0.024649592097	0.00184637038764	0.00256829726677	0.000412805903568	0.00694598871711
k	0.259463736296	0.650283017868	0.058831304399	0.0166987785247	0.00299862413209	0.00126140857177	0.0104631210037
i	0.162648075999	0.655283569289	0.1394032988	0.0250970911042	0.00428894317963	0.0016171744393	0.0116618292688
n	0.0934894996863	0.645150295096	0.234601734267	0.0171143864387	0.00329471266021	0.000963230158436	0.00538612691967
a	0.0638368763468	0.460895455299	0.450147796756	0.0170888709396	0.00288600271807	0.000854323476079	0.00429067532498
t	0.0351116423083	0.222830496166	0.701079405585	0.0324501730999	0.00372261319069	0.000768544221293	0.00403714282495
è	0.0154735558988	0.103058891275	0.828874675195	0.0448280394733	0.00421746159956	0.000583178884178	0.00296421722503
l	0.00738614328627	0.057306636045	0.862103245065	0.0639029702178	0.00455759577985	0.00186262844067	0.00288080797199
i	0.0229634676254	0.0566346367017	0.716910392355	0.165544380559	0.0291526228106	0.00391082222909	0.0048836990756
s	0.0283191872335	0.0451511515299	0.564376910785	0.311455675786	0.0414381918769	0.00378204029236	0.00547684460663
t	0.0135919524639	0.0234262733953	0.483661157595	0.399498279795	0.064310419199	0.00618444207012	0.00932748093344
i	0.012214578759	0.0241418087158	0.338529261025	0.431879958865	0.165826472366	0.0117389072347	0.0156690141332
a	0.0119631605237	0.0259673844223	0.183759298964	0.469292326288	0.267352024989	0.0165602747222	0.0251055262383
m	0.00997401074257	0.0277374932765	0.127402250497	0.537567124229	0.24091983013	0.0249225733094	0.0314767131171
m	0.0123647790365	0.0315693513516	0.109083424124	0.47377631701	0.293903816977	0.0256049463631	0.0536973625657
è	0.0358532113898	0.0219774389546	0.0653088903793	0.32907574247	0.449152611926	0.0366870551477	0.0619450576059
n	0.0412512147086	0.0254843597289	0.0977695896064	0.38977979849	0.359748833509	0.0471393474159	0.038826843486
i	0.0297246246369	0.026574055403	0.104866496889	0.340849267663	0.390009222436	0.0706693857986	0.0373069241953
a	0.030621044599	0.0208697095455	0.0450517660001	0.139040292785	0.547194244812	0.13707992232	0.0801430047518
t	0.0254836870186	0.0244729092611	0.0252308298669	0.073358328489	0.509910736271	0.210089228373	0.131454274451
t	0.0172125097458	0.0202814101972	0.0194270245571	0.0472880409317	0.490631500757	0.214642447991	0.190517063884
o	0.00958333502655	0.0116333030734	0.0148870350608	0.0277831893252	0.442087442052	0.24405283253	0.249972862455
m	0.0109698373655	0.0124367108089	0.0103679430843	0.0255503272577	0.296416576084	0.347678807643	0.296579810045
e	0.0161937186185	0.0208385805274	0.00941024350343	0.0245150868192	0.205101156428	0.385511598414	0.338429628408
k	0.0179537775728	0.0252368804486	0.00900823676181	0.0174223336037	0.145631778676	0.435112182138	0.349634813329
k	0.016566869909	0.0192901280763	0.00893689475194	0.0178595860119	0.114055375359	0.435380263379	0.387910885043
à	0.014326896707	0.011145387829	0.016262844368	0.0164132260706	0.104951731693	0.453492369793	0.383407538848
n	0.0167876562585	0.0195083147339	0.0352457605173	0.0145940832982	0.059819421551	0.562502037264	0.291542717783
i	0.017604405307	0.0245605476402	0.0370880579998	0.0142456860321	0.0448629855437	0.495447985755	0.366190324028
k	0.0231019608585	0.0224976469471	0.0245537758803	0.011892259528	0.0330372235779	0.469572928585	0.415344206709
o	0.034465775409	0.0285912979021	0.0233935560694	0.0152878615153	0.0292309307606	0.426875631062	0.44215495935
</S>	0.0379602018045	0.0294082981221	0.0233423751251	0.0198126998677	0.0392898809573	0.306330876831	0.543855674045
