 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.6130088089	0.30212060282	0.0151769792424	0.00226717189505	0.00142972703944	0.00125860183857	0.000732825533608	0.00275494537654	0.0612503591275
n	0.303240286133	0.59725532134	0.0247665712141	0.00456854472902	0.00213735764381	0.00150445104558	0.000798145876439	0.00279223324875	0.062937131554
è	0.109893949154	0.777217329113	0.071689161538	0.0115570722957	0.0025534709774	0.00112562437721	0.00104159813847	0.00141756879283	0.0235042657604
r	0.0594931695413	0.735342395038	0.151275319246	0.0319975709112	0.003861992447	0.00135209927262	0.00108652099809	0.00093043300957	0.0146605259097
k	0.0633732017471	0.624994756346	0.219327010482	0.0443999205704	0.00874012568673	0.00182875987841	0.0191538970897	0.00447106329184	0.0137112775741
e	0.0460055591247	0.419103981649	0.433485608694	0.0500864250568	0.0104761524202	0.0023333529568	0.0252977993138	0.00585276231057	0.00735835776895
s	0.0237888291619	0.256082315016	0.572907570231	0.120038761552	0.00946439542007	0.00371524879627	0.00877505346903	0.00245868082067	0.00276914371223
e	0.0164589842286	0.166865100872	0.590259286744	0.195612142184	0.0177477236167	0.00633877068362	0.0035304610971	0.00159996657773	0.00158756028106
k	0.0111056461249	0.075662901224	0.572390289581	0.292509661861	0.0319710974622	0.0119902002981	0.00175500258299	0.00117463620389	0.00144055664695
u	0.0101321249912	0.0424773292833	0.48342602186	0.37243281062	0.0632227328874	0.0185995064927	0.00152498892126	0.00122220764093	0.00696227477416
à	0.00750624457973	0.0195457365164	0.381446170553	0.410395250207	0.124530279029	0.0369991858376	0.00285946597322	0.00718486601434	0.00953280334125
i	0.0102564467903	0.0104557420075	0.213076868544	0.410769688402	0.25189872501	0.0736309081192	0.00601247623294	0.0126850070508	0.0112141374644
s	0.0127380846624	0.00548405201717	0.097158878808	0.391849273134	0.349109402337	0.116499986306	0.00666698510431	0.00880209139773	0.0116912293646
à	0.0119515854045	0.00340868637172	0.0532008120493	0.323859698311	0.386002296779	0.201191659235	0.00871147646144	0.00558055018271	0.00609321732324
m	0.00862136844297	0.00246496654724	0.0339174377131	0.289274314037	0.386997941593	0.237887268812	0.0142016279938	0.0178357458878	0.00879933158661
b	0.00856299581712	0.00561064830241	0.0201374566984	0.300275166632	0.352086262531	0.226304796004	0.0243647309513	0.0502350674199	0.0124228757257
a	0.00907977013611	0.00754100399414	0.0146893659855	0.173477297184	0.294544850644	0.367614682668	0.0666474215571	0.0569732130056	0.00943239265123
s	0.00565727773527	0.00482905968565	0.0101849794336	0.079521113428	0.267267706015	0.488629937556	0.0894840245857	0.0427986873752	0.0116272223957
u	0.00437116719526	0.00447074491482	0.0100270167891	0.048202148775	0.216437092538	0.507376759185	0.152750864729	0.0407057167584	0.0156584916406
v	0.00785165977375	0.00386903609787	0.00843814258777	0.023152200944	0.123252270179	0.561330344395	0.20262610971	0.0385170609328	0.0309631737502
o	0.00920631587525	0.00372205116356	0.00679148251792	0.0133441173753	0.0843311305263	0.560338456132	0.230473599103	0.0580434264843	0.0337494294501
r	0.0104214682367	0.00349872498425	0.00485541556864	0.0074501672091	0.0573839039088	0.470728289377	0.304935805568	0.0905006528014	0.0502255816034
à	0.0103687919819	0.00227170333848	0.00275819007688	0.0046271139677	0.0371519716163	0.370399586459	0.390622591523	0.121167910667	0.0606321341345
z	0.00430233471923	0.00167307659483	0.00177900105829	0.00279133519723	0.0204913566521	0.330535046153	0.424209363174	0.162456091782	0.0517623744782
o	0.00220288947034	0.00209134940428	0.00169185978523	0.00257532386174	0.0156095650574	0.247817240051	0.429477943725	0.202189027087	0.0963447911261
o	0.00866844144411	0.00465513191676	0.00246574637268	0.00273700229525	0.0111609303858	0.12681479771	0.399395317708	0.280957129696	0.163145493709
t	0.0146674922457	0.00460850030219	0.00318575560196	0.00261636154357	0.00806948781833	0.0742807829967	0.340766764036	0.389711097765	0.162093757336
s	0.00956010618073	0.00277677771037	0.00302903007179	0.00169579886088	0.00530495935324	0.0474552758122	0.318589934079	0.489601272188	0.121986866525
o	0.00405470431057	0.0026809070153	0.00238859354146	0.00155064316057	0.00474083032155	0.0302333415507	0.23173817276	0.533680837129	0.188931989608
m	0.00256897293779	0.00205162754953	0.00158375551782	0.00144229565072	0.00430605227292	0.0176128427102	0.163517078387	0.563802916376	0.243114478176
ì	0.0017994779954	0.00147358717547	0.00106684104227	0.00129258154751	0.00229729753164	0.0104601556101	0.115583492729	0.598984987459	0.267041592912
</S>	0.0011663434003	0.00151416438174	0.000839746094135	0.00163681641445	0.00194524330782	0.010099781875	0.0779095395645	0.594626714729	0.310261653956
