 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.6099018547	0.35953485842	0.0037043511194	0.00450684073324	0.00242946727244	0.00176798660545	0.00381094711656	0.00262338855203	0.00141167130011	0.0012790693265	0.000561978515615	0.00111476890729	0.00575739909348	0.00159540582404
p	0.425947380267	0.514941619207	0.0241244255945	0.0100892542735	0.00295030133257	0.00208850773334	0.00453413036064	0.00277088643707	0.00145828076055	0.00148774313625	0.000559854241628	0.00111398297789	0.00585892262429	0.00207471239154
e	0.309219047116	0.622790956402	0.0381956769062	0.016597835768	0.00193275826606	0.00124558874859	0.00288861721546	0.0012181516096	0.000756861718711	0.000800026222609	0.000234833453935	0.000456031024726	0.00216954962911	0.00149406283821
t	0.219680006323	0.706655327467	0.0335360406067	0.0264877333383	0.00405054350913	0.00177477163465	0.00299466246067	0.00089979358974	0.000517332094759	0.00102635216716	0.000138364003405	0.000250320593507	0.000980460410152	0.0010082859395
à	0.143053237966	0.715976001822	0.0954773060602	0.0331257856454	0.00491836567849	0.00183531726064	0.00240227208469	0.000684886864627	0.000227857434341	0.00106255834551	7.15110364393e-05	0.000119629804093	0.000500502579179	0.000544760277256
c	0.0759157560227	0.726515241274	0.118718765073	0.0263820172071	0.00448588348376	0.00396475582621	0.00219704884003	0.00341076875794	0.000337048066132	0.000935261926221	9.84607558514e-05	0.000201545092575	0.00314869391062	0.0336887458114
i	0.0690792230929	0.583708068825	0.178919845858	0.076038742869	0.0270686862855	0.0057765141296	0.00370390722041	0.00467156138803	0.000547769833322	0.000958190896057	0.000301945641046	0.000327479661272	0.00410431906833	0.0447937488775
a	0.0564558615583	0.299922292608	0.330209100266	0.228862296356	0.0441565512752	0.00763229847453	0.0049693903008	0.00373293095434	0.00137640156107	0.000539056256839	0.000878425570859	0.00106107881133	0.00317389106803	0.0170304349368
e	0.0231552771921	0.127258690569	0.362600502915	0.361193490452	0.0608772178717	0.0171717631582	0.0106548597869	0.00608355117111	0.00376430061484	0.000661684223433	0.00293049181463	0.00463075215261	0.00613600429828	0.0128814140325
t	0.0131845396014	0.0646823413563	0.244324416038	0.435451318151	0.116745251624	0.0247576668061	0.030408318489	0.012747477027	0.00525550002284	0.0206388420983	0.00332912130822	0.00556546226954	0.0110589946229	0.0118507361958
o	0.0129127565929	0.0399987289388	0.130413698099	0.45158322405	0.225083709208	0.031081138922	0.0400083853963	0.015062730169	0.0041475451399	0.0272166012525	0.00177182675647	0.00312424537793	0.00977912740883	0.00781626093852
s	0.0109201495501	0.0225508866509	0.0860631061263	0.377338458017	0.339897082403	0.0433564506407	0.0563898291388	0.0198711749763	0.00555270672172	0.0207151060346	0.00174372294982	0.00220801759483	0.00694309393739	0.00645019141293
ò	0.0063853042821	0.0137958517603	0.0429486542354	0.282238149072	0.479166363468	0.0495980209802	0.0667439971129	0.0214552595338	0.00587574605452	0.0186673445849	0.00145903466964	0.00130290017761	0.00570204547403	0.00466131108718
z	0.00463052807877	0.0108252347818	0.0376580205611	0.279474148357	0.458190590689	0.0707100246934	0.0766944158643	0.0239693585529	0.00452665527932	0.0214582868945	0.00137359078625	0.000723339155507	0.00394662537308	0.00581917910932
u	0.00681581429912	0.0102549596879	0.0540054399664	0.231473793719	0.406877944896	0.111079988164	0.108084613315	0.031105301771	0.00509997011031	0.0227115472392	0.00219193673895	0.000683779625742	0.00343219501636	0.00618271135931
m	0.00727544718724	0.0077664103217	0.0475695129628	0.145195014973	0.391950827432	0.148082697255	0.157807620705	0.0352884646103	0.00936801578344	0.0388292597331	0.00300653367892	0.000835141969507	0.00204804501711	0.00497700091588
e	0.00709977659575	0.0058771653927	0.0262296316529	0.103607182658	0.323773209811	0.170808379418	0.226280907368	0.0636583126901	0.0131555987325	0.0463611272217	0.00433523572097	0.00171158500522	0.00205870940295	0.00504316276384
e	0.00752560474925	0.0042547296757	0.0136876977543	0.0408325424087	0.258862938337	0.201455556006	0.309104287789	0.0936312963634	0.0322701050822	0.0201647189446	0.00983529445999	0.00298820880889	0.00258660042359	0.00280040530501
s	0.00404656213482	0.00450114415294	0.00683009716677	0.0169726836389	0.153499614912	0.173342982602	0.400623822596	0.129495752121	0.0535302971741	0.0291810197635	0.0121608459417	0.0033886644642	0.00958728320202	0.00283921934794
ò	0.00224017983467	0.00440955465722	0.00417761226592	0.00862885458563	0.116492986104	0.102960923601	0.462324076865	0.181640554707	0.054050870238	0.0356154628525	0.00980835154719	0.00337998668679	0.0114662097475	0.00280437302231
z	0.00155600190138	0.00524767921363	0.00371211820197	0.00658782786788	0.0887583366347	0.100021874267	0.451462317888	0.227832994902	0.055375436326	0.0309218976688	0.0110371618184	0.00346153933325	0.0102394149119	0.00378539625668
u	0.00225691280629	0.00627831730136	0.00423222248982	0.00625017032043	0.0545314297116	0.102300545489	0.338317849029	0.300536303634	0.104981764242	0.0368377523829	0.0183857944095	0.00792288733548	0.0121773891817	0.00499064535871
n	0.00253706091743	0.0054782315545	0.00416201489078	0.00388195994928	0.0281454777505	0.0761567822963	0.249642723143	0.367809946545	0.143139442214	0.062432570621	0.0213772383252	0.0103520978798	0.0181788340003	0.00670561395918
f	0.0114845363534	0.0289318415576	0.00468458848346	0.0109251969478	0.0223448011968	0.0476319043121	0.251405627381	0.321439078648	0.133962996671	0.080565796973	0.0422551570751	0.0104326258306	0.0222323277268	0.011703514903
à	0.0165241536001	0.0359137193676	0.00475132139902	0.0130990744719	0.0188663608923	0.034012395864	0.21714270936	0.315944824683	0.163166949757	0.079043906577	0.0612169796584	0.0153436703449	0.0143102663289	0.0106636528075
i	0.00922295939603	0.0144044991264	0.00341396398877	0.00541360010426	0.00905863880077	0.0270134762567	0.126814667687	0.319630332828	0.262228863586	0.121910394152	0.0696409592661	0.0170421737496	0.0083602039623	0.00584526572677
o	0.00500847651468	0.006783771196	0.00294474664228	0.00248453265731	0.00456863163092	0.0165917053836	0.061221865829	0.235434507143	0.354599237862	0.169328899871	0.107915646302	0.0171631043232	0.00883247952777	0.00712239848336
g	0.00380096657443	0.00450810992216	0.00424663376759	0.00159918709117	0.00558933887697	0.0099618015572	0.0445528588097	0.173907398981	0.357867306987	0.21066645837	0.128072951034	0.0242853956744	0.0159652367323	0.0149763518708
e	0.00307959750701	0.00378833502555	0.00450576229802	0.00123696254066	0.00610944460232	0.0055037018724	0.0352300674366	0.12784223826	0.350928397762	0.261057991765	0.133894935678	0.0296182285381	0.0206127236194	0.0165915967391
l	0.00155013472674	0.00498546440625	0.00255287102255	0.00084249689982	0.00419118786811	0.00333367036413	0.0180774944655	0.106465332953	0.339425567654	0.259064538497	0.145095835893	0.054789166046	0.0313103383398	0.0283158876818
à	0.00106861502865	0.00511200724848	0.0015066974198	0.00064946808374	0.0029864892407	0.00278662228138	0.0118499118152	0.0813309811177	0.291206566978	0.252485217906	0.164932140631	0.0957330082153	0.0543972600399	0.0339550285486
o	0.00292786638688	0.00384921596816	0.00108843838147	0.000704626759247	0.0018710589169	0.00290890801446	0.00775240896507	0.0483350294659	0.256272661206	0.230658614175	0.22962131221	0.119146847405	0.0673601908133	0.0275028295709
p	0.00341321176876	0.00426060931729	0.00103992307004	0.000852630334842	0.0019890329807	0.00338752627215	0.00772123481036	0.027478409822	0.191146921269	0.185788961512	0.28348184607	0.138618232135	0.103746788204	0.047074667737
