 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.847572221	0.141645789494	0.0053409280765	0.00130986724644	0.00042411252684	0.000625333610294	0.000681210954614	0.00168319596111	0.000717361604824
s	0.806318216333	0.175778529907	0.0072337091835	0.00159152693263	0.00049980535758	0.000816201124707	0.00129630584826	0.00259869316426	0.0038670266282
o	0.717177597444	0.229938218502	0.0084822763725	0.0158231588938	0.00181384923607	0.00163269189388	0.00594032329877	0.00405180649615	0.0151400723713
t	0.511421995415	0.397926484167	0.0280939511842	0.0216362184366	0.0025094295361	0.00212594558989	0.00746205220054	0.0043553585882	0.0244685697876
r	0.415184271138	0.505912463722	0.0392658626947	0.0114493203389	0.00191063693775	0.00174695301901	0.00386347036378	0.00328915533083	0.0173778795281
a	0.290383560113	0.629972274241	0.0508610362116	0.0134720103942	0.00188256025278	0.00154537693441	0.00310297737203	0.00239989122501	0.00638032171833
ù	0.120349870584	0.700740712747	0.146618360804	0.0203521877067	0.00212784328821	0.00144881065172	0.00382057480202	0.00148164294471	0.00306000294869
d	0.0516587357347	0.607708766116	0.243014090535	0.0661240420442	0.00785953181007	0.00941042717437	0.00474080084084	0.00171342968606	0.00777015376254
i	0.0291870629822	0.414711198972	0.404253456645	0.103962689121	0.0143872371927	0.0179612415606	0.00479963622992	0.00180139806094	0.00893606518579
è	0.0177142062781	0.216447577924	0.590688559548	0.11410944464	0.0235760385936	0.0229877065422	0.00641156774419	0.00238311308975	0.00568180084952
n	0.0111320022602	0.117678959241	0.572348309636	0.204732564907	0.0344850202739	0.0355167362154	0.0131888955685	0.00321153162686	0.00770600055325
g	0.0234601593683	0.130572033632	0.366785209732	0.319974065902	0.0765997998246	0.0494199474418	0.0170682400068	0.00839326202755	0.00772730348528
r	0.0337413102494	0.161118592775	0.167625090777	0.442954997967	0.124827021822	0.0395386843579	0.0126973250556	0.011227068329	0.00626991226303
a	0.021467412971	0.103763647496	0.087344351059	0.476165611569	0.245000046341	0.04386448321	0.00984106880123	0.0079526617922	0.00460071574208
m	0.00977357840687	0.0386698209798	0.0485434929397	0.498909203436	0.325640194114	0.0507911909033	0.00989002912108	0.0074311033094	0.0103513923476
m	0.00554496112512	0.0282484104491	0.0247202148199	0.487565533945	0.361699994038	0.0513826353344	0.017181647427	0.00857272529713	0.0150838747801
è	0.00755687165387	0.0290905196651	0.02179038896	0.343447344502	0.462548795346	0.0893640471781	0.024328839305	0.010872538531	0.0110006518128
n	0.00715221380336	0.0169595856181	0.0337376236067	0.308140478554	0.456416597782	0.104824974593	0.0402995810217	0.0139695992937	0.0184993464543
o	0.00942823440985	0.0126612668784	0.0301408657216	0.226670243445	0.398179051927	0.224453147264	0.0620491689139	0.0159398430779	0.0204781863321
p	0.00952047177702	0.0103223173068	0.0173977151239	0.094637982875	0.375127580509	0.335532026088	0.114936563971	0.0219849405526	0.020540417682
u	0.00444959948887	0.00662539757787	0.0125094227128	0.046398304475	0.28232540277	0.450840394363	0.14965564799	0.0257082558302	0.0214875981807
s	0.00258402358529	0.00490395057056	0.0107045800334	0.023383855275	0.21247012099	0.504595735454	0.167822308397	0.0334443346227	0.0400911070722
s	0.00146610122836	0.004984786118	0.00786262182613	0.019444303385	0.20284291033	0.387008601885	0.263895916799	0.0444438282409	0.0680509374221
è	0.000987315989187	0.00464708111881	0.00420666044938	0.011655097827	0.13735780051	0.412671739362	0.334548376933	0.0404924432536	0.053433493847
n	0.000538096850396	0.00201351452427	0.00313345095179	0.00725395896233	0.0909849737033	0.425021011254	0.380477410311	0.0450025440245	0.0455750532959
a	0.00315385091213	0.00775447245676	0.00716938574326	0.00740453889544	0.0672751929878	0.321346678885	0.438126707437	0.0887783513748	0.0589908420926
p	0.00404571927204	0.00974948827625	0.00883964482155	0.00590382449115	0.0380553543159	0.222515891222	0.469579330479	0.151490082925	0.0898206680575
o	0.00221866355028	0.00522818223235	0.00826497025312	0.00378048497105	0.0209838249053	0.182117098334	0.461648350826	0.199007764508	0.116750637539
è	0.00344093443503	0.00773781084105	0.0102907368852	0.00232999625102	0.0146568054551	0.199827813911	0.427709233942	0.224985035836	0.10902160474
t	0.00316795887558	0.00709209664388	0.00750864660265	0.00140455532321	0.00857001171137	0.150666821537	0.427128214314	0.298111715545	0.0963499621093
a	0.00519389916909	0.0145932325048	0.00828262854446	0.00215157723794	0.00808253956346	0.078288309939	0.335866572571	0.365931855248	0.181609380299
d	0.00610064521636	0.0174177038567	0.0111861562353	0.00366492242685	0.00868273274409	0.0498180743103	0.229440070604	0.429002076416	0.2446876235
i	0.00542184903505	0.0087863384485	0.0136360698824	0.00771232055282	0.0109715519548	0.0382549969681	0.182105145015	0.485492752139	0.247618996253
k	0.00597937023315	0.00644269588937	0.016590842204	0.0150847858419	0.0137470683187	0.0330872474457	0.136296183292	0.536001934713	0.236769886304
ò	0.00620601592025	0.00638655912846	0.0161253012668	0.0160569154049	0.0117617066168	0.0239001608442	0.109296486497	0.575730704904	0.234536154901
m	0.00540777384168	0.00564524305075	0.0121987782646	0.00942698559395	0.00817235586928	0.0219287045442	0.0750829141657	0.640413028968	0.221724220134
m	0.00431310265883	0.00818684091618	0.010820861013	0.0106589261052	0.0108839449152	0.0209653376419	0.0711059232886	0.667593522989	0.195471538011
a	0.00835048053294	0.0126534245234	0.0221030914511	0.0276321429401	0.0263874937707	0.0367144244765	0.0667310515324	0.43638956553	0.36303832567
</S>	0.0110712414355	0.0122032707017	0.0308474680532	0.0394293975959	0.03605702842	0.0506438221855	0.0567934416005	0.258080864565	0.504873464835
