 	può	che	sono	ancora	svegli	</S>
i	0.856009321	0.087535382176	0.0052051191079	0.00638185620185	0.0250052965983	0.0198630218439
s	0.750590041933	0.176830562925	0.011860009108	0.00809377535202	0.0260136818458	0.0266119153241
ò	0.653983604978	0.294564641175	0.0170737622293	0.00637270621287	0.0103659032535	0.0176393751072
z	0.516116758193	0.397198305258	0.0517405374631	0.00777032207902	0.00482840875756	0.0223456674604
i	0.309778117031	0.500323867753	0.149618079088	0.013234693189	0.00362406894819	0.0234211594268
k	0.13948859849	0.542613554318	0.281089287963	0.0196912285517	0.00392314013433	0.0131941731488
a	0.0748337189433	0.421676715639	0.448226533321	0.0372823333972	0.00784024523451	0.0101404255202
ì	0.0417473310611	0.28030325648	0.568076761774	0.0765412076124	0.025845955227	0.00748548087416
n	0.0251613263937	0.192413728893	0.609752475258	0.126954650471	0.032727952163	0.0129898720677
e	0.0283032581046	0.108939411676	0.518924919753	0.259544016557	0.0676701904143	0.0166181958579
a	0.0270713832882	0.0487082911307	0.335769786564	0.400059674386	0.171392481291	0.0169983726756
n	0.0335238349441	0.0254617457242	0.215941049468	0.394033072195	0.26440449481	0.0666357971015
k	0.0837850379107	0.0473077412334	0.171879587589	0.320564684132	0.257339237343	0.119123730114
ò	0.0865341795849	0.0518583514229	0.13207369625	0.407605799377	0.229999277114	0.091928710738
r	0.037652118263	0.023155823054	0.08300267447	0.560181679792	0.241812568371	0.0541951220927
a	0.0437983370223	0.0156821940893	0.065765422508	0.533211759797	0.27357332341	0.0679689369376
a	0.0549646051074	0.0146358629531	0.0443635544547	0.365579467466	0.40826203069	0.112194466313
t	0.0406075493585	0.0141857703408	0.0264240807656	0.232708739622	0.52593705863	0.160136807038
s	0.0694577526946	0.0196152900525	0.0255195997225	0.225519907007	0.43583405821	0.224053386346
ù	0.0734376122242	0.0211506586293	0.0345221370728	0.206171928469	0.417167282603	0.247550359649
n	0.0357713329136	0.0157241867926	0.0285160985053	0.158030102756	0.526826893334	0.235131374316
n	0.0463192768706	0.0431395035543	0.0256350436628	0.140568005785	0.480812494078	0.263525679139
i	0.0509544306778	0.0517778879159	0.0381893634289	0.125447971362	0.385511934526	0.348118418713
t	0.0630009485919	0.0363759080321	0.0358579471713	0.0877155108807	0.410138546629	0.366911149838
i	0.0742966206006	0.0373639270535	0.0423380843961	0.0661459838016	0.320904170263	0.458951223346
</S>	0.0579642563463	0.0343162167804	0.0596100785891	0.0727830835728	0.181582684131	0.593743681173
