 	è	facile	che	stanno	ancora	svegli	</S>
è	0.54238340177	0.41240489712	0.0028646737734	0.002849093044	0.00830570734462	0.0106382983768	0.0205539327496
f	0.34928781737	0.582573192373	0.00868877341647	0.00520231441105	0.00880258176411	0.0113446503193	0.0341006776825
à	0.223728031523	0.723471400791	0.0149279975522	0.00468934947768	0.00362926589944	0.00457217496493	0.0249817681468
c	0.0890031360303	0.85626222493	0.0267791333707	0.00434356453323	0.00223190355961	0.00197741764921	0.0194025933419
i	0.0426345140661	0.822176344977	0.0995916870569	0.0114350619644	0.00504304401854	0.0014463126426	0.0176730240482
l	0.0266672635634	0.670199926326	0.245251429686	0.0399065370548	0.00855974501618	0.0020963063128	0.00731881797113
e	0.0181480538891	0.443811823309	0.412219523229	0.105542000352	0.0126282245154	0.00342749590054	0.00422291067204
k	0.0239556525857	0.24629718777	0.49829846841	0.200997930784	0.0161805800518	0.00665407988845	0.00761610067428
a	0.0255542057139	0.13296511879	0.452212942537	0.340450862928	0.0267323486639	0.0116589842487	0.0104255201358
s	0.019149970121	0.0702650239167	0.377885287912	0.470798143643	0.0402281428546	0.0115066767614	0.0101667372189
t	0.0143937373227	0.0452404242609	0.317351419971	0.549240939214	0.0560677242515	0.0080189410878	0.0096868139603
è	0.00804833204137	0.029903567409	0.215586788657	0.637044193071	0.0904595018172	0.0128396298747	0.0061180124795
o	0.00959360779552	0.0181937524963	0.119956424019	0.595483111024	0.218634530206	0.029927383371	0.00821121057023
n	0.0144053273801	0.0155206982851	0.076759551673	0.493220879675	0.289116554535	0.0941762156703	0.0168007898411
e	0.0202632692883	0.0119675860307	0.0437077117843	0.371470310158	0.385486132645	0.148759270657	0.018345739417
a	0.0192381344521	0.00901380505623	0.0183347381668	0.204139884453	0.550743531548	0.179060198572	0.0194697247133
n	0.0169903574976	0.0106554807782	0.0100915339676	0.121916042571	0.523726198116	0.244085104557	0.0725352967734
k	0.0424178864091	0.0204413774031	0.0327899594412	0.126985772544	0.393436198305	0.249807770819	0.134121044331
ò	0.047241376988	0.0198192692946	0.0384931417151	0.112150361741	0.432819863435	0.244449676406	0.105026317417
r	0.0205080470327	0.00860950048153	0.0173867940491	0.0714270776737	0.545302851812	0.283145950135	0.0536197820657
a	0.0186919409056	0.00826063023518	0.0128910042617	0.0691362875912	0.478145405004	0.318793891912	0.0940808413552
a	0.026385879625	0.0108607250955	0.0123131305526	0.0483598565544	0.312069343068	0.423012749571	0.166998309318
t	0.0231978949034	0.010291637742	0.0162192206099	0.0343409244688	0.192088718223	0.530964902524	0.192896698573
s	0.0245873244816	0.0286739585889	0.0220458456967	0.0336597751849	0.176685368408	0.450610020908	0.263737707658
ù	0.0234590509082	0.0373710522829	0.0198608113879	0.032680663551	0.168510788803	0.399639409703	0.318478210953
n	0.0166242720646	0.0231225301446	0.013764058598	0.023858737447	0.129722637468	0.503262600301	0.289645156384
n	0.0435980401002	0.0269870433578	0.0362734923866	0.0216382767789	0.0959205960893	0.47871239908	0.296870143461
i	0.0507941019538	0.0281175627931	0.0441513835551	0.0351619943067	0.0917442273364	0.375095722273	0.374934998554
t	0.0340173753729	0.0472621949068	0.0250797858259	0.0355827566145	0.0788658346188	0.376536992404	0.402655059585
i	0.0430603703462	0.0665802408998	0.0251042679967	0.0328997814838	0.0617620334996	0.283842369515	0.486750937862
</S>	0.0483621157093	0.0601843558812	0.0284575108706	0.0402958131817	0.0650764069898	0.158970449358	0.598653353431
