 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.7984539995	0.09846582788	0.0203373635305	0.0327282000871	0.0150441723745	0.0124476654446	0.00192529338864	0.00158904677861	0.00483176628167	0.00167833403948	0.000459507491781	0.000880470856205	0.000992464233803	0.000789464961528	0.0006134699612	0.0020345355538	0.00672841631744
ò	0.7391265755	0.11318703734	0.0263318599242	0.0497087326377	0.0294655094595	0.0170972365046	0.00257005008934	0.00186534482041	0.00493903478457	0.00226900331372	0.000569245918883	0.000975703765264	0.00107472361777	0.000826867807845	0.000599666945041	0.00204781143137	0.00734558913565
t	0.7147745485	0.15269223058	0.0409132962914	0.0368834721007	0.0249558364794	0.0106820428012	0.0017229674591	0.00102743409045	0.00287969374463	0.00143701423836	0.000455298296519	0.000463906866585	0.000475827241366	0.00034728775143	0.000223931871583	0.000788870389748	0.00927634142772
t	0.5868148365	0.273091848993	0.0721301652438	0.0256603176978	0.0145695787363	0.0064130333794	0.0030252003877	0.00155236041758	0.00270303795011	0.00113073266446	0.000500803099858	0.000366934619803	0.000811417676571	0.000395180283164	0.000340889652237	0.000994113292865	0.00949955956591
e	0.377320288833	0.490229034531	0.0796164627346	0.0226984462975	0.0110090350498	0.00479076845833	0.00330407872782	0.00163178888633	0.00157244256466	0.000966296519436	0.000370268666297	0.000301391067552	0.000910165140689	0.000399177673823	0.00038526940541	0.00102089313754	0.00347420053749
j	0.196331541598	0.688842592844	0.0812035921115	0.0167076912645	0.0053223964666	0.00220853552071	0.0015092090269	0.000716111377914	0.00264145012658	0.000481987507654	0.000455639414632	0.00022171344538	0.000389537469278	0.00020622496052	0.000184024639479	0.000433267116296	0.00214449427672
è	0.115500140346	0.735181788948	0.120846286637	0.0154284470468	0.00386580380739	0.0015468265911	0.000926007999555	0.000405636641744	0.00297217393811	0.000309335982477	0.000483489437191	0.000194804676375	0.00020594911118	0.00013383657425	0.00010121593931	0.000224142510628	0.00167411094276
n	0.0697348392087	0.676506176983	0.224440911946	0.0144337869623	0.00351137543872	0.0011641249395	0.000771549265397	0.000291285498164	0.00234542109296	0.000206746185839	0.00037120933476	0.000102996098148	0.000116186074799	7.67618565828e-05	5.89037275305e-05	0.000137528356664	0.00573018956937
n	0.116846046505	0.530635726328	0.290790069182	0.0312946800648	0.00719456022357	0.00204131215877	0.00294686178003	0.00213788209554	0.00268310659833	0.00128137037943	0.000836943465213	0.000493698333343	0.00157034088999	0.000480727411566	0.000656062765866	0.000876027789361	0.00723459206646
o	0.136237265677	0.358051745309	0.423522908927	0.0513898994589	0.00992947715186	0.00296488766586	0.00345331797164	0.00269115444717	0.00153500665933	0.00160652451648	0.000802228065524	0.000604442078488	0.0020461068318	0.000602817703321	0.000847059775196	0.00107710493858	0.0026380423357
