 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.5858299943	0.2928431121	0.0280661093696	0.0016209753972	0.002741522882	0.00140118951157	0.000785735788471	0.00148511505893	0.00116632835685	0.000455704293566	0.00135487072412	0.00208571069896	0.0086044860435	0.0715591779597
n	0.276190662187	0.566546913367	0.0603877578299	0.00349953868607	0.00314982698413	0.00158534732064	0.000797110006107	0.00178691874089	0.00125887844675	0.000459395572457	0.00137521742385	0.00233782525234	0.00848920261457	0.0721354280732
ì	0.0977438211583	0.754826258456	0.09907906241	0.00458885135002	0.00244833200918	0.00122465484773	0.000759237425932	0.00117951739024	0.00107277292293	0.00027304022975	0.000597959707198	0.00188763960271	0.00822709062419	0.0260917700532
c	0.0810253664754	0.727305943019	0.135466098203	0.00966709817801	0.00642056737353	0.00718999481013	0.00267127993305	0.0038701778342	0.0014409699038	0.00073735131317	0.000425781221404	0.00156889247702	0.00826880645429	0.013941665261
h	0.111114315708	0.61746734254	0.198089285401	0.017407442186	0.0106536867128	0.010817696021	0.00399029044965	0.00503680695428	0.00335436495643	0.00147217338763	0.00119992177061	0.0054876897754	0.00514978585916	0.00875918938082
e	0.075765826452	0.43144549788	0.4247265798	0.0275121794953	0.00884013954327	0.00649065866352	0.00259447469941	0.00244765714615	0.00346814738476	0.00130315333545	0.00154022835818	0.00685334105035	0.00381072002323	0.00320139671532
t	0.0402357674435	0.241082510127	0.598087133267	0.0741785218318	0.0176483888164	0.00769749407271	0.00552161958907	0.00218837228418	0.00180261423458	0.00194660169978	0.00186237916716	0.00367332871764	0.00191528071269	0.00215998414251
o	0.0295966188973	0.135018531136	0.626950973089	0.145369913811	0.0263115439135	0.00912330059197	0.00693199392429	0.00289585538764	0.00147688933514	0.00210257789003	0.00179217767161	0.00321497277889	0.00541179191044	0.00380286334609
r	0.0142552830624	0.0587135281053	0.639965836363	0.211767792537	0.0432863571858	0.00760068278666	0.00652889830903	0.00255334681879	0.000881858631262	0.000950059844744	0.00171758808821	0.00200196431698	0.00606044540465	0.00371636521746
ì	0.00889826003747	0.0295901458484	0.548752345454	0.295851290512	0.0884640129953	0.0122259367222	0.00686388805368	0.00194211545126	0.000554744963689	0.000520798903106	0.00168250582688	0.000825309161039	0.00209399564932	0.00173464799018
s	0.00611156794249	0.0170535254295	0.482720543151	0.353068085504	0.102544044532	0.0196145709607	0.00630062085136	0.00292586130942	0.0026695139131	0.0005424881655	0.000746490746878	0.00145512364323	0.0016094797877	0.00263806959209
o	0.00426985387416	0.0101273008125	0.368697887084	0.429306997168	0.128549128977	0.0343073925402	0.00678561188992	0.00624100041381	0.00354324289703	0.000863701505547	0.000816448786319	0.00197703896995	0.00150243571019	0.00301194965986
n	0.00399033213405	0.00629418122017	0.232916413061	0.453650657723	0.228739455926	0.0432956304467	0.01426330613	0.0090379039186	0.00183955211214	0.0010214033556	0.00132361902016	0.00118963796793	0.000690007690606	0.00174790539743
t	0.00628996061268	0.00506874187606	0.16170753152	0.438776473908	0.283803843109	0.0530745495489	0.02443137457	0.0122182521929	0.00467962724495	0.00249861788824	0.0021503220709	0.0021649363125	0.00164303591737	0.00149274808394
a	0.00650512014023	0.00442658144482	0.0847850528293	0.457885886303	0.28730934217	0.110527992916	0.0207095926167	0.0115305817376	0.00578556279064	0.00283574434171	0.00192415434058	0.00283489511997	0.00204977419086	0.000889734274068
t	0.00423302046808	0.00409944810014	0.0561659535791	0.386537701434	0.351933258057	0.140857444039	0.0294345853322	0.0145323660125	0.00346417613057	0.00187940650734	0.00258173761716	0.00171429402947	0.00101915775308	0.00154746010204
a	0.00524155361069	0.00401883311378	0.040875704941	0.270326549211	0.432748108686	0.179380561413	0.0375280684174	0.0176388352775	0.00280319282646	0.00156077864115	0.00275721407925	0.0010003073532	0.000765922514901	0.00335437546131
