 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.59168465278	0.25706927266	0.04110220018	0.0080324033742	0.00385030147983	0.00556351820711	0.00439595847188	0.00561943392885	0.00532755662404	0.00426721649597	0.00391009452249	0.00221419461537	0.00308275742399	0.00412324940357	0.00537363867446	0.054383546879
n	0.296800887287	0.450334956553	0.136732341927	0.0103976474756	0.00527287614475	0.00555759758175	0.00480936428391	0.00585551455912	0.0054069170049	0.00444237301507	0.0040011362423	0.00228849979382	0.00303003597155	0.00439683893988	0.00530031379628	0.0553726949646
ì	0.106416232465	0.580755213184	0.253968608176	0.00898947776587	0.00503778743985	0.00266815965958	0.00400099119864	0.00384385140284	0.00346267793463	0.00260597169554	0.00183344028557	0.00114533462192	0.00110111730461	0.00204170245738	0.00212997709384	0.0199994478138
c	0.045910629051	0.608187561728	0.280975277992	0.0122992171826	0.00748879427535	0.00751142777046	0.00509683477415	0.00507339605305	0.00349655264517	0.00307956398117	0.00153909209391	0.000750167144456	0.000451027853051	0.000963911726861	0.00107954997709	0.0160969992576
h	0.0319306316437	0.610447969243	0.279015205731	0.0224840457475	0.00936786885972	0.00959736276052	0.00416701584472	0.00585003521921	0.00243229688718	0.00303450470298	0.00190734537797	0.000733065202022	0.000279655478711	0.00311116727806	0.00128624208043	0.0143555911731
a	0.0208281904649	0.482448608348	0.42390965191	0.0350560175092	0.00956896444471	0.00524451965301	0.00259144412597	0.00431669964569	0.00156560094973	0.00182839830292	0.00152765147301	0.000698044492124	0.000233162550449	0.00399577299626	0.00134256958687	0.00484469202595
t	0.0197694100647	0.280112072916	0.58801084597	0.0641304439031	0.0203484012736	0.0050972350348	0.00637292586479	0.00290449879829	0.00221671184869	0.00143555001027	0.000697979820127	0.00243868775352	0.00154866939497	0.0019700549041	0.000637918350856	0.00230857237052
o	0.0208516817976	0.159940718539	0.60132356399	0.158118819501	0.0297647653179	0.0064606423216	0.00777174956106	0.00228055753196	0.00226102823086	0.00123621403277	0.000498118399704	0.00296243404673	0.00196889295318	0.00164127309139	0.000927726788916	0.0019918074814
r	0.0112933413043	0.0866746095063	0.55810555133	0.2647691321	0.0504488629993	0.0099192881572	0.00717457085875	0.0014272301469	0.00206233179099	0.000626341555655	0.000461514998477	0.0014589795102	0.00183987535899	0.00119256421508	0.000913775100726	0.00163205697042
ì	0.00720072155937	0.0537269450821	0.458651871777	0.3782764791	0.0747265833331	0.0116809046057	0.00705904932155	0.00113348051569	0.00200961394392	0.000449168080353	0.000426347700492	0.000954629304606	0.00183722044857	0.000509020277776	0.000354524617983	0.00100346899135
s	0.00459572646259	0.0400426352207	0.392351082592	0.4723497537	0.0686614077777	0.0100554237286	0.00561740641248	0.00147725922622	0.00109653484919	0.000398517162112	0.00035511154926	0.00041856225953	0.000716608034293	0.000531065650973	0.000193820323627	0.00113910880025
o	0.00408115966086	0.0202644578336	0.297349715977	0.5401076139	0.100546100393	0.0219320684362	0.00827253668883	0.00209769838167	0.00132605890623	0.000571322128897	0.000314743016252	0.000395418268592	0.000430330127231	0.00084252028429	0.000239473737177	0.00122879579421
n	0.00428177241029	0.00922521626253	0.177061738372	0.546210717967	0.194226409131	0.0448354394254	0.0138551781456	0.00244796741522	0.00300359090408	0.000772035383432	0.000322315555244	0.00119189093042	0.000885552490677	0.000746680972077	0.000230216996394	0.000703279377967
t	0.00718739712943	0.00615336973911	0.12173641372	0.495405141322	0.266812019044	0.0678369117951	0.0165131904112	0.00516945079707	0.00492753101344	0.00147630746125	0.00106545690841	0.00202904250988	0.00131901513011	0.00121954927558	0.000540853783357	0.000608326676853
a	0.00797691228381	0.00529953681664	0.062658063818	0.427094603107	0.378690313015	0.075954558005	0.0221156225171	0.00715608764636	0.00445525224389	0.00173578722699	0.00128828921284	0.00155052844014	0.00104864627378	0.00181265952279	0.000732216376096	0.000430891023884
o	0.0072978835886	0.00345980818355	0.028435879284	0.268249957902	0.511945907005	0.105168565115	0.0440656140857	0.0106988054761	0.00563017643663	0.00238891092572	0.00206956909881	0.00188687148155	0.00294909248725	0.00409943793349	0.000707503644369	0.000945996294287
