 	il	medico	mi	ha	detto	di	non	mangiare	dolci	però	a	me	mi	piacciono	e	li	mangio	</S>
o	0.734151697	0.13574748651	0.013347275753	0.0139570057355	0.0051684054771	0.00613639357086	0.00650417469534	0.00699959923185	0.00192734490196	0.00244196095718	0.0025934990376	0.0020006486654	0.00164049328803	0.00431582386057	0.00866440054848	0.00531156085562	0.0423743607062	0.00671791268074
m	0.510234934533	0.323127229503	0.0192487166863	0.0193605105772	0.0073925756907	0.00758085473529	0.00733712661524	0.00789096731225	0.00245923410452	0.00350835744596	0.00295140164297	0.0022306385722	0.00196491470809	0.0084567552326	0.00964557704567	0.00619760179603	0.0443481222932	0.0160644953438
e	0.331367917911	0.497133753501	0.0449628754908	0.0181941196491	0.00690905175323	0.00757282418283	0.00490240672485	0.00431663005247	0.00175029872754	0.00241828551514	0.00163345533876	0.00133572290374	0.00105740707732	0.00767564243152	0.00436706507466	0.0191236727024	0.0171717664075	0.028107092782
s	0.188486720767	0.641588846167	0.0618873106703	0.0226313492797	0.00629708865908	0.00677439365401	0.00461732327156	0.00264417693547	0.00199873723015	0.00123493925672	0.00104080774553	0.000999913282188	0.000498848917828	0.00375071427414	0.00183735031311	0.0225873358998	0.00630519031346	0.0248189559393
s	0.100890956679	0.758229414056	0.0531682951901	0.0392058224466	0.0119375385697	0.0038430715552	0.00342502449499	0.00199412841809	0.00186201167778	0.000715786834727	0.000595661190791	0.000554072174236	0.000267943885187	0.0021096539859	0.000878966895579	0.00761207329498	0.00233789193816	0.0103717059881
è	0.0595181722143	0.764289796019	0.0710920534567	0.0669769361355	0.0213658513086	0.00316327494773	0.002130025725	0.00145268723503	0.000863740334288	0.00028098467897	0.000231029605872	0.000200425061293	0.000106167797292	0.00110346544238	0.000327322984252	0.00259078016544	0.000809643638177	0.00349763938086
r	0.0288886484994	0.76483684334	0.0820570862722	0.0834728955118	0.0260204636593	0.00401816999591	0.0022438323886	0.00148525465154	0.00139885948546	0.000620590708765	0.000296392544264	0.000252365710866	0.00011272480973	0.00111743546519	0.0001519146539	0.000903648582847	0.000296034844655	0.00182680046888
e	0.0229654595501	0.56110426438	0.214603979944	0.130194489371	0.0482014670142	0.00878293153864	0.0040639387458	0.00232614561845	0.00268228647757	0.000887633504988	0.000415830281674	0.000317334117125	0.000171597012678	0.00116663275505	0.000107876023887	0.000508724242498	0.000131745369353	0.00136762725951
m	0.021337721867	0.352296650393	0.291202245901	0.211988306057	0.0739796572581	0.0246900686195	0.00732464571593	0.00497258603362	0.00368874696661	0.00292500545933	0.000910011618758	0.000650449820855	0.000455846066723	0.00103787117579	0.000146542122518	0.000397741946468	0.000107203919972	0.00188868810931
u	0.0155224347035	0.248434673291	0.214230971087	0.346511017619	0.0963331991527	0.0445384422465	0.0146017092146	0.00634616806454	0.00338716440247	0.00354755823618	0.00103431244174	0.000751946082468	0.000517395253091	0.00101352046437	0.000160875362077	0.000607492028489	0.000110014136344	0.00235110149795
p	0.0159580389364	0.11598461281	0.171288232436	0.41668932754	0.143344901118	0.0870590527888	0.0192861179382	0.0107169779082	0.00449044813442	0.00777471426179	0.001303982583	0.000777093651005	0.000564005817857	0.00163830337256	0.000456036061597	0.00068524975919	0.000400064745535	0.00158283186249
e	0.0142673781318	0.067476031554	0.127760360019	0.40967726618	0.180314181773	0.131481342636	0.0257036814527	0.0197867238027	0.00600624530747	0.00985078282546	0.00151926052353	0.000835354541268	0.000604157078159	0.00187922858604	0.00056980085938	0.00047113593542	0.00048992286369	0.00130715037864
n	0.0093784556744	0.0327457266107	0.0876524342397	0.36817631406	0.243387967791	0.151271922279	0.0368841393909	0.0343558454342	0.0103421991918	0.01189541862	0.00294759590998	0.00237308040176	0.00158340308352	0.00189584107127	0.000862545405641	0.00041851024863	0.000691449949275	0.00313716534776
a	0.00536516970093	0.0194576664798	0.0450337673132	0.300040418953	0.275734104197	0.19570259676	0.0558080393103	0.0596651895447	0.0145370716906	0.0123857008113	0.00345241681026	0.00288739016125	0.00196040124244	0.00205091799805	0.00104500007662	0.00036333599393	0.000755455529787	0.00375536488254
m	0.00368347229718	0.00958974582927	0.0221106849444	0.233415325584	0.306306381466	0.229542618053	0.0594137743034	0.0831211407816	0.0245468273302	0.0137994117351	0.00336776656142	0.00267131610975	0.00185360542181	0.00194230782565	0.000716306462282	0.00034748756943	0.000322931348091	0.003248892906
i	0.00441960577193	0.00562727999349	0.0119396186815	0.158485988661	0.320766650338	0.264850965618	0.0536012081678	0.120862128661	0.0296294067301	0.015041451565	0.00346182824114	0.00263860855192	0.0018734202792	0.00174283864001	0.000571361900648	0.000441491142729	0.000203316258946	0.00384282993111
n	0.00466994318203	0.00547399918013	0.00724403588183	0.132453214954	0.280811754795	0.259337062273	0.0556544452559	0.161233749554	0.04884180915	0.026750457475	0.00382988696971	0.00268245482864	0.0022443833065	0.0017167696968	0.00105181496944	0.000518298708295	0.0017269837877	0.00375894471521
f	0.00971938836176	0.0198835486445	0.00765110625194	0.0922676679047	0.279467933292	0.213122601224	0.051363207072	0.152588789785	0.10713205685	0.037832323737	0.0104888108059	0.00413513771488	0.00370858580867	0.00254637316207	0.00157848373781	0.000568351703898	0.0026749426435	0.00327069933914
à	0.0116164191576	0.0227487620777	0.00796273057398	0.0502979145109	0.269505873204	0.222401996741	0.0717290566107	0.179239309662	0.110012338083	0.0275117204843	0.0119127667006	0.00340924048956	0.00317613520756	0.0029148316622	0.00151040116782	0.000816616449273	0.00139846974988	0.00183542063741
o	0.0077831645512	0.013489353358	0.0153531453639	0.0288010334896	0.194252227141	0.199546581247	0.0915472882702	0.232771080887	0.144374807428	0.0430406443548	0.00983983455487	0.00305980377312	0.00311653896612	0.00537906123798	0.00418835859996	0.0012633966426	0.000887194774989	0.0013064852827
g	0.00683576021565	0.0118399202487	0.0169840261188	0.0201719896132	0.163548583348	0.152408900082	0.0687470309701	0.228049477496	0.222654773809	0.0737998911849	0.00989084935829	0.00386252924437	0.00398457637704	0.00703756753948	0.00541113467885	0.00127707878921	0.0018857841172	0.00161011777146
l	0.00398706304986	0.0072981674003	0.00934685653267	0.0145417183443	0.15982286189	0.127775689514	0.065205061717	0.217445950165	0.243429465536	0.0945416457283	0.0149276989194	0.00673107099912	0.00760358828981	0.0100197011018	0.00445916650548	0.00186467897599	0.00274877498655	0.00825084055118
i	0.00352495794668	0.00524665633519	0.0135087724735	0.00847263929997	0.0891060741833	0.101657175591	0.0820225835527	0.252432268522	0.251925362979	0.111110504043	0.0304418705331	0.00975206871071	0.00935587786574	0.0114384820395	0.00491587368249	0.00297166244638	0.00195129017892	0.0101658908647
c	0.00331626714411	0.00380622663029	0.0130803146592	0.00533019351732	0.0676794809584	0.0925529350837	0.0610346352709	0.277695799507	0.274147717726	0.131024382348	0.0300179055777	0.0090690850769	0.00818047656905	0.00957615194403	0.0041263203337	0.00233816792393	0.00191176250477	0.0051121818737
