 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a	0.6076895811	0.3110106466	0.018025175148	0.00149790117506	0.00232217785365	0.001476837212	0.00069475980579	0.00313776457769	0.0541451750571
n	0.303658028047	0.591209459133	0.0377738249493	0.00332604993569	0.00269951982922	0.00114967546438	0.00184971669513	0.00318939808086	0.0551443156028
ì	0.107173346725	0.771579309711	0.0874425423498	0.00493639712776	0.00260558962107	0.000865505346665	0.0027501471713	0.00182061583096	0.0208265418954
c	0.0568275058977	0.776790811237	0.12094030195	0.00907935024512	0.00528884809702	0.00100389060147	0.00259169029388	0.00184487907604	0.0256327304202
h	0.0579075860259	0.760291425079	0.12992413325	0.0121256194484	0.00699426160261	0.00146675608626	0.00253036467832	0.00248250192038	0.0262773499018
e	0.0402666548366	0.562921353826	0.36043159435	0.0162212355295	0.0046449614178	0.00161793461341	0.00284263759658	0.00195612265275	0.00909749807963
t	0.0346509934855	0.299156579409	0.58425470745	0.0522981463965	0.0143816618013	0.0031773184436	0.00497365112047	0.0024098946294	0.0046970491658
o	0.0328785800052	0.168580951916	0.65576326315	0.103765662399	0.0214598180138	0.00433177357213	0.00597477929766	0.0029100435703	0.00433513245464
r	0.0149477448397	0.0774612848187	0.70088923905	0.156668982066	0.0343660685379	0.00660929704564	0.00399197715876	0.00163413856504	0.00343128388893
ì	0.00992806928457	0.0440449378262	0.59708085435	0.262918630022	0.0711094219126	0.00966103509055	0.00229437948585	0.000832189376027	0.00213048823304
s	0.00647442939952	0.0268055717821	0.51844357945	0.332947248007	0.0972355344375	0.00847225946218	0.00268871822173	0.00227088214028	0.00466177316077
o	0.00447711947871	0.015026119206	0.388421677683	0.423498602002	0.134124334346	0.0178671725941	0.00738086457769	0.00330077496155	0.00590333874292
n	0.00513608451577	0.00889969158733	0.236619615761	0.490210354667	0.218038940115	0.0265821969247	0.0085620483699	0.00234484272838	0.00360623171457
t	0.00840225242859	0.00649778428378	0.17784877696	0.470847866222	0.292973573905	0.0259163503082	0.00922543823597	0.00492915231973	0.00335880805708
a	0.00860269561353	0.00565672159059	0.10080585202	0.448896739407	0.338172420502	0.0754265968827	0.0138402737233	0.00556507512824	0.00303363413673
e	0.00909672824918	0.0058031194822	0.0463155496267	0.343853606736	0.390736947501	0.168903881394	0.0212370450191	0.00690480786881	0.00714833405539
m	0.0116285509497	0.0056330791714	0.0243142168022	0.270726584512	0.4727434015	0.174373477398	0.0228533059197	0.0077273662496	0.0100000392665
a	0.0295328514002	0.0063120748418	0.0149766772074	0.214054544737	0.520362456167	0.172856205466	0.0302907087666	0.00479435737253	0.0068201391529
n	0.0347401214103	0.0061445320766	0.0112046205155	0.120297946879	0.555273339389	0.214351318155	0.0435440858355	0.00514598804018	0.00929806219943
t	0.0205014252137	0.00351716709569	0.0095274537752	0.0920279488197	0.526338917796	0.252732516718	0.0610152803452	0.0122059435134	0.0221333563131
e	0.0135238121802	0.00254938490646	0.00581405419448	0.0721171157386	0.415957958999	0.351536065573	0.0922152369817	0.0219590437378	0.0243273408977
ì	0.00606306981873	0.00246600314322	0.00356014420704	0.0321303762045	0.306258824533	0.475999683458	0.103773244594	0.0539245073526	0.0158241505812
t	0.0032641496728	0.00235253339242	0.00368510271078	0.0186280071545	0.279926495311	0.471317297419	0.117945383598	0.0825480653709	0.0203329417657
s	0.00694900944722	0.0033428182931	0.00406591692381	0.0188095749079	0.259436948037	0.36155254514	0.137539070399	0.14369062999	0.0646134752586
e	0.00850212033881	0.00371571027065	0.00318515079949	0.0154201045057	0.149432017299	0.33707369278	0.210271158933	0.159743863863	0.112656183313
r	0.00548648796465	0.00358727048612	0.00392167585123	0.0123192073766	0.0950238365863	0.329460054593	0.307641251978	0.120005126421	0.122555084204
e	0.00534518192526	0.00470336279461	0.00416255983408	0.0117240383535	0.0685762888821	0.224826133864	0.370469354326	0.166529699074	0.143663369121
k	0.0114828304147	0.00559880479	0.00545138190863	0.0107030027878	0.0446904654274	0.147865852695	0.372774762775	0.220177106358	0.181255786307
a	0.0142754369378	0.00586099952847	0.00637585972954	0.0104896899219	0.0338080846491	0.112310032512	0.337174166792	0.300767826719	0.178937901516
v	0.0128542958366	0.00505121914329	0.00515742953965	0.0096241965553	0.0218071415144	0.0761047166373	0.277088756597	0.38945141084	0.202860821452
r	0.0123672334235	0.00501554343313	0.00491234939176	0.00752080628477	0.0163654066028	0.0613672257724	0.179419285666	0.39413304428	0.318899085417
è	0.00761989081937	0.00519405678319	0.00357190370218	0.00527415303492	0.0135098195293	0.0379574810775	0.143942280929	0.44979823876	0.333132161706
c	0.00915199008256	0.0127079992302	0.00698333345331	0.00994908924311	0.00968229389137	0.0251665959525	0.12254230695	0.573196473587	0.230619919802
h	0.0125706254563	0.0168955036322	0.00884679609757	0.0128283569988	0.00998376230452	0.0213181358175	0.100592946743	0.623403871196	0.193560010601
i	0.00879694867237	0.0104000996143	0.00604243886792	0.0085514007266	0.00973702530271	0.0372005857022	0.0879331254943	0.474374895732	0.356963487534
</S>	0.00526943084919	0.00785983625215	0.00592236791946	0.0064404660258	0.00815040511196	0.0527891629556	0.0721580528772	0.326991370866	0.514418918767
