 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.691568323	0.28857419709	0.0103960422986	0.00134196082252	0.000617159901121	0.0053109885573	0.00219136427151
s	0.470562787133	0.50596222603	0.0127355018017	0.00160158318617	0.00066096502268	0.00554782769349	0.0029291409855
ù	0.294461451111	0.662705707343	0.0363121434882	0.00120184010672	0.000488940587493	0.00294009747736	0.00188984071129
p	0.17119087997	0.761541983781	0.0491476154904	0.00558008381224	0.00772376909249	0.00267196966655	0.00214374189229
ò	0.0982352238033	0.776618035594	0.102292302957	0.00841207309941	0.010259498348	0.00203261220451	0.00215031847651
s	0.0788431911878	0.742147552198	0.150693615879	0.0154745894398	0.00539278659113	0.00356382989741	0.00388449593291
e	0.0731777669119	0.632799992686	0.242391155093	0.0309608649979	0.00917126994686	0.00646020250394	0.00503878271038
b	0.0768162378266	0.428367645515	0.441440675031	0.0336300949126	0.0100173785181	0.00582559313411	0.0039023723862
o	0.0733509146149	0.248406014678	0.609258388344	0.0453170025042	0.0067902835307	0.00878283000267	0.0080945735018
t	0.046108832777	0.127644756839	0.725367723448	0.0756398479347	0.0062318216529	0.00952885824772	0.00947818540356
t	0.038033984227	0.0726859636063	0.704575584483	0.156926901812	0.00805275737763	0.00876049128477	0.0109643359946
ì	0.0294433622299	0.0405799905421	0.633750326161	0.254538410937	0.0195320974232	0.00991610935638	0.0122397095504
g	0.0157576471518	0.0250834596274	0.58800982872	0.291815481846	0.0549789820584	0.0157532723849	0.00860133199413
l	0.0512387291135	0.0312184310478	0.499153928573	0.292412727482	0.0630783181595	0.0381060794076	0.0247917815605
i	0.0705384903765	0.0313594938346	0.323602397058	0.428104086494	0.0668980934598	0.0456869064065	0.0338105339642
e	0.0386721908242	0.0200845593915	0.157520402039	0.575262932831	0.130688679887	0.0517165983888	0.0260546465047
ì	0.0208665598881	0.0119684864145	0.080805586526	0.540626162277	0.260180845696	0.0617769492429	0.0237754091049
s	0.0104647188847	0.00675655861551	0.036188997215	0.497452932092	0.345695880965	0.0810243078343	0.022416595021
e	0.00819121292686	0.00561689203784	0.0202511121017	0.428638506831	0.374710231388	0.118460523611	0.0441315064997
g	0.00920637065729	0.00602376307168	0.0143433709106	0.285993644877	0.406784475663	0.184642133204	0.0930062323532
l	0.00681490791675	0.00524904752409	0.0126237884309	0.160122849506	0.418173174821	0.247380534401	0.149635690164
a	0.00748634086797	0.0044806440132	0.00996134514337	0.110922645095	0.40167600254	0.289267545467	0.176205475448
m	0.00747425358739	0.00582441830019	0.00539085908166	0.0815957359983	0.386839219447	0.338729878222	0.174145624216
m	0.011562939999	0.00634376585315	0.00421286502562	0.0424093801174	0.402940298716	0.325403456541	0.207127269339
è	0.0328554722361	0.00428096678065	0.00463564154881	0.0295373244791	0.342981118699	0.319501925114	0.266207528333
n	0.0344237006465	0.00731231451742	0.00420658484027	0.050355887999	0.267078593193	0.372882204171	0.263740693064
a	0.0197692854511	0.0142498417621	0.00596034135076	0.081648983157	0.204504861158	0.38982525919	0.284041415421
d	0.0136154459794	0.0131349101404	0.00588664006039	0.0607362961584	0.116287031557	0.46263302353	0.327706635207
è	0.0132415895782	0.0071853363178	0.00468831033086	0.0440346364892	0.105711108184	0.553264255843	0.271874742802
k	0.0123874744439	0.00448564511173	0.00409440048675	0.0380496434439	0.115405051335	0.636273093948	0.189304679734
a	0.0187718608938	0.0105612235584	0.00737264243278	0.0642862372118	0.0970613524983	0.526772540383	0.275174125911
</S>	0.0307993607669	0.0178664148392	0.0124848454934	0.108278180916	0.0960988292992	0.342065121792	0.392407223955
