 	avete	cucinato	le	verdure	</S>
m	0.789813466	0.13269699207	0.0176885585617	0.0377432574231	0.0220577054376
a	0.73133142	0.162645077357	0.0217056519159	0.0492029554546	0.0351148905498
r	0.6247520144	0.280789016852	0.0232965485206	0.0370810472588	0.0340813696487
è	0.4018769552	0.527967508951	0.0264170639735	0.0227623778457	0.0209760743196
t	0.285144654633	0.639057414984	0.0432677204578	0.0141360028673	0.0183941713442
s	0.174090630624	0.710501384328	0.0784351352393	0.0185231199271	0.0184496909103
a	0.0876041473613	0.681283384776	0.189964912166	0.0304205887297	0.010726950378
t	0.0590345071298	0.537364066925	0.343970329389	0.0476224200086	0.012008685558
o	0.0502627231726	0.380185285175	0.43898867433	0.102206632703	0.0283567005687
t	0.0422082207482	0.216935262592	0.512726969443	0.172904057748	0.0552254991829
a	0.0369885146934	0.110819632997	0.520531347148	0.237958718383	0.0937017991943
l	0.0328610875598	0.0513276278657	0.485430761716	0.310713345928	0.119667180931
à	0.0287374273619	0.0249278039232	0.394803653772	0.395812774483	0.155718326937
c	0.048370483725	0.0112498880937	0.243991333124	0.519408718668	0.176979574072
h	0.0486878555686	0.0203142708615	0.160022615021	0.645324969556	0.12565028294
a	0.0257497961952	0.0276897638548	0.1124416097	0.556526236519	0.277592570656
n	0.0250425698671	0.0181710944234	0.0803816811287	0.49395244064	0.382452196379
a	0.081112209478	0.0192209825905	0.0729668038716	0.48329138528	0.343408606326
</S>	0.129792611204	0.0232537026946	0.0672932954058	0.39171951754	0.387940862063
