 	guardate	che	il	ladro	che	il	ladro	è	entrato	da	qui	che	ci	sono	i	segni	</S>
k	0.754440707	0.10319083694	0.0327111089373	0.0539975716633	0.00509254800759	0.00793158158942	0.0147364418183	0.00426889502804	0.0021108021864	0.00335047690793	0.00276252629514	0.00265080655476	0.00225050484652	0.00112023399992	0.0011243208743	0.000772565254753	0.00748806627277
a	0.6725059852	0.169310002287	0.0380226387758	0.0632960823411	0.00519113185746	0.00796068006469	0.0148369322295	0.0042635397974	0.00163841129281	0.00342474359639	0.00277414677366	0.00272740690498	0.00229710517684	0.00130259220332	0.00137359585035	0.00132788277801	0.00774711675237
n	0.483113702	0.351333742362	0.0594834531153	0.0673419257804	0.00386849248809	0.00351247632645	0.0140792874985	0.00306398003683	0.00214432813528	0.00149123298446	0.00119597076973	0.00123459175815	0.0011005395723	0.000812581907843	0.000777417418707	0.00143815218309	0.00400810235128
o	0.275546566333	0.484567656121	0.124854351692	0.0786267780468	0.00381092504123	0.00214580338215	0.014801422795	0.00263522885774	0.00238326736504	0.000817593882161	0.000645323784788	0.000689410562848	0.000680581988616	0.000489388475914	0.00162116725812	0.00128749799612	0.00439701687418
n	0.165330547111	0.54114450204	0.175985656951	0.0837941515356	0.00482517469428	0.00189239053738	0.0121309799395	0.00204927427687	0.00191255564736	0.000550106698648	0.000441270882074	0.000514739106134	0.000568952984474	0.000423990609812	0.00189689884331	0.00113932611233	0.00539947850073
ì	0.0876830523037	0.53597097768	0.25788004901	0.0901750565785	0.00591070742476	0.00179971576466	0.00991597165017	0.00186150981134	0.00163373048489	0.000384766252721	0.000349515295137	0.000397449961711	0.000479406551049	0.000352418070474	0.000712127739598	0.000671248504973	0.00382228995266
s	0.0519645965412	0.501892758227	0.34020700507	0.0849667247262	0.00582725474825	0.00225708982709	0.00584617658852	0.000950950377463	0.002676633926	0.000209038878704	0.000155956742804	0.000172160037722	0.000201780070646	0.000138381239544	0.000283837749306	0.000252865871251	0.00199677587162
e	0.0408478957004	0.401162947876	0.434160039357	0.0966508788421	0.0117575387694	0.00352699339836	0.00433162567264	0.000967675099221	0.00318991975237	0.000808146559727	0.000215444124195	0.000199917181925	0.000144822754059	7.55972917695e-05	0.00036517663097	0.000111815445752	0.00148357069242
t	0.0345198473761	0.248846275559	0.497051196452	0.180933357414	0.0198761267431	0.00559839458612	0.00613899266921	0.00160899893646	0.00237142743064	0.00105658380299	0.000274353466885	0.00020211709044	0.000145561978439	5.64116207778e-05	0.00039082274259	9.50394943443e-05	0.000834513725872
e	0.0299756764067	0.14630877572	0.465135231484	0.302615410471	0.031731986681	0.00793781513004	0.00851515653747	0.00188194536621	0.00236697084035	0.000804401884342	0.000207159735235	0.000151689109997	0.000135485779648	4.83070388471e-05	0.000567705634708	0.000107542239553	0.00150875955419
