 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.880532065	0.10947462027	0.0034637268359	0.0009459440094	0.000683258685354	0.000674074038127	0.000591846402368	0.0036344944334
a	0.718839959	0.258590756823	0.013886742132	0.00107899338403	0.000713157188478	0.00151008891936	0.00167180263652	0.0037085227388
k	0.523890442333	0.444337975608	0.0215446566507	0.00333754908861	0.000758589071093	0.00140009952197	0.00188269639944	0.00284799914352
à	0.320891971444	0.649296744536	0.0209797341169	0.0041613322694	0.000788242729021	0.000534354659817	0.00087220984168	0.00247538996499
j	0.202273122748	0.722506644179	0.060789276239	0.006224273373	0.00161667389813	0.00100500945683	0.00145829447145	0.00412668297815
o	0.161321469489	0.584612939393	0.210986463546	0.0180818841863	0.0129126105372	0.00249152179576	0.00241403904364	0.00717908062879
t	0.136074097983	0.427671050198	0.370697042849	0.0373051659088	0.0174424334917	0.00229259786521	0.00316735009521	0.00535027238144
r	0.127412662061	0.356185737199	0.428134915683	0.0570571458563	0.0108934170932	0.0084419978415	0.00891556685624	0.00295854886403
a	0.0719895279217	0.2465094522	0.566528984961	0.0800751419721	0.00907023058267	0.013889235137	0.00939082773343	0.00254657073474
v	0.0611992140639	0.143273752867	0.638585311654	0.122082127257	0.0180831819765	0.00899615007717	0.00511985995312	0.00266036006325
ù	0.0568186908633	0.101455813207	0.659063598551	0.143361124086	0.0284699207122	0.00512887685006	0.00370626959237	0.00199568162306
d	0.0325053019175	0.0515482020723	0.69597945485	0.151971010695	0.0504365929107	0.00701500534835	0.00240723624346	0.00813718912913
i	0.0276635564556	0.0364842230694	0.523418803617	0.279718272565	0.0933317383236	0.0248338001808	0.00323119165375	0.0113184162175
a	0.0200949209052	0.0254983616485	0.285643209672	0.408935217522	0.199048752775	0.0432706173136	0.00774835501918	0.00976058248557
i	0.0169754214884	0.0244950167102	0.134761985184	0.360308373507	0.382144012258	0.0488785006379	0.0123726990257	0.0200640042759
g	0.0732272788845	0.0232975333154	0.068912801188	0.291350044569	0.438793708419	0.0608059212793	0.0163443926706	0.0272683228336
r	0.0922632451034	0.0248579834078	0.047097617976	0.252202537856	0.377609068646	0.118933686893	0.0239039319969	0.0631319318612
à	0.0374312424074	0.0200232253993	0.0366299194827	0.196006593552	0.444408965722	0.148167570031	0.046306148279	0.0710263280624
f	0.01527734545	0.00960673042843	0.0202341412716	0.154616316651	0.489796255907	0.184631102477	0.0828786898663	0.0429594142988
u	0.0102736789315	0.00940177747414	0.0137061147292	0.103200604884	0.366605034069	0.344929704492	0.101943808222	0.0499392788489
t	0.00941692958197	0.00895749643338	0.00957508323853	0.0550422821613	0.25915917679	0.429226179831	0.164037669141	0.0645851790896
t	0.0259077579171	0.00533748307999	0.00473934343069	0.0302709242958	0.181460724683	0.396989601277	0.260110946114	0.0951832174365
e	0.0299137894813	0.00451410492353	0.00822422153794	0.0246050013339	0.123144082181	0.373959824159	0.273496000705	0.162142973919
a	0.0158689684444	0.00991705814651	0.01480434246	0.029318146278	0.11337287826	0.34637499032	0.260297672902	0.21004593824
t	0.0184437313441	0.0121331809688	0.0121017024776	0.0230443795033	0.0800372435533	0.28581518264	0.366802786967	0.201621796393
s	0.020909905701	0.0068500416683	0.00540703857346	0.0106653326232	0.0402131401361	0.19746690268	0.516918258989	0.201569381591
è	0.014874202374	0.0046590794108	0.00353234692511	0.00694611482587	0.0253758005637	0.119868629047	0.54081981833	0.283924001077
n	0.0100787863661	0.00749771770143	0.00256195932357	0.00519454404096	0.0178488869479	0.089320734889	0.559588009443	0.307909341826
ì	0.00880635255613	0.00874637802431	0.00197759984639	0.00551695543732	0.012860599216	0.0701823730497	0.598371050481	0.293538671275
t	0.00617815311308	0.00528707962644	0.00149337585566	0.00514517956497	0.00882272615133	0.0439200997366	0.654856272827	0.274297088112
t	0.00716052627413	0.00436916654056	0.00153833357285	0.00393545122032	0.00620388718764	0.0316750768122	0.748359019609	0.196758506991
a	0.00733115657478	0.00755591360027	0.00329810842638	0.0120688983764	0.0305726437537	0.0288956680347	0.549779163803	0.360498435197
</S>	0.00581100602539	0.00973778325013	0.00435993641519	0.0193504251364	0.0549249890668	0.0338454675434	0.321968277802	0.550002111598
